 ,smoc2_fibrosis1,smoc2_fibrosis4,smoc2_normal1,smoc2_normal3,smoc2_fibrosis3,smoc2_normal4,smoc2_fibrosis2
ENSMUSG00000107276,16,8,4,6,7,7,6
ENSMUSG00000029126,194,140,59,84,186,89,143
ENSMUSG00000029127,237,213,147,131,236,135,251
ENSMUSG00000067367,620,487,255,424,547,357,447
ENSMUSG00000067365,734,582,380,540,589,507,569
ENSMUSG00000051596,0,1,1,0,0,0,0
ENSMUSG00000097029,0,0,0,0,0,0,0
ENSMUSG00000039358,0,0,0,0,0,0,0
ENSMUSG00000106932,0,0,0,0,1,0,0
ENSMUSG00000005107,189,293,445,361,229,503,169
ENSMUSG00000089646,8,4,3,6,6,7,11
ENSMUSG00000005103,7735,5447,2782,2446,6061,2839,6245
ENSMUSG00000064419,0,0,0,0,0,0,0
ENSMUSG00000086422,0,0,0,0,0,0,0
ENSMUSG00000046572,412,303,153,103,313,86,309
ENSMUSG00000077273,0,0,0,1,1,0,0
ENSMUSG00000039315,18,17,15,23,17,16,19
ENSMUSG00000079528,0,0,0,0,0,0,0
ENSMUSG00000106924,0,0,0,0,0,0,0
ENSMUSG00000106794,0,0,0,0,0,0,0
ENSMUSG00000107031,0,0,0,0,0,0,0
ENSMUSG00000106876,0,0,0,0,0,0,0
ENSMUSG00000087845,0,0,0,0,0,0,0
ENSMUSG00000107030,0,0,1,0,0,1,0
ENSMUSG00000106851,0,0,0,0,0,0,0
ENSMUSG00000106679,1,0,0,0,0,0,0
ENSMUSG00000106741,0,0,0,0,2,0,0
ENSMUSG00000077522,0,0,0,0,0,0,0
ENSMUSG00000107134,81,19,13,12,32,8,40
ENSMUSG00000051022,249,126,21,50,182,22,196
ENSMUSG00000083261,2,2,2,5,0,2,2
ENSMUSG00000107070,0,0,0,0,0,0,0
ENSMUSG00000082938,1,1,2,0,2,1,2
ENSMUSG00000089393,0,0,0,0,0,0,0
ENSMUSG00000106865,0,0,0,0,0,0,0
ENSMUSG00000106895,18,7,5,4,22,4,17
ENSMUSG00000107135,0,0,0,0,0,0,0
ENSMUSG00000029128,964,748,595,704,889,759,817
ENSMUSG00000049691,0,0,0,0,0,0,0
ENSMUSG00000061755,2114,1598,890,847,1346,936,1657
ENSMUSG00000107259,1,0,0,2,1,1,1
ENSMUSG00000098264,0,0,0,0,0,0,0
ENSMUSG00000106884,0,0,0,0,0,1,0
ENSMUSG00000067285,2,4,2,1,5,0,5
ENSMUSG00000106813,0,0,0,0,0,0,0
ENSMUSG00000106622,0,0,0,0,0,1,0
ENSMUSG00000107193,0,1,1,1,0,0,0
ENSMUSG00000106501,0,0,1,0,0,1,0
ENSMUSG00000105416,0,0,0,0,0,0,0
ENSMUSG00000105087,0,0,0,0,0,0,0
ENSMUSG00000085720,3,2,18,13,8,30,12
ENSMUSG00000039782,796,741,911,755,824,1115,893
ENSMUSG00000105374,2,2,0,1,1,0,0
ENSMUSG00000105326,4,6,11,5,2,4,8
ENSMUSG00000104846,2,0,1,0,0,2,1
ENSMUSG00000107244,0,0,0,0,0,0,1
ENSMUSG00000104691,0,1,0,0,0,0,3
ENSMUSG00000061535,327,305,61,82,426,42,237
ENSMUSG00000104547,0,1,0,0,1,0,0
ENSMUSG00000087290,10,9,4,8,6,6,5
ENSMUSG00000104912,5,0,0,1,1,0,1
ENSMUSG00000039765,1058,948,502,502,1064,464,746
ENSMUSG00000039753,2400,1705,1383,1187,1819,1523,1913
ENSMUSG00000104728,15,6,3,3,6,1,5
ENSMUSG00000104823,1,0,0,1,0,1,2
ENSMUSG00000106609,4,0,0,0,0,0,1
ENSMUSG00000104701,6,0,1,1,4,0,0
ENSMUSG00000029082,1075,427,341,705,782,705,716
ENSMUSG00000029084,624,347,153,197,457,170,334
ENSMUSG00000086479,0,0,1,0,0,0,0
ENSMUSG00000087281,14,6,0,5,3,0,2
ENSMUSG00000033036,19,11,5,9,20,7,13
ENSMUSG00000093859,1,0,0,2,0,0,0
ENSMUSG00000059565,0,9,0,0,0,1,6
ENSMUSG00000106573,0,0,0,0,0,0,0
ENSMUSG00000105831,0,0,0,0,0,0,0
ENSMUSG00000048373,74,60,86,88,30,96,47
ENSMUSG00000029086,3256,2469,2995,2627,2899,2997,3008
ENSMUSG00000105264,1,4,4,1,0,0,1
ENSMUSG00000072962,5,6,7,1,4,6,7
ENSMUSG00000105048,5,1,1,5,0,1,4
ENSMUSG00000105373,0,0,0,0,0,0,0
ENSMUSG00000105353,0,0,0,0,0,0,0
ENSMUSG00000105263,1,0,0,0,1,0,0
ENSMUSG00000046985,1183,841,886,817,963,969,877
ENSMUSG00000105519,1,4,0,1,3,2,4
ENSMUSG00000105503,0,0,0,0,0,0,0
ENSMUSG00000105149,0,1,0,2,0,0,0
ENSMUSG00000104784,25,7,29,20,22,30,5
ENSMUSG00000106394,0,0,0,0,0,0,0
ENSMUSG00000104541,0,0,0,0,0,0,0
ENSMUSG00000104923,2,2,1,1,6,5,1
ENSMUSG00000104800,0,0,0,0,0,0,0
ENSMUSG00000039706,494,754,288,355,737,210,429
ENSMUSG00000105282,1,4,1,1,1,1,0
ENSMUSG00000105136,3,2,0,1,0,0,0
ENSMUSG00000106332,0,0,3,0,2,2,0
ENSMUSG00000105648,0,0,0,2,0,0,0
ENSMUSG00000105861,1,1,1,2,3,2,1
ENSMUSG00000104894,5,1,0,1,1,0,0
ENSMUSG00000104990,3,4,4,1,0,0,3
ENSMUSG00000105347,1,0,0,0,1,0,0
ENSMUSG00000105224,9,6,4,2,9,1,1
ENSMUSG00000104851,26,26,2,8,16,10,17
ENSMUSG00000106603,0,1,2,3,3,0,1
ENSMUSG00000106656,0,0,0,0,0,0,0
ENSMUSG00000062496,2,0,0,0,1,0,0
ENSMUSG00000067331,0,0,0,0,0,0,0
ENSMUSG00000029092,6,14,8,9,21,5,11
ENSMUSG00000104781,9,7,2,8,9,2,9
ENSMUSG00000105247,0,0,0,0,1,0,0
ENSMUSG00000015806,1289,1442,2962,3296,1654,4153,1200
ENSMUSG00000105255,0,0,0,0,0,0,0
ENSMUSG00000049530,0,0,0,0,0,0,0
ENSMUSG00000039682,5517,5088,5474,5866,4637,6514,5063
ENSMUSG00000015804,2597,1715,1782,2277,1994,2302,1975
ENSMUSG00000015879,119,88,26,19,84,35,62
ENSMUSG00000105745,3,1,2,0,3,0,3
ENSMUSG00000104837,0,1,0,0,0,0,2
ENSMUSG00000097825,11,11,9,7,9,6,6
ENSMUSG00000105634,0,0,0,0,0,0,0
ENSMUSG00000104665,0,0,0,0,0,0,1
ENSMUSG00000104986,14,13,10,13,21,22,16
ENSMUSG00000015880,182,143,5,10,125,6,128
ENSMUSG00000015882,703,512,274,235,540,239,553
ENSMUSG00000104342,27,27,9,17,24,8,23
ENSMUSG00000104852,5,2,1,0,2,1,0
ENSMUSG00000101587,5,3,0,0,0,0,0
ENSMUSG00000105457,1,2,0,0,1,1,0
ENSMUSG00000105459,1,2,0,0,1,0,1
ENSMUSG00000106602,0,0,0,0,0,0,0
ENSMUSG00000067321,0,0,0,0,0,0,0
ENSMUSG00000106875,0,0,0,0,0,0,0
ENSMUSG00000107113,0,0,0,0,0,0,0
ENSMUSG00000104660,0,0,0,0,0,0,0
ENSMUSG00000106402,0,0,0,0,0,0,0
ENSMUSG00000105616,0,0,0,0,0,0,0
ENSMUSG00000105994,0,0,0,0,0,0,0
ENSMUSG00000031558,1123,816,1088,656,796,1078,787
ENSMUSG00000092309,0,0,2,0,0,0,0
ENSMUSG00000092559,0,0,1,0,1,0,0
ENSMUSG00000106214,0,2,0,0,0,1,0
ENSMUSG00000105502,0,0,1,1,0,0,0
ENSMUSG00000105184,1,0,0,0,0,0,0
ENSMUSG00000065603,0,0,0,0,0,0,0
ENSMUSG00000105086,0,0,0,0,0,1,0
ENSMUSG00000106604,0,0,0,0,0,0,0
ENSMUSG00000029089,391,308,156,174,348,195,254
ENSMUSG00000029088,36,32,16,15,42,11,46
ENSMUSG00000105653,0,2,0,0,0,0,0
ENSMUSG00000093502,0,0,0,0,1,0,1
ENSMUSG00000105574,0,0,0,0,0,0,0
ENSMUSG00000093748,0,0,0,0,0,0,0
ENSMUSG00000105530,0,0,0,0,0,0,0
ENSMUSG00000105454,0,0,0,0,1,0,0
ENSMUSG00000105958,0,1,0,0,0,0,0
ENSMUSG00000106404,0,0,0,0,0,0,0
ENSMUSG00000106408,0,0,0,0,1,0,0
ENSMUSG00000106414,0,1,0,0,0,0,0
ENSMUSG00000057577,0,0,0,0,0,0,0
ENSMUSG00000103544,1,1,0,0,1,0,0
ENSMUSG00000105974,0,0,0,0,0,0,0
ENSMUSG00000105791,0,1,0,0,0,0,0
ENSMUSG00000106469,0,0,0,0,0,0,0
ENSMUSG00000104655,0,0,0,0,0,0,2
ENSMUSG00000105332,0,0,0,0,0,0,0
ENSMUSG00000104929,0,0,0,0,1,0,0
ENSMUSG00000106244,0,0,0,0,0,0,0
ENSMUSG00000105620,1,2,0,0,0,0,0
ENSMUSG00000104562,0,1,0,0,0,0,0
ENSMUSG00000104661,0,0,0,0,1,0,0
ENSMUSG00000105922,1,1,0,0,5,0,0
ENSMUSG00000105983,2,4,0,0,0,0,2
ENSMUSG00000105828,1,0,0,0,2,0,0
ENSMUSG00000106579,0,1,0,0,2,0,0
ENSMUSG00000105700,3,0,0,0,4,0,0
ENSMUSG00000093490,1,1,0,0,0,0,0
ENSMUSG00000106539,2,0,0,0,0,0,0
ENSMUSG00000105771,1,1,0,0,0,0,0
ENSMUSG00000083477,11,11,5,11,18,4,15
ENSMUSG00000105540,0,0,0,0,0,1,0
ENSMUSG00000104634,2,1,0,0,0,0,1
ENSMUSG00000029090,1602,1059,1581,1679,1437,1858,1355
ENSMUSG00000106430,15,17,14,12,16,15,9
ENSMUSG00000104870,0,0,0,0,0,0,0
ENSMUSG00000105020,0,0,0,0,0,0,0
ENSMUSG00000099124,0,0,0,0,0,0,0
ENSMUSG00000095857,0,0,0,0,0,0,0
ENSMUSG00000105423,0,0,0,0,0,0,0
ENSMUSG00000106345,0,0,0,0,0,0,0
ENSMUSG00000105320,0,0,0,0,0,0,0
ENSMUSG00000106038,1,1,4,0,0,0,1
ENSMUSG00000105931,0,0,0,0,0,0,0
ENSMUSG00000105273,0,0,0,0,0,0,0
ENSMUSG00000106267,0,0,0,0,0,1,1
ENSMUSG00000104635,0,0,0,0,0,0,0
ENSMUSG00000029167,1622,1582,2112,1592,1539,2542,1350
ENSMUSG00000105442,4,2,8,3,2,5,2
ENSMUSG00000105622,3,6,4,3,1,1,3
ENSMUSG00000106575,1,1,0,0,0,0,0
ENSMUSG00000105762,0,3,7,13,6,9,5
ENSMUSG00000105663,0,0,0,0,0,0,0
ENSMUSG00000106010,0,0,0,0,0,0,0
ENSMUSG00000104919,0,0,0,0,0,0,0
ENSMUSG00000105942,0,0,0,0,0,0,0
ENSMUSG00000106292,0,2,0,0,0,0,0
ENSMUSG00000104847,2,0,0,0,0,0,0
ENSMUSG00000098726,0,0,0,0,0,0,0
ENSMUSG00000106648,0,2,3,2,1,0,3
ENSMUSG00000029169,3844,2554,2084,1839,2737,2254,3145
ENSMUSG00000106607,0,0,0,0,0,0,1
ENSMUSG00000097145,50,49,40,30,29,38,35
ENSMUSG00000106464,68,61,63,56,71,72,52
ENSMUSG00000105328,11,5,11,14,5,10,3
ENSMUSG00000104751,0,0,0,0,0,0,0
ENSMUSG00000088981,0,0,0,0,0,0,2
ENSMUSG00000072941,9356,8482,15098,17663,10942,18052,9419
ENSMUSG00000045790,447,373,146,196,435,138,339
ENSMUSG00000106380,11,8,3,5,13,2,12
ENSMUSG00000039252,2762,2068,108,29,1657,68,1311
ENSMUSG00000104829,5,4,1,0,3,0,1
ENSMUSG00000104974,4,4,0,0,3,0,5
ENSMUSG00000095078,0,0,0,0,0,0,0
ENSMUSG00000052295,2,1,0,0,1,0,0
ENSMUSG00000029173,887,790,926,988,837,1038,792
ENSMUSG00000029186,714,755,453,450,763,479,724
ENSMUSG00000029179,647,541,263,310,632,310,506
ENSMUSG00000029176,1929,1493,649,765,1643,815,1379
ENSMUSG00000105054,0,0,0,0,0,0,0
ENSMUSG00000077757,0,0,0,0,0,0,0
ENSMUSG00000106352,29,16,0,0,25,1,24
ENSMUSG00000106538,26,4,0,0,1,3,7
ENSMUSG00000029188,5561,3432,223,119,3067,143,3623
ENSMUSG00000090642,21,12,0,1,12,1,7
ENSMUSG00000029189,1753,1820,2195,2466,1757,2846,1521
ENSMUSG00000077316,0,0,0,1,0,0,0
ENSMUSG00000061461,831,667,730,868,864,811,601
ENSMUSG00000106981,70,81,72,108,93,119,49
ENSMUSG00000077696,0,0,0,0,0,0,0
ENSMUSG00000106808,0,0,0,0,0,0,0
ENSMUSG00000088646,0,0,0,0,0,0,0
ENSMUSG00000039191,1001,705,272,254,745,276,644
ENSMUSG00000106807,0,2,0,0,0,0,0
ENSMUSG00000107111,1,1,0,0,0,0,1
ENSMUSG00000029193,369,957,852,758,1000,883,594
ENSMUSG00000039178,1459,1123,774,887,1393,875,1158
ENSMUSG00000107182,95,108,29,46,97,46,71
ENSMUSG00000107173,18,17,10,11,22,9,15
ENSMUSG00000039156,1207,939,516,481,1053,478,1042
ENSMUSG00000107105,1,0,0,0,0,0,0
ENSMUSG00000105912,0,0,0,0,0,0,0
ENSMUSG00000106529,0,0,0,0,0,0,0
ENSMUSG00000105143,0,0,0,1,0,0,0
ENSMUSG00000106126,0,0,0,0,0,0,0
ENSMUSG00000077507,0,0,0,0,0,0,0
ENSMUSG00000106113,0,0,0,0,0,0,0
ENSMUSG00000065795,0,0,0,0,0,0,0
ENSMUSG00000105702,0,0,0,0,0,0,0
ENSMUSG00000105384,0,0,0,0,0,0,0
ENSMUSG00000105551,0,0,0,0,0,0,0
ENSMUSG00000083902,77,30,19,22,61,28,31
ENSMUSG00000105186,0,0,0,0,0,0,0
ENSMUSG00000106335,0,0,0,0,0,0,0
ENSMUSG00000105678,0,0,0,0,0,0,0
ENSMUSG00000105685,0,0,0,0,0,0,0
ENSMUSG00000106326,0,0,0,0,0,0,0
ENSMUSG00000088734,0,0,0,0,0,0,0
ENSMUSG00000088751,0,0,0,0,0,0,0
ENSMUSG00000077333,0,0,0,0,0,0,0
ENSMUSG00000104739,0,0,0,0,0,0,0
ENSMUSG00000104560,2,0,0,0,3,1,1
ENSMUSG00000105291,0,0,0,0,0,0,0
ENSMUSG00000105693,0,0,0,0,0,0,0
ENSMUSG00000104892,2,0,1,0,0,1,1
ENSMUSG00000097216,12,11,5,10,16,11,10
ENSMUSG00000051116,3,0,1,2,1,3,0
ENSMUSG00000104924,7,4,1,1,1,0,9
ENSMUSG00000106517,0,0,0,0,0,0,0
ENSMUSG00000029108,708,597,313,292,490,356,472
ENSMUSG00000105940,7,5,0,0,3,4,6
ENSMUSG00000104821,1,0,1,0,1,0,1
ENSMUSG00000105637,0,0,1,0,0,0,1
ENSMUSG00000105050,0,0,1,0,0,1,0
ENSMUSG00000104564,0,0,0,0,0,0,0
ENSMUSG00000105079,0,0,0,0,0,0,0
ENSMUSG00000105877,0,0,0,0,0,1,0
ENSMUSG00000106337,0,0,0,0,0,0,0
ENSMUSG00000104871,3,0,3,4,2,0,4
ENSMUSG00000105431,0,0,0,0,0,1,0
ENSMUSG00000104709,0,0,0,0,0,0,0
ENSMUSG00000103959,0,0,1,0,0,0,0
ENSMUSG00000106646,0,0,0,0,0,0,0
ENSMUSG00000105049,1,0,0,0,1,0,1
ENSMUSG00000105525,0,0,0,0,0,0,0
ENSMUSG00000106146,0,0,0,0,0,0,0
ENSMUSG00000105269,0,0,0,0,0,0,0
ENSMUSG00000088796,0,0,0,0,0,0,0
ENSMUSG00000105234,0,0,0,0,0,0,0
ENSMUSG00000100557,0,0,0,0,0,0,0
ENSMUSG00000106509,0,0,0,0,0,0,0
ENSMUSG00000094696,0,0,0,0,0,0,0
ENSMUSG00000106467,0,0,0,0,0,0,0
ENSMUSG00000096124,0,0,0,0,0,0,0
ENSMUSG00000105038,0,0,0,0,0,0,0
ENSMUSG00000106634,0,1,0,0,0,0,0
ENSMUSG00000104889,0,0,0,0,0,0,0
ENSMUSG00000104563,0,0,0,0,0,0,0
ENSMUSG00000106013,0,0,0,0,0,0,0
ENSMUSG00000105158,0,0,0,0,0,0,0
ENSMUSG00000106250,0,0,0,0,0,0,0
ENSMUSG00000106170,0,0,0,0,0,0,0
ENSMUSG00000106042,0,0,0,0,0,0,0
ENSMUSG00000087034,0,0,0,0,0,0,1
ENSMUSG00000088048,0,0,0,0,0,0,0
ENSMUSG00000106548,0,0,0,0,0,0,0
ENSMUSG00000105486,0,0,0,0,0,0,0
ENSMUSG00000077555,0,0,0,0,0,0,0
ENSMUSG00000106044,0,0,0,0,0,0,1
ENSMUSG00000104775,0,0,0,0,0,0,1
ENSMUSG00000105903,0,0,0,0,0,0,0
ENSMUSG00000106370,1,0,0,2,1,0,0
ENSMUSG00000105675,0,0,0,0,0,0,0
ENSMUSG00000105573,0,0,0,0,0,0,0
ENSMUSG00000089992,1,1,0,0,0,1,1
ENSMUSG00000106530,0,0,0,0,0,0,0
ENSMUSG00000077228,0,0,0,0,0,0,0
ENSMUSG00000105285,0,0,0,0,0,0,0
ENSMUSG00000094239,0,0,0,0,0,0,0
ENSMUSG00000037999,1035,819,973,710,743,825,910
ENSMUSG00000105694,1,0,0,0,3,0,4
ENSMUSG00000105707,0,1,0,0,1,1,1
ENSMUSG00000090326,1,0,0,0,0,0,0
ENSMUSG00000104868,0,0,0,0,1,0,0
ENSMUSG00000090061,34,31,1,0,27,0,30
ENSMUSG00000090138,1,0,0,0,0,1,0
ENSMUSG00000060512,3087,2434,894,1041,2875,1280,2548
ENSMUSG00000047881,1428,1119,357,286,1100,348,1195
ENSMUSG00000087552,1,5,2,0,4,0,3
ENSMUSG00000106076,0,0,0,0,0,0,0
ENSMUSG00000077209,0,0,0,0,0,0,0
ENSMUSG00000106219,1,1,0,0,0,0,0
ENSMUSG00000029171,1365,1243,293,319,1274,351,1200
ENSMUSG00000094244,0,0,0,0,1,0,0
ENSMUSG00000093780,0,0,0,0,0,0,0
ENSMUSG00000087954,0,0,0,0,0,0,0
ENSMUSG00000029174,3412,2465,2185,2235,2140,2333,2554
ENSMUSG00000083435,0,1,0,0,0,0,2
ENSMUSG00000104947,5,0,0,1,2,0,2
ENSMUSG00000081143,4,3,54,56,9,65,1
ENSMUSG00000083100,0,5,1,0,0,2,2
ENSMUSG00000105730,0,0,0,0,0,0,0
ENSMUSG00000105443,1,1,0,0,0,2,3
ENSMUSG00000105105,2,0,0,0,0,0,1
ENSMUSG00000100911,1,0,0,1,0,0,0
ENSMUSG00000105251,0,0,0,0,1,0,0
ENSMUSG00000105352,0,0,0,0,0,0,0
ENSMUSG00000106566,0,0,0,0,0,0,0
ENSMUSG00000104961,0,0,0,0,0,0,0
ENSMUSG00000104806,0,0,0,0,0,0,0
ENSMUSG00000105402,50,78,449,220,199,369,97
ENSMUSG00000105183,0,0,0,0,0,0,0
ENSMUSG00000104928,0,0,0,0,0,0,0
ENSMUSG00000093029,0,0,0,0,0,0,0
ENSMUSG00000097668,0,0,1,0,0,0,0
ENSMUSG00000097640,79,33,19,23,56,16,41
ENSMUSG00000029178,3465,2891,1102,1185,2703,1408,2917
ENSMUSG00000106205,34,26,25,24,40,26,24
ENSMUSG00000044827,536,352,41,24,470,15,383
ENSMUSG00000051498,119,150,12,21,199,15,132
ENSMUSG00000029185,1108,699,135,204,863,132,808
ENSMUSG00000077042,0,0,0,0,0,0,0
ENSMUSG00000106186,2,0,1,1,0,0,1
ENSMUSG00000037913,16,20,1,5,14,4,7
ENSMUSG00000054920,1320,1164,634,544,1139,683,1059
ENSMUSG00000087748,0,0,0,0,1,0,0
ENSMUSG00000037890,1028,867,430,443,899,430,738
ENSMUSG00000029191,1725,1292,616,685,1266,754,1319
ENSMUSG00000105935,1,0,0,0,2,2,2
ENSMUSG00000029195,3,3,1,1,2,2,5
ENSMUSG00000047215,8050,6758,3604,5066,7281,4737,5999
ENSMUSG00000029199,896,720,724,828,799,886,626
ENSMUSG00000106291,15,21,12,6,14,7,10
ENSMUSG00000105896,14,13,3,12,9,12,11
ENSMUSG00000029201,2182,1589,1980,2173,1931,3013,1861
ENSMUSG00000105835,0,0,0,0,0,0,0
ENSMUSG00000104917,0,0,0,1,0,0,1
ENSMUSG00000037822,2605,2014,1421,1650,2426,1684,1997
ENSMUSG00000104641,2,4,1,0,2,2,7
ENSMUSG00000107195,7,9,12,8,8,8,8
ENSMUSG00000105601,37,21,12,17,22,26,24
ENSMUSG00000029203,1745,1344,1010,1192,1530,1206,1351
ENSMUSG00000107362,2,4,8,1,4,4,2
ENSMUSG00000107102,5,6,0,2,15,5,5
ENSMUSG00000029202,2652,1954,1132,998,1981,1280,2254
ENSMUSG00000106767,29,17,3,14,15,16,13
ENSMUSG00000106696,1,0,1,1,0,0,1
ENSMUSG00000088494,0,0,0,0,0,0,0
ENSMUSG00000107158,0,0,0,0,0,0,2
ENSMUSG00000107050,1,3,5,0,5,0,0
ENSMUSG00000106978,155,83,94,92,154,128,132
ENSMUSG00000037795,960,653,710,660,726,738,782
ENSMUSG00000089337,1,0,0,0,1,0,1
ENSMUSG00000106682,6,4,8,9,9,6,6
ENSMUSG00000106713,0,0,0,0,0,0,0
ENSMUSG00000106776,0,0,0,0,0,0,0
ENSMUSG00000106681,0,1,0,0,1,0,0
ENSMUSG00000029204,131,83,2,9,87,6,81
ENSMUSG00000107254,1,0,0,0,0,0,0
ENSMUSG00000029205,6,2,2,2,0,2,2
ENSMUSG00000106768,0,0,0,0,0,0,0
ENSMUSG00000107049,0,0,0,0,0,0,0
ENSMUSG00000054598,30,26,19,18,24,19,22
ENSMUSG00000093070,0,0,0,0,1,0,0
ENSMUSG00000070780,3175,3283,5319,4484,3655,6353,3062
ENSMUSG00000107304,9,5,33,13,14,7,9
ENSMUSG00000107390,6,1,12,3,5,2,3
ENSMUSG00000097092,9,10,7,15,16,16,1
ENSMUSG00000093258,0,0,1,0,0,0,0
ENSMUSG00000107014,0,1,1,1,0,0,1
ENSMUSG00000107069,0,0,0,0,0,1,0
ENSMUSG00000084108,0,0,0,0,0,0,0
ENSMUSG00000107125,0,0,0,0,0,1,0
ENSMUSG00000029206,64,64,17,21,67,6,36
ENSMUSG00000029207,1709,1519,867,896,1665,886,1310
ENSMUSG00000106818,9,12,8,4,7,12,7
ENSMUSG00000084544,0,0,2,0,6,0,4
ENSMUSG00000107155,3,1,2,0,0,0,1
ENSMUSG00000106910,1,0,0,0,0,0,0
ENSMUSG00000106732,1,0,3,0,1,0,3
ENSMUSG00000106772,2,0,1,0,1,0,1
ENSMUSG00000107091,14,6,5,3,12,1,4
ENSMUSG00000106720,4,1,5,1,2,1,1
ENSMUSG00000106706,3,3,6,2,1,2,0
ENSMUSG00000087601,0,0,0,0,1,1,0
ENSMUSG00000029223,381,167,13,18,293,17,280
ENSMUSG00000107300,1,1,0,3,1,1,0
ENSMUSG00000107284,0,0,0,0,0,0,0
ENSMUSG00000037736,1718,1517,1406,1670,1546,1899,1153
ENSMUSG00000082420,11,4,4,3,8,5,4
ENSMUSG00000106749,0,0,2,1,0,1,0
ENSMUSG00000107290,1,0,0,0,0,0,0
ENSMUSG00000085839,2,0,0,0,0,0,1
ENSMUSG00000086964,6,2,0,1,3,0,1
ENSMUSG00000106785,0,0,0,0,0,0,0
ENSMUSG00000080601,2,0,0,1,1,2,2
ENSMUSG00000012520,0,0,0,0,0,0,0
ENSMUSG00000106995,0,0,0,0,0,0,0
ENSMUSG00000107319,16,13,20,33,22,28,17
ENSMUSG00000037720,2492,1927,2235,2436,2117,2749,2317
ENSMUSG00000029221,3432,3713,3614,3943,3189,4397,2915
ENSMUSG00000107266,0,0,0,0,3,1,0
ENSMUSG00000092060,186,143,28,43,123,59,147
ENSMUSG00000097840,8,5,1,2,10,2,4
ENSMUSG00000106832,1,1,2,0,1,0,2
ENSMUSG00000106925,1,0,0,0,0,0,1
ENSMUSG00000107385,3,1,0,0,0,0,0
ENSMUSG00000106947,0,0,0,0,5,2,0
ENSMUSG00000050010,205,172,88,122,162,148,132
ENSMUSG00000037685,1649,1335,395,443,1046,489,1324
ENSMUSG00000094435,0,0,0,0,0,0,0
ENSMUSG00000107041,7,6,6,3,3,2,13
ENSMUSG00000085363,0,2,1,2,4,0,2
ENSMUSG00000106859,0,0,0,0,0,0,0
ENSMUSG00000106837,2,0,0,0,1,0,0
ENSMUSG00000107136,0,3,0,0,0,0,0
ENSMUSG00000087261,3,6,1,0,8,0,0
ENSMUSG00000107206,0,0,0,0,0,0,0
ENSMUSG00000095346,0,0,0,0,0,0,0
ENSMUSG00000106880,0,0,0,0,0,0,0
ENSMUSG00000094719,0,0,0,0,0,0,0
ENSMUSG00000106897,0,0,0,0,0,0,0
ENSMUSG00000107257,2,3,1,2,4,1,1
ENSMUSG00000068082,0,0,0,0,1,0,0
ENSMUSG00000106747,1,0,0,0,1,0,1
ENSMUSG00000107289,0,0,0,0,0,0,0
ENSMUSG00000087880,0,0,0,0,0,0,0
ENSMUSG00000106854,0,0,1,4,0,1,1
ENSMUSG00000107117,0,0,0,0,0,2,0
ENSMUSG00000037653,5,5,6,12,4,16,10
ENSMUSG00000107208,0,0,1,0,0,0,0
ENSMUSG00000107234,0,0,0,0,0,0,0
ENSMUSG00000107363,0,0,0,0,0,0,0
ENSMUSG00000106673,0,0,0,0,0,0,0
ENSMUSG00000106753,0,0,0,0,0,0,0
ENSMUSG00000107312,0,0,0,0,1,1,1
ENSMUSG00000107148,0,1,0,2,0,0,0
ENSMUSG00000093129,0,0,0,0,0,0,0
ENSMUSG00000096290,0,0,0,0,0,0,0
ENSMUSG00000043484,3,1,2,1,5,3,2
ENSMUSG00000106986,0,0,0,0,0,0,0
ENSMUSG00000029158,0,1,0,1,0,0,1
ENSMUSG00000107291,0,0,0,0,1,0,0
ENSMUSG00000029208,1037,904,764,747,974,879,879
ENSMUSG00000029209,430,342,146,207,346,231,329
ENSMUSG00000080566,0,0,0,0,0,0,0
ENSMUSG00000084579,0,0,0,0,0,0,0
ENSMUSG00000106284,0,0,0,0,0,0,0
ENSMUSG00000088863,0,0,0,0,0,0,0
ENSMUSG00000094803,0,0,0,0,0,0,0
ENSMUSG00000106613,0,0,0,0,0,0,0
ENSMUSG00000106549,1,0,0,0,0,0,0
ENSMUSG00000001260,13,10,2,0,8,0,6
ENSMUSG00000000560,4,4,0,0,11,0,1
ENSMUSG00000049387,1,0,0,0,0,3,0
ENSMUSG00000029211,9,10,11,7,11,7,13
ENSMUSG00000029212,27,18,17,16,18,14,20
ENSMUSG00000105489,0,0,0,0,0,0,0
ENSMUSG00000080736,0,0,0,0,0,0,0
ENSMUSG00000082705,1,0,1,0,1,0,0
ENSMUSG00000029213,1189,976,621,713,1070,744,837
ENSMUSG00000105016,0,0,0,0,0,0,0
ENSMUSG00000046808,1263,1019,909,841,1018,1137,984
ENSMUSG00000005220,64,37,80,391,54,326,27
ENSMUSG00000089195,0,0,0,0,0,0,0
ENSMUSG00000093400,0,0,0,0,0,0,0
ENSMUSG00000093644,0,0,0,0,0,0,0
ENSMUSG00000095112,0,0,0,0,0,0,0
ENSMUSG00000093771,0,0,0,0,0,0,0
ENSMUSG00000072889,1205,715,311,260,782,284,826
ENSMUSG00000105510,7,9,3,1,4,2,4
ENSMUSG00000105865,0,2,2,1,1,2,1
ENSMUSG00000063935,8,8,0,1,6,1,4
ENSMUSG00000060204,20,10,2,3,15,2,13
ENSMUSG00000067220,1,5,0,0,0,0,0
ENSMUSG00000105124,6,0,3,0,0,0,1
ENSMUSG00000106136,0,0,0,0,0,0,0
