"Cluster","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Up","Cellular Processes","Cell motility","mmu04820","Cytoskeleton in muscle cells","84/1425","232/9575",0.362068965517241,2.43284936479129,9.23797309141906,3.50928435075046e-16,1.05278530522514e-14,6.38051700136447e-15,"14200/12825/12832/14268/13346/12835/13007/21956/27222/98660/22352/12831/71409/241431/16401/21825/12335/14118/12111/94216/21827/59069/213119/12814/118449/22004/12840/14201/20970/15530/11603/13717/11461/12843/20392/68794/11468/14115/74122/13807/16651/21954/232975/233199/21953/12834/12833/13179/12826/12827/326618/16412/22330/213019/56419/53867/319480/22003/104099/30794/12842/16400/16416/192897/18073/67399/13003/21828/16398/109700/20969/70435/18810/17886/14114/22379/16421/16402/21826/13506/16906/14119/107765/54132",84
"Up","Organismal Systems","Immune system","mmu04610","Complement and coagulation cascades","47/1425","94/9575",0.5,3.35964912280702,9.6130150348383,8.3980501249936e-16,2.30946378437324e-14,1.39967502083227e-14,"20720/12269/545366/12628/15139/12258/21824/14071/99571/14161/110135/14066/12630/12260/12262/12259/18787/12267/50909/50908/667277/317677/12273/18793/16409/16411/16414/14068/14058/18791/14065/12759/74145/14062/14064/20701/20703/12062/12274/109828/15160/16644/17174/19128/18815/12268/12266",47
"Up","Human Diseases","Infectious disease: viral","mmu05169","Epstein-Barr virus infection","82/1425","228/9575",0.359649122807018,2.41658971991382,9.05212885399104,1.25172115778139e-15,3.17744601590661e-14,1.92572485812522e-14,"20846/56489/12503/23797/22352/22030/12505/12010/12125/13555/21939/12229/12428/24088/18033/17096/230073/16476/12399/18707/100038882/12571/16193/15945/246728/246727/23961/23960/246730/12444/19698/12447/12478/16408/54123/21929/17873/11783/12567/14128/16391/15894/12502/12500/12501/17874/22059/20848/20963/18035/17869/19094/12018/26415/12575/14972/15001/14998/15000/14999/21354/21355/15002/14961/14960/14969/381091/100504404/21926/14964/15006/15013/15015/110557/15018/110558/15007/14991/14990/18037/12495/18034",82
"Up","Human Diseases","Infectious disease: viral","mmu05166","Human T-cell leukemia virus 1 infection","85/1425","247/9575",0.34412955465587,2.31230911286313,8.73706751980573,7.33506890631829e-15,1.72898052791788e-13,1.0478669866169e-13,"16178/16177/23797/16184/20375/12236/12010/13555/21939/16186/12428/18176/18033/21812/12578/12579/16476/107995/16818/18707/16193/50883/231991/56150/12504/12444/19698/21803/12447/16408/13654/16414/208677/12567/11513/73181/17393/15894/23871/12649/12502/12500/12501/12442/21813/12981/22059/21752/26401/104111/18035/14281/21809/17869/16185/72049/105988/12575/14972/15001/14998/15000/14999/15002/14961/14960/14969/381091/100504404/21926/16992/14964/15006/15013/15015/110557/15018/110558/15007/14991/14990/13653/17126/14283/18034",85
"Up","Human Diseases","Infectious disease: viral","mmu05168","Herpes simplex virus 1 infection","76/1425","213/9575",0.356807511737089,2.39749608763693,8.62445029207225,2.31837333761924e-14,5.10042134276232e-13,3.09116445015899e-13,"20846/56489/24014/14103/23797/22030/332579/15139/71586/12010/16176/18636/24088/18033/230073/18707/16193/246728/246727/23961/23960/246730/231805/78781/19294/18987/54123/15979/11783/13685/69550/16391/11796/214763/81897/17874/22059/20296/20293/20304/16416/12702/20963/18035/16402/15980/12018/14972/15001/14998/15000/14999/21354/21355/15002/14961/14960/14969/381091/100504404/21926/16992/14964/15006/15013/15015/110557/15018/110558/15007/14991/14990/50930/12266/72512/16149",76
"Up","Human Diseases","Immune disease","mmu05321","Inflammatory bowel disease","35/1425","62/9575",0.564516129032258,3.79315223542728,9.22586387628322,3.50206816216044e-14,7.2230155844559e-13,4.37758520270055e-13,"16182/16174/20849/20846/16176/20371/16186/24088/18033/21898/16476/16193/209590/21803/16190/60504/15979/16161/16173/57765/20848/21809/15980/15001/14998/15000/14999/15002/14961/14960/14969/381091/100504404/21926/17126",35
"Up","Human Diseases","Infectious disease: bacterial","mmu05152","Tuberculosis","67/1425","180/9575",0.372222222222222,2.50107212475634,8.50089711072399,8.08104450900708e-14,1.56867334586608e-12,9.50711118706716e-13,"20846/246256/14131/14127/23797/17533/332579/16176/16803/12608/24088/53970/13040/14129/18033/192656/21898/16193/21897/21899/56619/56644/21803/12721/16409/16411/13033/16985/15979/16414/11783/13115/170786/170780/170779/69165/170776/16154/16173/81897/17874/18126/16706/17534/20698/70405/20963/21809/19094/12265/15980/26415/15001/14998/15000/14999/15002/14961/14960/14969/381091/100504404/21926/12266/12475/16149/27060",67
"Up","Environmental Information Processing","Signal transduction","mmu04668","TNF signaling pathway","51/1425","118/9575",0.432203389830508,2.90410347903657,8.70222273717664,8.81092858259401e-14,1.6153369068089e-12,9.78992064732668e-13,"16182/20297/19225/23797/22030/22029/16176/17395/12608/14205/12977/22329/18033/16476/21938/18707/16193/20311/330122/14825/20310/15945/231991/12051/21929/208677/16477/20312/74568/17387/56532/17392/11796/15894/16878/15953/16362/12981/20296/20293/20304/217344/12702/13614/18035/14281/19094/26415/21926/16992/26410",51
"Up","Environmental Information Processing","Signaling molecules and interaction","mmu04512","ECM-receptor interaction","42/1425","89/9575",0.471910112359551,3.17090479006505,8.60338899186036,3.67090500537995e-13,6.37578237776518e-12,3.8641105319789e-12,"14268/12835/16782/16780/16401/12505/21825/94216/21827/213119/21923/329872/12840/15530/11603/666279/13406/15891/20750/12843/16775/12834/12833/12826/12827/16412/319480/104099/15366/12842/16400/16416/192897/21828/16398/109700/20969/16421/16402/14724/16423/21826",42
"Up","Human Diseases","Infectious disease: parasitic","mmu05142","Chagas disease","45/1425","103/9575",0.436893203883495,2.93561573837506,8.25833035310802,1.61478723573578e-12,2.66439893896403e-11,1.61478723573578e-11,"14103/12503/23797/18796/16176/24088/18033/21812/21898/16476/12260/12262/12259/18707/16193/269643/21899/18787/21803/15979/14676/12502/12500/12501/81897/14678/21813/17874/18126/20296/20293/20304/20302/18035/14281/21809/12062/19094/16644/15980/26415/21926/12266/17126/14675",45
"Up","Environmental Information Processing","Signal transduction","mmu04064","NF-kappa B signaling pathway","46/1425","107/9575",0.429906542056075,2.88867027381538,8.21474806020519,1.84392192009303e-12,2.89759158871762e-11,1.75611611437431e-11,"22637/16177/21934/19225/22030/22029/16176/16803/21939/245527/13607/12229/22329/18033/17096/230073/21898/16818/330122/14825/20310/108723/19698/18751/16797/21929/17873/24099/21943/11796/15894/12047/12044/12045/17874/20303/20963/18035/72049/16994/21926/16992/50930/12475/225471/18034",46
"Up","Environmental Information Processing","Signal transduction","mmu04151","PI3K-Akt signaling pathway","105/1425","367/9575",0.286103542234332,1.92241502939911,7.53445922187659,4.34898475613374e-12,6.52347713420062e-11,3.95362250557613e-11,"14268/12835/16782/14103/23797/16780/16184/263803/16401/21825/14178/12125/11602/16186/94216/14205/14696/14173/24088/21827/13639/16194/213119/18049/18176/12977/18033/21923/21898/12840/12986/13836/18707/12571/15234/16193/22629/269643/18595/13874/11839/15891/20750/18590/14255/66066/12843/231991/381810/12444/14709/12447/16190/12478/17863/16775/74747/12834/12833/13637/208677/16000/12567/12826/12827/13685/16412/16188/14702/71785/319480/104099/18413/14172/320207/22059/12842/16400/18053/14710/12985/12189/16416/192897/20963/18212/21828/14062/16398/109700/30955/18654/18414/14573/16197/17869/16185/18591/16421/16402/21826/12575/13640/18596/83490",105
"Up","Human Diseases","Immune disease","mmu05332","Graft-versus-host disease","31/1425","60/9575",0.516666666666667,3.47163742690059,8.03029188271323,2.34787410596247e-11,3.3686889346418e-10,2.04162965735867e-10,"12487/14103/16176/16193/16643/16641/14939/12524/12519/14972/15001/14998/15000/14999/15002/14961/14960/14969/381091/100504404/21926/14964/15006/15013/15015/110557/15018/110558/15007/14991/14990",31
"Up","Human Diseases","Infectious disease: bacterial","mmu05133","Pertussis","36/1425","77/9575",0.467532467532468,3.14149008885851,7.88897696732162,2.51177966303116e-11,3.45369703666784e-10,2.09314971919263e-10,"12269/15139/12258/16176/18033/21898/16476/12260/12262/12259/16193/20311/50909/50908/667277/317677/16409/16414/15900/16412/12362/14678/17874/16362/216799/18126/70405/14281/19094/16402/26415/12268/21926/12266/12475/225471",36
"Up","Organismal Systems","Immune system","mmu04672","Intestinal immune network for IgA production","25/1425","43/9575",0.581395348837209,3.90656874745002,7.98726603457829,6.86610496645979e-11,9.06325855572693e-10,5.49288397316784e-10,"12487/54167/12767/16401/21939/16193/21803/17123/24099/12769/57916/72049/16421/12524/12519/15001/14998/15000/14999/15002/14961/14960/14969/381091/100504404",25
"Up","Human Diseases","Infectious disease: parasitic","mmu05144","Malaria","35/1425","77/9575",0.454545454545455,3.05422647527911,7.56750891981825,1.27153321884893e-10,1.6138690854621e-09,9.78102476037636e-10,"20344/21825/16176/21939/24088/21827/22329/21898/15234/16193/17057/17059/80782/232408/27007/170733/16635/93970/16633/21803/16408/16414/16971/15894/16173/81897/17874/20296/20293/12985/21828/20969/21809/21826/21926",35
"Up","Human Diseases","Infectious disease: parasitic","mmu05146","Amoebiasis","43/1425","108/9575",0.398148148148148,2.67527615334633,7.32094990550123,1.99270458443574e-10,2.42470016313159e-09,1.46951525038278e-09,"16178/16177/12825/14268/226421/16782/16780/18796/16176/94216/24088/12479/18033/21898/18707/16193/330122/14825/20310/15507/12843/21803/18751/16409/11846/16775/16414/14676/12826/12827/22330/12981/18126/12842/20708/20723/20706/20719/109711/21809/21926/12475/14675",43
"Up","Organismal Systems","Immune system","mmu04625","C-type lectin receptor signaling pathway","44/1425","112/9575",0.392857142857143,2.63972431077694,7.29862022579038,2.05732135053589e-10,2.42470016313159e-09,1.46951525038278e-09,"20846/56489/19225/14127/23797/332579/16176/18176/18033/16476/18707/16193/69810/56620/17474/56619/56644/19698/12051/20130/16985/13654/170786/170780/170779/69165/170776/20299/20295/16391/73181/13655/12362/16362/216799/16706/70405/20963/18035/19094/16440/26415/21926/18034",44
"Up","Human Diseases","Infectious disease: viral","mmu05167","Kaposi sarcoma-associated herpesvirus infection","70/1425","223/9575",0.31390134529148,2.10919675871293,7.00783896712658,2.24506187856533e-10,2.55472558595366e-09,1.54831853694161e-09,"20846/56489/19225/23797/22030/15162/13555/277360/14696/14173/18176/18033/17096/16476/18707/12571/16193/330122/14825/20310/66066/14709/54123/15979/12567/14702/16391/73181/15894/12773/12776/12768/12771/12774/21414/12981/320207/22059/14710/20848/70405/20963/30955/18035/14281/17869/18591/19094/12524/57781/239849/271375/74603/54720/12018/16440/26415/12575/14972/14964/15006/15013/15015/110557/15018/110558/15007/14991/14990/12266",70
"Up","Organismal Systems","Immune system","mmu04658","Th1 and Th2 cell differentiation","37/1425","88/9575",0.420454545454545,2.82515948963317,7.19205576252045,5.91641632002853e-10,6.50805795203138e-09,3.94427754668569e-09,"22637/20849/20846/12503/16184/16186/18033/16476/16818/12399/12504/16190/16797/15979/16161/270118/12502/12500/12501/57765/18035/14281/16185/19094/15980/26415/15001/14998/15000/14999/15002/14961/14960/14969/381091/100504404/18037",37
"Up","Human Diseases","Infectious disease: bacterial","mmu05150","Staphylococcus aureus infection","47/1425","128/9575",0.3671875,2.4672423245614,6.98771547038771,7.36092343025342e-10,7.83582171607623e-09,4.74898285822802e-09,"12628/20344/246256/14131/15139/99571/14129/12630/19204/12260/12262/12259/20345/12267/50909/50908/667277/317677/12273/16408/16409/16414/15894/268482/66809/16665/16669/16664/16666/16667/16668/17174/18815/14293/14289/15001/14998/15000/14999/15002/14961/14960/14969/381091/100504404/12268/12266",47
"Up","Organismal Systems","Immune system","mmu04650","Natural killer cell mediated cytotoxicity","45/1425","120/9575",0.375,2.51973684210526,7.00492658056954,7.69909933301436e-10,7.93969618717106e-09,4.81193708313398e-09,"22637/14103/12503/26904/246256/14127/18106/12506/271849/18176/16818/18707/56743/17059/16643/27007/16641/16635/17086/22177/23900/18751/16797/16408/77777/15979/379043/19368/19369/19370/56554/16414/216148/14939/21933/15894/16822/12981/20963/19354/15980/14972/21926/14964/22324",45
"Up","Human Diseases","Infectious disease: viral","mmu05162","Measles","51/1425","145/9575",0.351724137931034,2.36333938294011,6.91683593575084,8.19175419626883e-10,8.18661292765928e-09,4.96158359252078e-09,"20846/12487/56489/14103/27218/23797/16184/71586/16176/17698/16186/170743/24088/18033/230073/21898/16476/18707/12571/16193/246728/246727/23961/23960/246730/12444/170770/12447/54123/21929/11783/12567/170786/170780/170779/69165/170776/16391/12502/12500/12501/81897/17874/22059/20848/18035/14281/16185/17857/17858/12018",51
"Up","Human Diseases","Endocrine and metabolic disease","mmu04940","Type I diabetes mellitus","31/1425","67/9575",0.462686567164179,3.10892903901545,7.24319406167879,8.43469210728532e-10,8.18661292765928e-09,4.96158359252078e-09,"12487/19275/14103/16176/12876/14939/12524/12519/14972/15001/14998/15000/14999/15002/14961/14960/14969/381091/100504404/21926/16992/14964/15006/15013/15015/110557/15018/110558/15007/14991/14990",31
"Up","Cellular Processes","Cellular community - eukaryotes","mmu04510","Focal adhesion","64/1425","202/9575",0.316831683168317,2.12888657286781,6.7805047274353,8.79265744410409e-10,8.29021987586957e-09,5.0243756823452e-09,"14268/12835/16782/23797/16780/16401/21825/271849/228785/192176/94216/18481/14205/21827/213119/21923/16476/12840/18707/15234/18595/15891/20750/18590/11461/12843/12391/12444/13730/22323/16202/18751/16775/12834/12833/216148/16000/12826/12827/16412/22330/71785/11796/319480/104099/12842/16400/16416/192897/21828/16398/109700/109711/18654/19354/18591/64099/16421/16402/13731/107589/21826/22324/18596",64
"Up","Human Diseases","Endocrine and metabolic disease","mmu04933","AGE-RAGE signaling pathway in diabetic complications","40/1425","101/9575",0.396039603960396,2.66110821608477,7.01725506060403,1.03095305537077e-09,9.45040300756542e-09,5.72751697428207e-09,"12825/20846/14268/23797/18796/16176/21824/13058/94216/14205/18176/22329/14066/18033/21812/16476/18707/16193/18787/12843/21803/18751/12567/12826/12827/17390/15894/21813/20296/20293/12842/20848/13614/21809/19094/26415/18712/21926/13653/17126",40
"Up","Human Diseases","Infectious disease: parasitic","mmu05145","Toxoplasmosis","42/1425","109/9575",0.385321100917431,2.58908739739256,6.97674936751407,1.07392009363876e-09,9.57820624056192e-09,5.80497347912844e-09,"20846/16782/23797/16780/21939/24088/18033/21898/21803/15979/16775/16412/239081/11796/16154/14678/17874/12774/16145/54396/320207/18126/20848/30955/18035/21809/19094/12265/12703/15980/26415/15001/14998/15000/14999/15002/14961/14960/14969/381091/100504404/21926",42
"Up","Human Diseases","Infectious disease: viral","mmu05164","Influenza A","57/1425","174/9575",0.327586206896552,2.20114942528736,6.68590151447787,1.84693221560681e-09,1.60391481881644e-08,9.72069587161478e-09,"20846/56489/24014/14103/23797/71586/16176/170743/18033/230073/21898/18707/12571/16193/15945/246728/246727/23961/23960/246730/11461/18751/54123/15979/11783/12567/16391/21933/12362/15894/16173/17874/216799/20296/20293/20304/16647/12702/18035/12265/15980/17857/17858/18815/12018/15001/14998/15000/14999/15002/14961/14960/14969/381091/100504404/21926/77125",57
"Up","Organismal Systems","Immune system","mmu04662","B cell receptor signaling pathway","35/1425","84/9575",0.416666666666667,2.79970760233918,6.92725136521916,2.30818673915655e-09,1.95308108697862e-08,1.18368550725977e-08,"16331/23797/12229/18176/18033/242248/26377/17096/12517/16476/18707/108723/18733/18722/18729/100041146/18724/18730/100038909/18726/232801/12483/18751/12478/68713/14728/12143/15985/20963/18035/14281/19354/18037/22324/83490",35
"Up","Human Diseases","Immune disease","mmu05330","Allograft rejection","28/1425","60/9575",0.466666666666667,3.13567251461988,6.93874978248402,4.35924960170261e-09,3.59638092140465e-08,2.17962480085131e-08,"12487/14103/21939/14939/12524/12519/14972/15001/14998/15000/14999/15002/14961/14960/14969/381091/100504404/21926/14964/15006/15013/15015/110557/15018/110558/15007/14991/14990",28
"Up","Human Diseases","Infectious disease: viral","mmu05163","Human cytomegalovirus infection","73/1425","254/9575",0.28740157480315,1.93113689736151,6.2888969742286,7.18082046901987e-09,5.7796847677477e-08,3.50283925318043e-08,"16177/12765/12767/19225/14103/23797/22030/18796/12010/16176/13555/14696/16194/18176/18033/12578/18707/12571/16193/18595/66066/231991/14709/18751/208677/12567/13685/11513/20312/14702/19217/73181/16154/214763/14678/12768/12771/12774/22059/20296/20293/20304/20302/20303/14710/20848/16416/70405/104111/18035/19219/17869/19354/19094/12018/16440/26415/12575/14972/21354/21355/21926/14964/15006/15013/15015/110557/15018/110558/15007/14991/14990/72512",73
"Up","Organismal Systems","Immune system","mmu04657","IL-17 signaling pathway","36/1425","93/9575",0.387096774193548,2.60101867572156,6.48728885831311,1.44273904654859e-08,1.13358067943104e-07,6.87018593594567e-08,"20297/56489/19225/22030/16819/16176/17395/12608/20201/20202/18033/16476/16193/20311/330122/14825/20310/15945/14282/17833/21929/20295/17392/12981/23939/20296/20306/20292/20293/12985/18035/14281/19094/26415/21926/14283",36
"Up","Organismal Systems","Immune system","mmu04611","Platelet activation","44/1425","126/9575",0.349206349206349,2.3464216095795,6.36134223265491,1.5211054355491e-08,1.1673599854214e-07,7.07490900255394e-08,"12825/18783/14131/14127/23797/54519/18796/228785/12229/70839/54195/60596/99571/14161/110135/17096/18707/19092/11461/12843/232889/19222/22323/14065/11513/16412/234889/14678/16822/320207/12842/16416/20963/14062/16398/104111/30955/19094/14724/107589/16440/26415/108101/19091",44
"Up","Organismal Systems","Immune system","mmu04621","NOD-like receptor signaling pathway","64/1425","216/9575",0.296296296296296,1.99090318388564,6.15912070200864,1.70727324608232e-08,1.28045493456174e-07,7.7603329367378e-08,"20846/56489/24014/383619/15951/22030/332579/18796/16176/13058/18033/229898/229900/14468/14469/192656/21898/16476/16193/330122/14825/20310/71914/246728/246727/23961/23960/246730/18439/69538/378425/54123/21929/28240/16391/56532/12362/12363/12364/11796/55991/16173/19200/17874/54396/216799/22368/637515/20296/20293/20304/17948/17951/17952/17940/18035/69146/19094/54483/16440/26415/106512/21926/72512",64
"Up","Cellular Processes","Cell growth and death","mmu04110","Cell cycle","51/1425","157/9575",0.32484076433121,2.18270197787462,6.24771407030352,1.81017553228588e-08,1.32746205700965e-07,8.04522458793726e-08,"17215/12236/76464/12235/12531/13555/12428/12578/12579/18392/107995/55948/12571/27214/22629/12545/50883/56150/17216/12444/21803/12447/77011/18817/67141/12534/17873/12567/17218/67177/71988/12649/12442/22137/20877/22059/23834/69716/268697/21809/17869/105988/17217/12544/268930/12575/72415/67052/12532/17126/67849",51
"Up","Cellular Processes","Transport and catabolism","mmu04148","Efferocytosis","52/1425","163/9575",0.319018404907975,2.14357980841675,6.15736162915968,2.6026002841433e-08,1.86708281253758e-07,1.13156534093187e-07,"497097/70676/404545/226421/19225/21825/13537/12608/751864/320832/668101/100038947/70839/11303/12260/12262/12259/21803/26362/243958/78070/17304/233571/18218/11846/12484/16971/20312/192654/192187/19217/73181/12362/55991/214058/13051/171285/171284/171283/276891/16416/20698/140580/56696/19219/19094/16423/19128/26415/70417/12642/240672",52
"Up","Organismal Systems","Immune system","mmu04612","Antigen processing and presentation","34/1425","87/9575",0.390804597701149,2.62593264771123,6.37015763097963,2.73813193752046e-08,1.92251816889734e-07,1.16516252660445e-07,"12010/53970/13040/12526/12504/16643/16641/13039/12265/14972/15001/14998/15000/14999/21354/21355/15002/14961/14960/14969/381091/100504404/21926/14964/15006/15013/15015/110557/15018/110558/15007/14991/14990/16149",34
"Up","Human Diseases","Immune disease","mmu05340","Primary immunodeficiency","19/1425","36/9575",0.527777777777778,3.5462962962963,6.40006085816023,1.15423211445463e-07,7.93534578687561e-07,4.80930047689431e-07,"22637/54167/19264/21939/16186/12229/53970/16818/12526/12504/12478/12500/12501/57916/16197/72049/12265/21354/21355",19
"Up","Organismal Systems","Immune system","mmu04620","Toll-like receptor signaling pathway","37/1425","104/9575",0.355769230769231,2.39051956815115,5.96171479218983,1.22122378018938e-07,8.22456831556113e-07,4.98458685791584e-07,"20846/56489/23797/16176/16803/21939/170744/170743/24088/13038/18033/21898/16476/18707/16193/21897/21899/17329/15945/20750/54123/16391/81897/17874/20304/20302/20303/18035/14281/19094/12524/12519/26415/21926/26410/12475/225471",37
"Up","Human Diseases","Cardiovascular disease","mmu05410","Hypertrophic cardiomyopathy","36/1425","100/9575",0.36,2.41894736842105,5.96419750831132,1.28116764133959e-07,8.4557064328413e-07,5.12467056535836e-07,"13346/21956/16401/54652/59069/213119/22004/12293/16193/11461/20392/12391/12288/16651/81905/21954/110891/21803/16000/326618/16412/319480/22003/104099/16400/16416/54377/192897/13614/16398/109700/21809/12297/16421/16402/21926",36
"Up","Human Diseases","Infectious disease: viral","mmu05165","Human papillomavirus infection","90/1425","359/9575",0.250696378830084,1.68450373845477,5.52747968400518,1.79308039339934e-07,1.16022848984663e-06,7.0316878172523e-07,"20846/14268/22420/22409/12835/56489/19225/16782/14103/23797/16780/16401/21825/13555/94216/12428/21827/213119/18176/18033/21923/12840/56198/22417/18707/100038882/12571/269643/15891/20750/23962/231655/16848/12843/231991/22421/12444/12447/16775/12834/12833/208677/12567/12826/12827/13685/16412/16391/270118/319480/104099/21414/16362/84653/22059/12842/16400/103768/57265/16416/12006/192897/21752/21828/16398/109700/19219/22410/16421/16402/17857/17858/21826/12018/12575/14972/21926/14964/15006/15013/15015/110557/15018/110558/15007/14991/14990/18596/93737/27060",90
"Up","Human Diseases","Cardiovascular disease","mmu05416","Viral myocarditis","34/1425","94/9575",0.361702127659574,2.43038447181784,5.82726783413753,2.50411317903732e-07,1.58914874823523e-06,9.63120453475894e-07,"12487/21939/11461/20392/12391/16651/16408/16414/15894/19354/12524/12519/13052/14972/15001/14998/15000/14999/15002/14961/14960/14969/381091/100504404/14964/15006/15013/15015/110557/15018/110558/15007/14991/14990",34
"Up","Human Diseases","Cardiovascular disease","mmu05414","Dilated cardiomyopathy","36/1425","103/9575",0.349514563106796,2.34849259070005,5.75336161611723,2.99690896960741e-07,1.86599992447254e-06,1.13090904513487e-06,"13346/21956/16401/54652/59069/213119/22004/12293/11461/20392/12391/12288/16651/81905/21954/110891/21803/16000/326618/11513/16412/319480/22003/104099/16400/16416/54377/192897/16398/109700/104111/21809/12297/16421/16402/21926",36
"Up","Organismal Systems","Endocrine system","mmu04926","Relaxin signaling pathway","42/1425","130/9575",0.323076923076923,2.17085020242915,5.62014304892348,3.84415591385638e-07,2.34920639180112e-06,1.42376144957644e-06,"12825/23797/18796/271849/17395/94216/14205/14696/381489/18176/18033/21812/16476/18707/66066/12843/231991/14709/21803/216148/208677/14676/12826/12827/11513/17390/14702/14678/21813/216869/18126/12842/14710/13614/104111/18035/14281/239336/19094/26415/17126/11475",42
"Up","Cellular Processes","Cell motility","mmu04810","Regulation of actin cytoskeleton","64/1425","234/9575",0.273504273504274,1.83775678512521,5.4250598779699,4.45296931419356e-07,2.67178158851614e-06,1.61926156879766e-06,"226970/14268/12767/23797/18718/15139/16401/14178/228785/73341/17698/18481/19241/14173/404710/213119/18176/18707/242894/18595/16885/18590/11461/11867/381810/20130/16408/16409/16411/381924/83767/16414/16412/22330/56419/71785/319480/104099/14172/16407/237860/16400/16416/192897/14062/16398/109700/76820/20259/109711/12062/12274/109828/223601/17886/19354/18591/16421/16402/105855/16644/107589/22324/18596",64
"Up","Human Diseases","Cancer: overview","mmu05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","32/1425","88/9575",0.363636363636364,2.44338118022329,5.68765523983048,4.88974258804359e-07,2.88145545366855e-06,1.746336638587e-06,"22637/20846/12487/18566/12503/23797/381319/24088/18176/18033/21898/16476/16818/18707/12504/16797/15979/12502/12500/12501/81897/17874/20848/18035/14281/53314/19094/15980/26415/18037/225471/74481",32
"Up","Environmental Information Processing","Signal transduction","mmu04010","MAPK signaling pathway","76/1425","299/9575",0.254180602006689,1.70791527313266,5.20010180121081,9.28206989478596e-07,5.37382993908661e-06,3.25686662974946e-06,"26921/16177/320139/18783/14103/23797/63953/22030/14178/13537/16176/12531/11602/54652/192176/14205/14173/13639/18049/18176/12977/18033/21812/16476/13836/12293/15234/18595/13874/11839/15507/18590/14255/12288/81905/232889/19698/21803/26411/233046/20130/18751/18218/13637/17873/16000/12286/71785/21813/17874/14172/23939/22059/216869/18053/54377/18212/17260/26401/18654/14281/21809/14573/17869/19354/18591/19094/12297/26415/21926/13640/26410/12475/18596/18034/240672",76
"Up","Cellular Processes","Cell growth and death","mmu04210","Apoptosis","42/1425","135/9575",0.311111111111111,2.09044834307992,5.33533045321412,1.19721765743174e-06,6.81175563711161e-06,4.12833674976461e-06,"14103/23797/22030/22029/12125/13038/13040/18049/18176/18033/16476/18707/12123/11461/170770/13032/13033/17873/11783/16188/14939/21933/12364/11796/12047/12044/12045/22059/11799/13039/18035/14281/12984/12983/22143/22142/12018/16440/21926/16906/58801/13041",42
"Up","Human Diseases","Infectious disease: bacterial","mmu05135","Yersinia infection","42/1425","136/9575",0.308823529411765,2.07507739938081,5.27984936960592,1.48744536095408e-06,8.31960964601437e-06,5.04218766425113e-06,"22637/14268/14131/23797/22030/215280/16401/16176/22376/18033/21898/16476/16818/18707/242894/16193/16885/11461/11867/12526/12504/56212/16797/16412/12362/16173/17874/16822/216799/20296/20293/140580/18035/14281/23880/19354/19094/16402/54483/26415/21926/22324",42
"Up","Cellular Processes","Cell growth and death","mmu04218","Cellular senescence","52/1425","183/9575",0.284153005464481,1.90930879110344,5.1931782809722,1.54276125591573e-06,8.48518690753652e-06,5.1425375197191e-06,"54354/23797/13555/12428/18176/18033/21812/12578/12579/18707/12571/16193/50883/18787/12444/14235/21803/233020/12447/20130/12534/17873/12567/13685/73181/14463/23871/12649/12442/21813/22059/70405/268697/12192/21809/17869/19094/16440/26415/12575/14972/14964/15006/15013/15015/110557/15018/110558/15007/14991/14990/17126",52
"Up","Human Diseases","Infectious disease: bacterial","mmu05134","Legionellosis","24/1425","60/9575",0.4,2.68771929824561,5.48336031551174,1.84210122408398e-06,9.87154262719985e-06,5.98275310739385e-06,"16176/24088/18033/21898/16193/330122/14825/20310/16409/16414/11783/12362/16173/17874/11841/17948/17951/17952/17940/18035/21926/12266/12475/18034",24
"Up","Human Diseases","Immune disease","mmu05320","Autoimmune thyroid disease","28/1425","76/9575",0.368421052631579,2.47553093259464,5.39997202625386,1.85818675822881e-06,9.87154262719985e-06,5.98275310739385e-06,"12487/12477/14103/21939/14939/12524/12519/14972/15001/14998/15000/14999/15002/14961/14960/14969/381091/100504404/14964/15006/15013/15015/110557/15018/110558/15007/14991/14990",28
"Up","Organismal Systems","Immune system","mmu04670","Leukocyte transendothelial migration","38/1425","119/9575",0.319327731092437,2.14565826330532,5.25835836015153,1.88456722882906e-06,9.87154262719985e-06,5.98275310739385e-06,"12767/54354/17970/16401/17395/13058/17698/18417/22329/18707/74734/17969/12740/12739/11461/22323/18751/16408/16409/16414/71908/17390/16412/22330/15894/21838/14678/16428/109711/17972/19354/19094/12737/67374/56173/54419/26415/22324",38
"Up","Human Diseases","Immune disease","mmu05310","Asthma","14/1425","25/9575",0.56,3.76280701754386,5.7835461894972,2.17458563992636e-06,1.12127072058703e-05,6.79558012476988e-06,"14127/21939/20292/15001/14998/15000/14999/15002/14961/14960/14969/381091/100504404/21926",14
"Up","Human Diseases","Infectious disease: viral","mmu05170","Human immunodeficiency virus 1 infection","62/1425","241/9575",0.257261410788382,1.72861614617457,4.79014603098785,6.15357314301525e-06,3.12412174953082e-05,1.89340712092777e-05,"12767/14103/12503/23797/22030/12010/56045/18481/108012/14696/24088/18176/18033/21898/16476/21938/18707/16885/66066/12504/14709/18751/12534/69550/14702/73181/12649/12502/12500/12501/12442/214763/14678/17874/12774/14710/70405/268697/18035/14281/19354/80287/19094/12018/16440/26415/14972/21354/21355/21926/14964/15006/15013/15015/110557/15018/110558/15007/14991/14990/12532/72512",62
