"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"kidney","441/554",1.36833672592297e-42,1.31360325688605e-40,0,0,3.71922185752719,358.514309029901,"CDA;CLDN2;ABCA13;SLC4A4;HOXA9;PRSS8;PIP4K2C;XYLB;DLEU7;CUBN;IAH1;D630024D03RIK;PDZK1;FCAMR;SIGIRR;SLC5A8;SLC5A9;RUFY3;ACOT4;ACOT3;UNC119B;LRPAP1;HPN;CLCNKB;CLCNKA;SLC5A2;SLC5A3;LDHB;PRDX5;FLRT1;LDHD;MYO6;SLC19A3;RDH16;SLC19A1;NAPSA;ABCA3;RAB3IP;FUCA2;SLC16A14;SLC16A13;NR2F6;TCN2;FXYD2;PAH;NOX4;SFXN1;F13B;PPT2;HOXD8;MTMR11;PTH1R;SMPD2;TRIM7;RBPMS2;TIMP3;SLC18A1;CGNL1;MIOX;LYPLA1;TMEM174;FAHD2A;MRPL50;SLC7A7;BDH2;SULT1D1;CYP2J13;PLSCR2;SLC7A9;IVD;AGPS;GAS2;TMEM106B;L2HGDH;GPRC5C;LYPLAL1;PCX;LRRC19;GCNT1;ODC1;ACNAT2;CLPTM1;ASPDH;SPP2;SLC17A1;TRP53BP2;RHBG;SLC17A3;ANKIB1;AADAT;TPK1;GLYCTK;GSS;NR1H4;TMEM61;FMO1;WWP1;GUCA2B;FMO2;FMO4;DEF8;DHRS4;LETM1;GATM;VEPH1;TMEM229A;ANKRD13C;PECR;TPMT;MPV17L;APEH;FGF1;TM7SF3;SLC8A1;CYP2D12;LAMP2;NUDT19;PMPCB;SLC25A42;SLC16A9;SLC16A2;STK32B;SLC16A4;SLC15A2;ZFP697;AKR1E1;PIPOX;ATP11A;THNSL2;SLC9A8;DGKQ;SLC27A2;CDKL1;CUL9;KCNE1;D630045J12RIK;GSTT2;AK4;D630029K05RIK;SLCO1A6;GLIS1;ACAT1;TMEM25;FGGY;HYI;UGT3A2;UGT3A1;ZKSCAN1;OSBPL9;KL;OSBPL6;AGXT2;IGSF11;RNF181;ACO1;RNF183;LZTR1;NIT1;TMEM19;NIT2;KCNK5;PTER;SCRN2;ITGB6;PGPEP1;SLC37A4;D630023F18RIK;PLEKHG3;SLC13A1;EMX1;SLC13A3;AMN;GPX1;CHUK;GPX3;GPX6;TRPC1;SORD;ADRA2B;RABGGTA;COASY;INMT;SLC25A16;EVC;TMBIM4;PCCA;MEP1A;PCCB;TMBIM6;SLC25A10;KAP;SLC25A5;SMPDL3A;ASPA;TNFRSF21;ALDH9A1;SLC47A1;SLC5A11;NTN4;SLC5A12;SLC5A10;LRP2;BPHL;NEPN;SRR;NFS1;BSND;PCBD1;ACSS1;CNNM2;KCNJ1;WFDC15B;SLC12A3;SLC35A3;RNF24;ASCC1;UGT2B37;SLC12A1;KCNJ15;KCNJ16;CYP4B1;MTOR;ASS1;SVOPL;SLC25A39;CES1F;POLR3E;ALDH8A1;FOLR1;SLC46A1;SLC35B4;ARL6IP1;PANK1;ACSM2;SLC23A1;ACSM1;FOXI1;CISD1;AQP6;ACSM5;CALML4;AQP2;HS6ST1;AQP1;FBXO8;ATXN7L2;SEC62;ACAD10;HABP2;TNS1;MFSD2A;SLC34A3;MCCC2;CPT1A;SLC6A18;TIMD2;ENTPD5;SLC34A1;MCCC1;CMBL;4931406C07RIK;THAP4;BTD;PPA2;LACTB2;SUCLG2;LAP3;ALDH7A1;GCDH;SLC22A6;SLC22A5;KLK1;SLC22A2;SLC22A1;WNK4;UMOD;CYP27B1;AKR1C21;NEU1;MLEC;ATP6V0A4;ARSG;RAB11FIP3;ARSB;TRAP1;NUS1;ST8SIA1;ADHFE1;CIDEB;SMARCA2;MSRA;ALDH6A1;ECHDC2;SLC22A8;SLC22A7;ACY3;HIBADH;ACY1;MOGAT1;SLC7A13;SLC7A12;CROT;PEPD;KHK;SLC22A12;SLC22A13;HINT2;SLC22A18;HNF4A;SLC22A19;4833439L19RIK;SOSTDC1;ACADM;TINAG;AASS;OXGR1;GM10804;ZHX3;BHMT2;CYP7B1;CLDN10;RPUSD3;ALDOB;SGK2;HMX2;CCDC107;RANBP3L;CUX1;MGAT3;GPC4;CGREF1;TMEM176B;SUSD2;TMEM176A;PDZK1IP1;FAH;ALDH4A1;GLB1L;GSTA2;GALNT11;GALNT14;CNDP1;AKR7A5;CAR12;ENPP6;GGT1;CASR;HGD;ACOT12;FOLH1;COL4A4;COL4A3;ABCG2;UBIAD1;SUCNR1;CHRNA4;COX15;SLC1A1;DNAJC22;GLYAT;NDRG1;PDZD2;FUT9;PRODH;CYP2J5;ACBD4;VDR;DNAJC12;ACSF3;ARHGAP24;GRHPR;GCLC;NAT8;AMACR;DAO;TMEM116;FAM151A;TRPV4;PXMP4;CRYL1;PYROXD2;FGFR4;GCLM;GRSF1;PRR5;THRB;TREH;KEG1;SLC6A20B;SLC2A2;BC034090;3110045C21RIK;OPLAH;DHTKD1;GHR;D630013N20RIK;CALB1;BCL7A;TTC36;ABCC2;ABHD14B;ABHD14A;PEX7;TMIGD1;TMEM213;DDAH1;ACOX1;EHHADH;CHDH;ACOX3;CDH16;FBP1;ATP6V1B1;RBM47;TM2D2;ASB13;SLC3A1;ATP1A1;RNF5;DDO;CRYZ;OXCT1;TMEM207;BPNT1;S100G;FAHD1;HSD3B2;EGF;CYP4A31;B3GAT2;2610528J11RIK;SOD3;NEURL4;CLCN5;SLC4A9;DEFB29;CYP24A1;NPHS2;BC004004;CHPT1;GALM"
"adipose brown","308/456",6.9791771205137e-12,3.35000501784658e-10,0,0,1.94990490986527,50.0893330054899,"ISCA2;AQP7;FGFRL1;CISD3;OPHN1;ACAD11;MCCC2;PDHX;ENDOG;MECR;ACSL1;COG4;ECH1;CMC1;MCCC1;DHDH;MTUS1;TALDO1;GANC;LARS2;AFG3L2;GNPAT;PPA1;CLPP;BOLA3;PPP1R3D;UQCRC1;SUCLG1;UQCRC2;PRKD1;LETMD1;DCUN1D3;MRPL16;ABCB8;ADAMTS12;LIAS;ART3;GRPEL1;S100A13;HOXC5;HOXC4;PCK1;PPARGC1B;GPIHBP1;DECR1;TRAP1;APOOL;FZD4;ADHFE1;INCA1;TYSND1;NR1D1;CS;MRPL30;UCK1;FASN;CYP1A1;OGDH;ECHDC1;ECHDC3;NDUFAF1;FASTKD1;HIBADH;YJEFN3;GBE1;PYGL;ECSIT;MRPL34;AACS;CLYBL;MCEE;HINT3;AUH;SH3PXD2A;ACADL;AIFM2;CD36;ACADM;DLAT;SCD1;ACADS;PCMTD1;ACAD8;ATPAF2;SREBF1;COX8B;MGL2;ELMOD3;ELOVL6;MRPL47;RHOF;MRPS7;PTGR2;CAR5B;HADHB;HADHA;IVD;PPARG;ANGPTL4;TLCD1;PPARA;TKT;DLD;MGLL;PLIN5;ECHS1;PCX;MRPS36;UCP1;ADCY3;DLST;UQCR11;FITM2;UQCR10;COX5B;TMEM70;PTS;AKAP1;APOL6;SAMM50;PDPR;CBR4;PEX16;PEX19;PTGES2;MTX2;SORT1;PNPLA8;FMO1;PEX13;PEX14;LETM1;DHRS7;FABP4;NFIA;GPAM;NDUFAB1;PNPLA3;RTN4IP1;CRAT;PNPLA2;OXNAD1;MTCH2;ACAA2;STEAP4;CLSTN3;FAM13A;NDUFA10;CIB2;C330018D20RIK;FBXO21;TMEM143;CHCHD3;SLC25A42;HADH;SLC25A44;NUDT13;PHLDA3;DGAT2;DGAT1;RALGAPA2;APLP2;ACOT11;LMTK3;SDHC;SDHD;SDHA;SDHB;COX6B1;TUFM;BSCL2;ACLY;TMEM134;TMEM135;GPD2;GPD1;PFKFB1;RASL12;COX19;NNMT;UQCRB;DPT;AK3;ITPR2;SLC1A3;ABHD5;SLC1A5;ADIPOR2;ACACB;ACAT2;UQCRH;DNAJC28;ACAT1;TIMM50;SERPINA3C;DHRS7B;NPHP1;EIF4EBP1;CYC1;CD300LG;NDUFV1;PDHA1;ACBD4;TMEM120A;DOLK;TIMM44;DNAJC15;CRLS1;ACSF3;COQ7;COQ6;COQ5;UQCRQ;CYCS;ACO2;SLC25A1;ACADVL;ABCD2;EIF4E3;RMND1;ETFA;DBI;ETFB;SLC2A4;TSPAN12;OPLAH;ADRA1A;GHR;MFSD8;CD1D1;OPA1;CPT2;DBT;ME1;IDH3B;AOX1;UQCRFS1;D3ERTD751E;HIBCH;IDH3A;BCKDHA;HSDL2;CDADC1;SLC36A2;GPX4;BCKDHB;PPP2R5A;NDUFC1;FH1;PTP4A1;NDUFS8;PCCA;SLC25A19;PEX3;NDUFS5;PEX6;DNAJC4;PCCB;NDUFS4;NDUFS3;NDUFS2;NDUFS1;NDUFB9;NDUFB8;ACSS2;RETNLA;NDUFB6;POLDIP2;NDUFB5;PPM1M;CCDC69;NDUFB3;ETFDH;MTIF2;PDHB;TOB2;AGPAT2;FOXRED1;DDO;CD59A;MKNK2;IARS2;SLC25A20;CNNM2;SH2B2;NDUFA9;NDUFA7;NDUFA6;MMAA;MMAB;IDH3G;NOS3;NTRK3;SGTA;DDHD2;IMMT;GSTZ1;PFKL;PNKD;SUCLA2;CES1D;TSPAN18;DNAJA3;CHPT1;THRSP;CDO1;LPIN1;SLC25A35"
"osteoblast day14","200/301",2.18566782826127e-07,6.99413705043607e-06,0,0,1.84485795118049,28.2930629631581,"SPARC;HDAC10;TMEM200A;GORAB;COL12A1;MRGPRF;TXNDC11;ZFP606;CCDC102A;ANTXR1;NUDT6;ISLR;EDNRA;CYP1B1;TNFSF11;PTGFRN;CDON;WLS;CACNA2D1;SERPINF1;CLEC11A;SFRP1;SFRP2;CRISPLD1;MXRA8;COL8A2;COL8A1;MXRA7;KDELR3;EPHA3;SDC2;FUT10;FUT11;ZBTB1;LPAR1;FAM149A;ADAMTS10;PDGFD;TSPAN6;SERPINH1;ALX1;FZD7;IGF2;FZD8;AMMECR1;H19;ITGBL1;PCDHB5;SPATS2L;RPS20;COL9A2;SRPX;FKBP10;ARF2;FKBP14;ELN;PEAR1;MEOX2;MED15;CHRDL1;ADAMTSL1;MRC2;MMP23;C1QTNF3;C1QTNF2;CASP12;C1QTNF7;C1QTNF6;TIMP2;COL10A1;TMED1;TIMP1;IKBIP;VKORC1;SLC2A10;IL17RD;MMP14;RHOJ;ANGPTL4;GAS6;COL11A1;PCDHB22;FSTL1;LIMA1;SRPX2;OLFML3;EPYC;ABI3BP;OLFML1;UBTD2;HAS2;ZFP146;GPC6;SAMD4;PURG;CDKN2B;ANKIB1;YIPF5;R74862;PODN;SMOC2;RLIM;MSRB3;LGR5;CHPF;ZBTB25;ZFP449;PROS1;GXYLT2;FGF2;POFUT2;HHAT;EFEMP2;BMPER;GRB10;PABPC4L;GTF2I;SLC16A5;SCARA3;POSTN;IGFBP4;FBXO17;IGFBP2;PDGFRL;PYGO1;LOX;ADAM12;CERCAM;FKBP7;IL6ST;TOX;PPIC;SEMA7A;FAM114A1;NPR3;SLC38A10;LTBP2;CNN3;DSEL;CRTAP;VCAM1;ATP8B2;P4HA3;ITGA10;OGN;FBN1;B4GALT2;EDA;ZFP521;BNC2;TNFAIP6;COL14A1;CPXM2;CPZ;HAPLN1;ADAMTS4;BOC;CPXM1;EMILIN1;SCARF2;DACT1;SH3D19;EGFL6;MMP2;LIX1L;GPX8;1810055G02RIK;GPX7;CKAP4;ASPN;TGFBR2;RCN3;GREM2;IGDCC4;DNAJC6;CDH11;MVK;LAMA4;ASAP3;PRELP;THBS2;THBS1;FBXL21;IL1RL2;GNG8;S1PR3;NCAM1;CTHRC1;PRRX1;LUM;TPBG;PRRX2;BICC1;MFAP5;MARCKS;ZFP354C;MGP;MFAP2;PI15;MDGA1"
"osteoblast day21","177/264",4.29761952052812e-07,1.03142868492675e-05,0,0,1.8939539622616,27.7654302035988,"SPARC;ZFP449;PROS1;COL12A1;MRGPRF;DMP1;GXYLT2;ANTXR1;NUDT6;LOXL1;ISLR;EDNRA;HHAT;BMPER;IBSP;FCGRT;FBXO3;CYP1B1;SVEP1;IFITM5;WLS;GTF2I;SCARA3;POSTN;IGFBP4;CACNA2D1;SERPINF1;OMD;CLEC11A;PDGFRL;PYGO1;SFRP1;SFRP2;CRISPLD1;FNDC1;LOX;TBL1XR1;ADAM12;MXRA8;COL8A2;CERCAM;COL8A1;FKBP7;KDELR3;TSSK4;IL6ST;EPHA3;PPIC;FAM114A1;FUT11;NPR3;LPAR1;TWIST1;SLC38A10;LTBP2;FLRT2;GALR2;PDGFD;TSPAN6;DSEL;ARSK;SERPINH1;ALX1;CRTAP;VCAM1;IGF2;FZD8;IGF1;GULP1;COL1A1;H19;COL1A2;CXCL12;P4HA3;ITGA10;COL5A2;OGN;TMEM119;ITGBL1;SPATS2L;COL9A2;FBN1;SRPX;ZFP521;ITGB5;FKBP14;COL14A1;CPXM2;MEOX2;CPZ;CHRDL1;HAPLN1;ADAMTSL1;MRC2;MMP23;C1QTNF3;C1QTNF2;ADAMTS2;CASP12;C1QTNF7;C1QTNF6;BOC;TIMP2;COL10A1;CPXM1;EMILIN1;LBP;SCARF2;SH3D19;IKBIP;ZCCHC24;VKORC1;EGFL6;PTGIS;SLC2A10;MMP2;LIX1L;MMP3;BGN;GPX8;GPX7;ASPN;TGFBR2;RCN3;MMP14;RCN1;IGDCC4;CDH11;ANGPTL4;GAS6;MDFI;COLEC12;SEMA3C;SEMA3D;COL11A1;LAMA4;ASAP3;PRELP;THBS2;FSTL1;THBS1;LRP6;RNFT1;CSTAD;SRPX2;SERTAD4;OLFML3;EPYC;ABI3BP;PRRG2;ADAM23;OLFML1;UBTD2;GNG8;S1PR3;GPC6;PURG;CTHRC1;IL33;PRRX1;LUM;IL34;TPBG;PRRX2;PODN;BICC1;MFAP5;SMOC2;MFAP4;MARCKS;KCNS1;ZFP354C;MGP;MFAP2;PI15;LGR5;MDGA1"
"bladder","122/195",0.00178240344805076,0.0342221462025746,0,0,1.54974485034953,9.80956344492548,"SPON2;KDM1B;UPK2;TRP63;HTR4;AQP3;CXCL14;ACTG2;MYLK;NIPAL4;ALKBH3;FOXQ1;HOXA10;CAPN5;TNS1;CAST;ENTPD1;ENTPD2;PAQR5;ACTN1;TPM2;WNT5A;TPM1;IGFBP2;KRT7;ANK1;CRISPLD2;LY6D;PLA2R1;MYL9;FBLN1;PTTG1IP;LPP;ART3;CNN1;CALD1;MUSTN1;KCNMB1;GSTM4;SLC14A1;FER1L4;GSTM1;DMPK;RBPMS;SRD5A1;NBEAL1;KLHL23;SYT8;BMP5;PPFIBP2;ID4;NFE2L3;SPRR1A;SYNM;NPY6R;MAST4;GPAA1;COL14A1;TGFB1I1;FHL1;TCF21;NRARP;ADAMTSL1;SMPD2;SHH;UPK1B;UPK1A;CSRP1;A330033J07RIK;SIX5;PGM5;LMCD1;SH3D19;PPP1R12A;PTGIS;ITGA1;UPK3A;ACTA2;RNF144B;BC051019;BDH1;CDC42EP3;LANCL3;PDE5A;GM11627;PPP1R12C;IVL;ITGA9;KANK2;KANK1;TAGLN;TNXB;SYNPO2;SEMA3A;TMPRSS2;NKD1;PTHLH;THSD4;CYGB;NKD2;MARVELD1;NTF3;FLNA;DMD;PDLIM7;LRRC8E;SAMD4;MPZL2;SVIL;PPP1R14A;ADAM33;GRHL3;TMEM64;FMO5;2610027K06RIK;DES;GSTA4;SLMAP;P2RX1;PLCD1;HSPA1B;LIMS2"
"liver","521/928",0.00519660718788725,0.0817275349100657,0,0,1.1917083816446,6.26808736216054,"GMFB;PGLYRP2;MAML1;GLDC;CLDN1;TSKU;CYP2D9;HTR6;SCP2;CREB3L3;WDR91;MLYCD;HES6;GSTK1;CXADR;IAH1;SERPINF2;DHDH;UPB1;HDHD3;CLPX;PRKD3;PRR16;SERPING1;CYP2E1;LETMD1;IDO2;ATF5;HPD;GPLD1;C4BP;RETSAT;ABCB6;CFH;SHMT1;HPN;CFI;MRPL17;PRKCZ;ADH5;C3;HSD11B1;HPX;ADH1;C6;TTPA;AFMID;RDH16;PNPO;ATG5;SLC19A2;LHPP;GSTM4;DNASE2A;LRBA;INCA1;STARD10;TYSND1;NFATC2;NR0B2;CP;A1CF;NR2F6;GLUD1;BHMT;GJB2;GJB1;PAH;F13B;SFXN2;DUS1L;HRG;CPEB2;GSTM6;SETD6;QPRT;SERPINA10;ADK;LRRC3;GPT;PYGL;SHB;CSAD;SERPINA6;SERPINA7;ASGR2;SERPINA1B;NHSL1;TMEM43;B3GALT1;IKBKG;TCF19;ARG1;ELOVL2;NSUN3;MRPL47;BAAT;SLC39A14;F5;GCHFR;F9;BDH1;DPYD;AGPS;ANGPTL3;PPARA;MOCS1;EXOC1;PCYOX1;OAT;SERPINC1;GSTP1;AFM;ABCB11;FGD6;ASPDH;CYP2F2;GC;SIAE;SLC17A2;GABRA2;FARP2;CCL24;1600014C10RIK;SERPIND1;AADAT;GLYCTK;IL10RA;NR1H4;SYVN1;BBOX1;NR1H3;FMO5;AGT;GNMT;AGMAT;DHRS4;LRG1;AADAC;ETNK2;HC;NOTUM;PLCD4;UOX;GPR146;ALDH1L1;TPMT;HP;IL1RAP;AHR;FBXO21;TM7SF3;2900026A02RIK;TM7SF2;FADS2;FADS6;IYD;STK16;4930533K18RIK;SLC25A42;SLC16A2;NUDT12;IGFBP1;PCYT2;IGFBP4;GPT2;DIO1;PIPOX;CYP2D26;CYP2D22;FKBP8;IGFALS;TSSK4;SLC27A2;FKBP5;PFKFB1;KHDRBS1;CYP4A12A;CPB2;SLC26A1;INSIG2;INSIG1;GLO1;AK3;GSTT1;KNG1;VTN;SNN;FGGY;HYI;THEM4;HACL1;SLC38A3;EVI5;SLC38A4;SEC16B;AGXT2;SRD5A1;NEK6;DHCR24;SERPINA3N;CYP4F13;CYP4F14;LRFN3;MLXIPL;GGCX;SLCO1A1;ALB;ACO1;REEP6;NIT1;TMEM19;NIT2;ONECUT2;TRF;MCM10;TSPAN12;ADRA1B;OPA1;DDI2;OPA3;UPP2;SLC37A4;MBL1;HGFAC;MBL2;TRIM60;BCAS3;CDADC1;PLA2G12B;SIGMAR1;APOA2;SORD;ZFP92;COASY;NIPSNAP1;ARL4D;SLC25A15;TST;ASPG;UGT2B5;ANG;SOS1;SLC25A13;ALDH9A1;ITIH4;ZFP787;ITIH3;ITIH2;FRRS1;GLS2;PLG;PPM1K;ITIH1;BPHL;SELENBP1;REPIN1;SRR;PCBD1;DCAF11;SLC25A25;CYB5B;UGT2B34;SEC24A;TPRKB;APOC3;SEMA4G;TTC39C;ASS1;GSTZ1;MYO1B;SLC25A39;CES1D;UROC1;CES1E;CES1F;CTH;ALDH8A1;CDO1;BET1;DMGDH;ERRFI1;SLC46A1;FAAH;ACSM1;AQP9;ACSM5;TXNDC15;AQP3;CYB5D2;C4B;FLAD1;INSC;LONP2;FBXO8;ACAD11;SEPHS2;HABP2;PAQR9;CPT1A;TIMD2;ACSL1;ENTPD5;OXSM;MTUS1;SLC6A13;ENTPD8;CMBL;CYP27A1;AZGP1;BTD;CYP2U1;PPP1R3B;AKR1C14;SUCLG2;ULK1;ALDH7A1;GCDH;GRB7;SLC35D1;PEX11A;SLC22A1;MGST1;PCDH17;SEC14L2;APOM;AKR1C20;ASL;APOE;APOB;DECR2;PCK1;FAM78B;SLC35E2;SLC10A1;OSGIN1;CIDEB;IGF1;PM20D1;MSRA;HAL;ECHDC2;ECHDC3;C2CD2L;COL18A1;CSRNP3;HIBADH;SLC35F2;RDH7;MIA2;CROT;C8A;ORM2;KHK;HERPUD1;THTPA;GYS2;C8G;HINT2;HNF4A;QSOX1;AASS;ACAD8;VKORC1;TMEM150A;ZHX3;BHMT2;GFRA1;PROX1;CYP7B1;CAR5A;DEPDC7;CLDN14;RPUSD3;ALDOB;SGK2;AHCY;ZFP825;TMPRSS6;HAAO;AKR1D1;HSD17B4;VWCE;PGRMC1;RXRA;HSD17B2;CTNNA1;BC030343;FAM47E;PEX16;NQO2;C1RA;PEX19;GCH1;YIPF3;GCGR;FAH;ALDH4A1;NLRP12;NUDT7;GSTA3;SAA2;FOXA3;ACAA2;DENND5B;AMMECR1L;FPGS;CHRNB2;PHYH;HGD;ACOT12;TRP73;LIFR;KMO;PRLR;ALDH3A2;SHPK;GPD1;WDFY1;MASP1;NNMT;CHRNA2;SUCNR1;H6PD;HTRA3;SLC1A2;PROZ;DNAJC22;GLYAT;ADIPOR2;EBP;NLRP6;PRODH;SULT5A1;MPST;ACBD5;CYP2J5;RARRES2;EPHX2;ARHGEF38;IIGP1;BSPRY;QDPR;SEPSECS;GRHPR;GCLC;MAVS;PROC;AMACR;UBXN11;PXMP2;PXMP4;GCLM;FGFR4;H2-Q10;RTP3;ABCD3;THRB;CHD9;TAT;SLC2A2;PCTP;OPLAH;GPHN;DHTKD1;GHR;CD1D1;SPRED1;CPT2;ALDH2;BCL7C;KYNU;MYO18B;CYP4V3;AOX3;AOX1;TTC36;HS3ST3B1;ABCC3;FGB;FGA;ABCC2;BCKDHB;ABCC6;FGG;ARHGEF19;ABHD14B;CYP4A14;LSR;PEX1;NAV2;KLF15;TTC38;PEX7;ACOX2;ACOX1;PEX6;EHHADH;PEX5;CAT;HAGH;FBP1;RBKS;DDC;GALT;ASB13;LCAT;ACAA1B;ACAA1A;2810459M11RIK;HMGCL;CBS;DDT;TMEM205;HSD3B5;HSD3B3;SUOX;SOD1;CCS;SARDH;GALM"
"MEF","178/300",0.00595929942052562,0.0817275349100657,0,0,1.35337332777261,6.93306406624933,"TMEM41B;SERPINE1;COL12A1;WWC2;TNC;DNM3OS;CCDC102A;NUDT6;LOXL1;LOXL2;SYDE1;GPR176;HHAT;CCND2;PEG12;DPYSL3;CAPN2;PABPC4L;AKT1;ZFP286;PHLDA3;RBFOX2;UNC5B;ACTN1;FBXO17;WNT5A;TPM1;ARID5B;HSPG2;MID1;ADAM19;STX1B;CCDC80;0610038B21RIK;PRR15;WDFY3;TRIM16;ROR2;MASP1;GEMIN7;EPHA1;OBSL1;PHLDB2;VCL;LRRC58;SHC2;UBA6;RHOBTB3;LTBP2;NRADD;PCDH19;ADAMTS12;NID1;PCDH18;FBLN2;LPP;LTBP1;FBLN5;EFNB2;CNN2;NUAK1;BAG2;ZMAT3;CALD1;HOXC5;PMAIP1;SNX7;MYH10;PIBF1;CD276;ZFP583;BTBD19;PHC2;ZFHX3;UBE2I;TGFB3;MCAM;FZD7;FN1;MICAL2;TNFRSF10B;HTR1B;HMGA2;MEX3C;IGF2R;NFATC4;GULP1;EHD2;MEX3A;EFNA2;BMP1;PCDHB2;COL5A1;PTK7;COL5A2;RPS20;MAGED2;EIF4G2;BCL2L2;PICALM;FBN1;B4GALT2;ITGB1;FKBP10;PTPRS;EDA;ITGB5;TRADD;DYSF;ADM;PRSS23;RND3;EDA2R;HS2ST1;MRC2;SPRED3;LBH;GLIPR2;ZC3H7B;ANXA6;PMEPA1;QSOX1;CEP170;ITGAV;TEAD1;IKBIP;PLA2G4C;CAD;WNT9A;IL17RD;SORCS2;CKAP4;ZFP518B;TMEFF1;CTTN;DDAH1;FIBIN;ITGA5;DBN1;VGLL3;DDR2;SHANK1;ITGA9;GTF3C1;ZDHHC20;ROCK2;NXN;PVT1;SEMA3A;NTN4;PARD6G;ATP10A;THBS1;STOX2;RXRA;ARL13B;NTF3;GPC2;FLNB;NCAM1;GPC4;FLNC;SLIT2;MAP4K5;PDLIM5;EXTL3;PDLIM7;SAMD4;CDKN2B;MDH1;CDKN2A;PLCL1;TXNRD1;LAMB1;AXL;CCNG1;ZYX;CRLF1"
"heart","323/568",0.0101428304765804,0.121713965718964,0,0,1.22441322732567,5.62126665417245,"OSGEPL1;CISD1;ALKBH7;RASSF3;DAG1;MLYCD;SLC12A7;MEF2A;PDHX;ENDOG;ECH1;MTUS2;HSPG2;ANK1;IFT81;BOLA3;PSME4;TMEM126A;UQCRC1;UQCRC2;ALPK2;INTU;RRAD;IGSF1;GATA6;SLAIN2;GATA4;TRMT2B;ART3;LDHB;APOO;NEU3;RHOT2;INPP5A;RDH14;PPARGC1A;GPIHBP1;DECR1;NTNG2;DMPK;IQSEC2;FUCA2;MRPL28;CS;MRPL30;EHD4;NDUFAF4;FXYD1;SSPN;OGDH;PDE3A;NDUFAF1;CPEB3;PKIG;CC2D1B;TOP2A;HERPUD2;PYGB;RYR2;GFM1;ECM2;YJEFN3;ADK;MRPL39;PTPRM;HCCS;C1QTNF9;VLDLR;MYOM2;MRPL42;JPH2;MCEE;AUH;ACADL;NNT;FASTK;SMPD1;EFCAB2;KIF13A;ANKRD1;CD36;ACADM;DLAT;TRP53INP2;COX8B;KCND3;TNNC1;IFNGR2;MRPS23;SIRT5;PROX1;PTGR2;COQ10A;TOMM40L;MRPL44;HADHB;HADHA;MRPL51;MMP15;HEATR5B;IVD;TNNT2;LRRC3B;CRYAB;DLD;PLIN5;ATPAF1;KANK2;SLC20A2;MRPS35;MRPS36;PRUNE2;SEZ6;DLST;NEXN;UQCR11;FITM2;TIMM10;COX5B;TRAK1;COX5A;MRPL55;MYCT1;TMEM65;MFN1;MFN2;CILP2;GABRD;JAM2;CORIN;EGLN1;CCL24;SVIL;MDH2;MTX2;PNPLA8;VEGFB;SORBS2;COX6C;KTN1;VEGFA;HEYL;TMEM59;FABP3;NMNAT1;TRMT5;NDUFAB1;MSRB2;RTN4IP1;E230013L22RIK;CRAT;FHOD3;OXNAD1;NDUFA13;ACAA2;NDUFA11;NDUFA12;NDUFA10;ZBTB20;LCLAT1;SLC8A1;MYLK3;TMEM143;TXN2;TMEM144;TUBB6;STK11;CHCHD3;CDH2;GRB14;CHCHD7;MACROD1;SLC26A10;MAF1;HADH;RGS6;USP8;PPTC7;TPM1;ACOT13;SDHC;SDHD;SDHA;SDHB;COX6B1;TUFM;FRMD5;CLIP4;DOK7;PPIF;ANKRD40;MASP1;ZFP106;KCNE1;NDUFB10;FBLIM1;NDUFB11;CACNA1C;COX7A1;RHOBTB1;DNAJC28;ACAT1;BAG3;NDUFV3;CYC1;NDUFV2;NDUFV1;COX10;IVNS1ABP;HSPA9;PDHA1;RBPMS;GOT2;IDH2;2310061I04RIK;CHCHD10;COQ9;COQ7;HOPX;IGF2R;COQ6;COQ5;RCAN1;COQ3;COQ2;BMP1;UQCRQ;TMEM116;RCAN2;CYCS;ACO2;GRSF1;KDM5A;SLC25A3;ACADVL;HSPB8;HSPB7;FHL2;ATP2A2;ETFA;MRPL4;OPA1;CPT2;OPA3;IDH3B;PDE4B;UQCRFS1;ME3;SCN5A;IDH3A;PSTK;DSP;MKKS;HSDL2;TRIM63;PTGIS;WIPI1;NDUFC1;NAV2;FH1;NDUFS8;SYNPO2L;NDUFS7;NDUFS6;MMRN2;NDUFS4;NDUFS3;CDH13;RBM20;NDUFS1;SLC25A4;SLC25A11;MYH6;USP13;NDUFB9;NDUFB8;DDC;NDUFB7;NDUFB6;SMPX;POLDIP2;LAMA2;NDUFB5;MGRN1;LRTM1;NDUFB2;ETFDH;ASB11;PDHB;FOXRED1;ASB15;DDO;RAB21;SLC25A26;TMEM201;OXCT1;2310069B03RIK;CDC37L1;POLR2F;PDSS2;TNNI3;ACSS1;PDLIM5;CLASP1;KCNJ3;NDUFA9;PTCD3;KCNJ5;NDUFA8;PPP1R14C;NDUFA5;IDH3G;NOS3;NDUFA3;IRX4;IMMT;USP28;PNKD;DNAJA4;BC004004;SLC25A34;ASB2;MMACHC"
