"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Organismal Systems","Environmental adaptation","mmu04714","Thermogenesis","183/4646","238/9575",0.76890756302521,1.58465129487008,8.8672432062104,1.1185402448998e-19,3.85896384490433e-17,1.28337775467451e-17,"12859/76178/66495/227197/12912/74205/67273/271639/66052/226646/11949/64930/68375/228033/68349/69702/69487/84682/67126/104130/54405/66142/67071/50790/110651/56456/66046/66377/78284/18160/108097/18176/11950/76947/68493/12801/230075/12913/108079/12896/69893/66576/12163/595136/99982/67680/56717/70673/19744/19017/231430/19092/11958/12861/19079/68033/11461/57423/17992/68202/208647/68198/231991/104263/23945/19016/66108/16653/66091/333182/12865/110323/78070/68197/67003/70316/12869/15461/66853/26408/20587/66043/75406/66594/208677/50721/66414/11947/14182/14081/67184/22227/66916/18747/11513/12857/67892/104110/27425/66925/12858/12866/66706/57279/22273/20588/66152/432530/22272/26397/70383/69802/11951/57376/52469/83796/71679/14784/74370/208501/66694/67530/407785/66945/12867/75597/17993/104111/20663/66272/70127/214663/105787/12864/66218/66445/67130/19094/12895/11512/83797/66379/67942/11515/224129/68194/100041273/100042503/11957/28080/239985/20112/22084/68342/26416/26415/78330/66416/69875/72900/73694/20662/20463/277250/17991/11946/329003/12894/225887/17995/58988/12868/67155/19091/226139/67264/17716/17717/17708/17719/17721/17722/17711",183
"Metabolism","Energy metabolism","mmu00190","Oxidative phosphorylation","119/4646","141/9575",0.843971631205674,1.73935177976632,8.58656868499711,4.08279420783735e-19,7.04282000851942e-17,2.34223457186458e-17,"108664/12859/66495/227197/67273/338375/66052/226646/11949/68375/228033/68349/84682/67126/104130/54405/54411/66142/66046/66377/11950/74776/242341/230075/66290/66576/114143/595136/67680/11958/12861/21871/57423/17992/68202/66144/140494/68198/76252/13063/110935/11973/66108/66091/333182/12865/110323/11944/68197/67003/70316/76429/12869/67895/66043/75406/66594/66414/11947/11966/67184/66916/11972/12857/27425/66925/12858/12866/22273/66152/22272/70383/69802/11951/11975/71679/66694/67530/407785/66945/12867/17993/68775/73834/12864/66335/66218/66445/67130/67942/68194/100041273/100042503/11964/11957/28080/11984/68342/11974/78330/66416/69875/72900/20463/17991/11946/27060/225887/17995/12868/226139/67264/17716/17717/17708/17719/17721/17722/17711",119
"Human Diseases","Cancer: overview","mmu05208","Chemical carcinogenesis - reactive oxygen species","176/4646","229/9575",0.768558951965066,1.5839328379392,8.6830970856958,6.21791058866581e-19,7.15059717696569e-17,2.37807808478798e-17,"14859/12859/66495/227197/67273/17970/66447/66052/226646/23797/11949/11350/68375/228033/19271/68349/12359/84682/20779/19246/67126/104130/11836/11740/54405/16151/66142/66046/66377/18176/11950/14866/68312/14867/14863/14862/14865/13645/18033/230075/16476/66576/18710/58810/595136/67680/18707/15234/26414/231583/12861/17969/17992/68202/68198/66108/56615/16653/66091/333182/101540/13107/12865/110323/50490/68197/67003/70316/13106/12869/15461/26408/56484/103140/14871/14872/66043/75406/66594/26396/66414/11947/22335/11739/67184/15368/66916/18104/12857/13057/22334/105675/18753/13850/66925/12858/13076/14860/14857/100042314/14858/12866/74769/171429/22273/66152/26420/22333/22272/18806/11951/53859/71679/14784/77337/66694/67530/407785/66945/12867/18708/17993/11622/18760/18035/20663/15251/14281/11651/12864/66218/66445/67130/19094/67942/68194/100041273/100042503/11957/20655/28080/12408/20656/18607/68342/26416/26415/78330/71932/66416/22339/69875/72900/75292/13078/20662/20463/17991/11946/225887/17995/19697/12015/12868/12675/67264/57344/14873/68214/17716/17717/17708/17719/17721/17722/17711",176
"Human Diseases","Cardiovascular disease","mmu05415","Diabetic cardiomyopathy","162/4646","217/9575",0.746543778801843,1.53856148988972,7.79077294587794,1.86624996415334e-15,1.60964059408226e-13,5.35319068665038e-14,"12859/12825/66495/227197/16367/67273/17970/70456/66052/226646/23797/11949/68375/228033/68349/18796/18795/84682/17395/67126/13058/104130/11740/54405/236900/66142/18597/66046/66377/11950/108058/18033/230075/21812/12896/66576/18710/20525/595136/67680/56717/18707/18762/12491/18127/26414/12861/11938/17969/12843/17992/68202/68198/14433/66108/232493/66091/21954/333182/21803/12865/110323/14936/68197/67003/70316/18751/12869/13033/16334/66043/75406/66594/66414/11947/16337/22335/14782/11739/67184/66916/17390/12857/13057/11606/68263/22334/105675/18753/66925/12858/17127/12866/74769/22273/21813/66152/14584/26420/22333/22272/20528/53313/12842/18604/11951/11421/18750/71679/20191/11607/66694/67530/407785/66945/12867/18708/17993/21809/11651/12864/66218/66445/17972/19354/67130/19013/19094/12895/20683/67942/68194/100041273/100042503/11957/28080/55951/68342/26416/26415/78330/66416/11596/69875/72900/20463/17991/17126/11946/225887/17995/19697/18797/12868/67264/17716/17717/17708/17719/17721/17722/17711",162
"Cellular Processes","Transport and catabolism","mmu04146","Peroxisome","77/4646","87/9575",0.885057471264368,1.824026105759,7.49583752021131,3.02797398740006e-15,2.08930205130604e-13,6.9484034658233e-14,"15926/111175/74205/19298/16922/12908/228061/18633/12359/26458/59038/170789/50790/58869/68603/56185/19299/209186/230161/12012/20280/18477/15356/56273/668173/71382/74114/17527/80911/19301/13142/17855/76263/74043/19305/51798/110959/18631/269951/67420/56535/18634/70503/69129/14081/234384/67528/56690/14712/93732/67725/56794/28200/13850/235674/113868/72129/19193/18126/103737/11430/69123/23986/19300/17117/20524/26874/93734/74147/20655/20656/26378/224824/67993/22436/15488/54683",77
"Human Diseases","Neurodegenerative disease","mmu05020","Prion disease","192/4646","273/9575",0.703296703296703,1.4494330465058,7.31417022840738,1.09485818579785e-13,6.29543456833763e-12,2.09367617985904e-12,"12859/66495/227197/12912/22145/67273/17970/226519/66052/226646/11949/69379/15139/68375/19177/228033/68349/19182/16176/19122/12995/84682/67126/56436/54652/13058/104130/11740/54405/66142/66046/66377/78284/19172/11950/230075/12913/242443/230558/66576/18710/595136/12260/12262/12259/67680/12371/18707/19181/16193/26414/12861/67151/17969/17992/68202/208647/68198/13063/231991/16438/12391/12288/66108/14812/16439/66091/333182/232943/20190/57296/12865/110323/12028/14814/68197/67003/70316/23997/12869/14360/215999/170483/66043/75406/66594/208677/11783/66414/11947/22335/11739/12367/67184/66916/18747/12857/13057/22152/66413/22334/105675/18753/19173/19057/12364/15481/17967/66925/26441/12858/12866/74769/22273/66152/26420/22333/22272/19175/20304/11951/26446/22123/19184/66997/14813/71679/20191/66694/22151/73710/67530/407785/66945/12867/18708/17993/19179/16593/12274/109828/12864/66218/66445/17972/19354/67130/19094/22143/22142/67942/68194/100041273/100042503/17968/11957/20655/28080/19170/68342/16440/26416/26415/78330/66416/15511/193740/13001/21926/22154/74764/69875/22153/72900/20463/13653/17991/67951/11946/225887/17995/16594/12015/12868/67264/17716/17717/17708/17719/17721/17722/17711",192
"Human Diseases","Immune disease","mmu05323","Rheumatoid arthritis","75/4646","87/9575",0.862068965517241,1.77664880431072,7.06486506518779,1.6038721488518e-13,6.75691309724907e-12,2.24715035118276e-12,"108664/12487/12477/20297/21934/338375/16176/54411/24088/13038/12977/242341/66290/21898/21687/16476/114143/16193/20311/330122/14825/20310/21871/14254/66144/140494/76252/110935/20315/11973/16156/21803/16408/16414/83430/24099/11966/16168/11972/21943/17392/15894/11433/16173/12981/20296/20293/20304/20302/11975/13039/68775/73834/14281/21809/66335/12524/12519/11964/11984/11974/15001/14998/15000/14999/15002/14961/14960/14969/381091/100504404/16994/21926/22339/27060",75
"Human Diseases","Neurodegenerative disease","mmu05010","Alzheimer disease","259/4646","389/9575",0.665809768637532,1.37217575004399,7.27556219498708,1.72971973405706e-13,6.75691309724907e-12,2.24715035118276e-12,"12859/227059/66495/12370/14369/227197/14367/22420/22409/22145/16367/67273/19225/66052/226646/23797/12334/11949/22030/68375/19177/228033/68349/19182/51897/228361/18796/16176/18795/12995/84682/67126/56436/54652/13058/104130/11836/11740/54405/16151/66142/15108/66046/66377/17380/67738/30791/19172/226548/18176/22414/11950/12977/56811/18033/67547/230075/66576/18710/595136/22417/67680/12371/56717/18707/13542/19181/16193/26414/22241/12861/18125/11938/67151/74781/17992/68202/68198/13063/22421/16438/12288/22419/12122/14433/21937/66108/16974/14812/16653/16439/66091/333182/232943/11816/57296/12865/110323/14814/27412/50490/14366/68197/67003/70316/23997/12869/15461/16334/26408/215999/66043/75406/23805/66594/106947/26396/11783/66414/16971/11947/72002/16337/22335/11739/12367/16956/67184/66916/12857/22152/66413/22334/105675/22418/100504663/19173/14365/19057/213053/12364/66925/26441/12858/75600/68318/11487/12866/74769/22273/66152/22433/68585/26420/22333/22272/216795/13543/19175/53313/18126/12569/11951/26446/22123/56208/57265/17762/19184/66997/12006/52639/69806/14813/71679/70405/12671/66694/22151/73710/67530/407785/66945/12867/18708/17993/11491/328133/19164/19179/12313/76559/16593/11651/12864/14368/66218/66445/72027/27373/67130/22410/22143/22142/18174/67942/68194/100041273/100042503/11957/11820/28080/56175/19170/68342/16440/78330/66416/11596/13001/21926/22154/74764/69875/22153/72900/19106/20463/12314/14370/106957/17991/93687/67951/11946/16973/225887/17995/16594/19697/12333/12015/18797/12868/20168/13380/14102/212398/12675/22423/67264/12369/17716/17717/17708/17719/17721/17722/17711",259
"Human Diseases","Endocrine and metabolic disease","mmu04932","Non-alcoholic fatty liver disease","124/4646","162/9575",0.765432098765432,1.57748866674107,7.19687316216911,1.76267298189106e-13,6.75691309724907e-12,2.24715035118276e-12,"12859/66495/12370/227197/16367/67273/72674/14103/66052/226646/23797/22030/20181/68375/68349/22259/12125/16176/84682/104130/54405/66142/66046/66377/16194/108097/18033/230075/16476/16847/108079/66576/18710/595136/12540/67680/18707/16193/26414/12861/19079/208104/58805/17992/68202/68198/13063/19016/68465/12122/21937/66108/66091/333182/606496/21803/12865/110323/12028/68197/67003/70316/13106/12869/16334/26408/75406/66594/66414/16337/12367/67184/66916/12857/66925/12858/12866/74769/22273/66152/22433/26420/22272/20787/21428/12702/66694/67530/407785/66945/12867/18708/17993/14281/11651/105787/12864/66218/66445/67130/19013/19094/68194/100041273/100042503/68342/26416/26415/78330/66416/21926/69875/72900/20463/17991/225887/17995/19697/12868/14102/67264/12369/17708/17711",124
"Human Diseases","Neurodegenerative disease","mmu05016","Huntington disease","208/4646","308/9575",0.675324675324675,1.39178514124704,6.78516859016535,5.93027187171148e-12,2.04594379574046e-10,6.80420667385844e-11,"12859/226977/66495/12370/227197/12912/22145/67273/66052/226646/16513/11949/22030/68375/19177/228033/68349/19182/51897/228361/20511/12064/18796/18795/84682/21817/67126/56436/104130/11740/54405/53623/66142/66046/66377/78284/19172/11950/230075/53598/12913/12757/67305/66576/595136/433759/67680/12371/56717/19181/19017/19712/26414/22241/12861/67151/20907/215114/74781/17992/68202/18181/208647/68198/13063/231991/16438/19016/66108/14812/66091/333182/170770/232943/57296/12865/69920/110323/12028/68197/381917/67003/70316/59288/23997/12869/66491/11772/26408/237336/15182/21780/66043/75406/66594/208677/11783/66414/11947/22335/11739/12367/67184/22227/66916/20021/12857/22152/66413/22334/105675/110084/100504663/19173/14802/66925/26441/20466/12858/12866/14775/22273/66152/26420/22333/22272/14778/327954/22059/20020/13385/19175/71770/11951/26446/22123/15114/56208/19184/66997/52639/71679/69926/75512/66694/22151/73710/74325/67530/407785/66945/12867/69590/17993/56444/19179/76559/217864/16593/13411/20512/12864/66218/66445/69833/67130/22143/22142/20683/67942/245841/68194/100041273/100042503/11957/20655/28080/20656/19170/68342/13417/78330/66416/22154/74764/69875/22153/72900/20463/72504/17991/67665/67951/11946/225887/17995/16594/18797/12868/67264/54130/17716/17717/17708/17719/17721/17722/17711",208
"Human Diseases","Neurodegenerative disease","mmu05022","Pathways of neurodegeneration - multiple diseases","305/4646","481/9575",0.634095634095634,1.3068156901562,6.7031591934084,1.15808285030305e-11,3.63216893958684e-10,1.20795244672759e-10,"12859/226977/66495/12370/74018/14369/227197/14367/22420/22409/22145/67273/19225/14103/66052/641376/226646/12334/11949/22030/68375/19177/21353/228033/56791/68349/19182/51897/228361/12359/12064/18796/16176/19122/18795/12995/84682/12048/56491/67126/56436/54652/13058/104130/11836/11740/54405/53623/66142/15108/67414/66046/22065/66377/67738/19172/18176/22414/11950/12977/108058/56811/18033/56228/73205/230075/53598/18391/67305/66576/595136/22417/68943/67680/12371/21938/170731/56717/230908/57320/13542/19181/16193/22223/26414/22241/12861/18125/20239/11938/67151/22190/20907/215114/74781/17992/68202/68198/13063/64704/22421/16438/12288/22419/12122/21937/66108/16974/14812/16653/16439/66091/333182/232943/53333/20190/57296/12865/110323/12028/14814/27412/50490/14366/68197/381917/67003/70316/59288/18751/233908/23997/12869/15461/26408/103199/215999/66043/75406/23805/66594/26396/11783/66414/11947/22335/11739/12367/67184/22186/17274/66916/12857/22152/66413/22334/105675/22418/110084/100504663/19173/14365/18040/18039/19057/14802/12364/66925/26441/12858/75600/12866/74153/14775/22273/66152/380684/22433/19324/26420/22333/22272/14778/216795/26397/327954/13543/13385/19175/53313/18126/12569/11951/26446/22123/15114/56208/57265/17762/19184/66997/18750/12006/52639/14813/71679/69926/70405/12671/20191/75512/66694/22151/73710/67530/407785/66945/12867/69590/17993/56444/19164/19179/12313/110616/76559/16593/13411/12864/14368/67819/66218/66445/27373/67130/19094/66725/22410/22143/22142/19132/67942/68015/22195/18951/68194/100041273/100042503/68942/11957/11820/20655/28080/50873/19170/68342/12018/16440/26416/26415/13417/78330/66416/11596/13001/21926/22154/74764/271457/69875/22153/72900/20463/12314/14370/17991/67665/93687/67951/11946/16973/225887/17995/20743/12460/16594/19697/12333/12015/18797/12868/13380/14102/212398/22423/67264/54130/12369/17716/17717/17708/17719/17721/17722/17711",305
"Human Diseases","Infectious disease: viral","mmu05165","Human papillomavirus infection","234/4646","359/9575",0.651810584958217,1.34332465582758,6.43706493008879,6.81756988506315e-11,1.96005134195565e-09,6.51855366203406e-10,"108664/20846/12370/14369/12912/14367/14268/22420/22409/12829/12828/12835/55927/56489/338375/19225/16782/226519/14103/23797/226849/16780/64930/23928/16420/16401/16410/21825/13555/19650/58220/16776/27061/54411/16151/94216/18759/12428/433586/56458/21827/78284/213119/18176/22414/13645/18033/12448/242341/12913/66290/21923/12695/16451/18710/114143/12840/56198/433759/22417/12540/69116/56717/18707/18762/13542/100038882/12571/19699/19744/269643/19664/15891/20750/23962/231655/21871/16848/12843/66144/208647/140494/76252/231991/21415/110935/22421/22419/11973/107932/21937/12444/16653/12447/12028/14366/23859/15461/12443/237336/16773/15214/15182/16775/12834/12833/23805/208677/26396/12567/20847/12566/16404/12826/12827/13685/142980/12367/11966/18747/19651/71609/11972/56513/93742/16412/22418/16391/14365/71978/19645/270118/54721/18746/319480/74769/245026/104099/103806/21414/16362/216795/16897/84653/22059/13543/22370/12842/16400/11975/103733/103768/16399/57265/16416/12006/26941/14784/192897/19719/21752/21828/18708/16398/109700/68775/16777/20663/56217/73834/19164/19179/26931/22031/11651/320910/19219/66335/14368/22410/16421/16402/16419/11964/15976/15975/17857/17858/21826/11984/22084/11974/12018/12575/18131/14972/81877/21926/14964/15006/15013/15015/110557/15018/110558/15007/15042/15040/15039/15024/14991/14990/22339/12445/106759/224912/16772/19106/20662/14370/16774/72930/18596/93687/93737/27060/58988/19697/225849/12015/14102/12675/22423/21416",234
"Metabolism","Lipid metabolism","mmu00071","Fatty acid degradation","47/4646","52/9575",0.903846153846154,1.86274793867347,6.05627539128904,1.63489324286552e-10,4.33875514452772e-09,1.44294221435094e-09,"11363/74205/56752/50790/15107/71519/11529/11522/11532/11364/72535/12896/277753/13118/435802/13119/13117/666168/100040843/97212/231086/80911/11409/11669/78070/66885/93747/14081/270076/110446/94180/235674/113868/11671/11370/11430/69123/23986/12895/74147/224530/110460/13177/78625/110695/52538/12894",47
"Organismal Systems","Development and regeneration","mmu04380","Osteoclast differentiation","101/4646","136/9575",0.742647058823529,1.53053069053708,6.04956125748485,6.53085497891013e-10,1.60938926266e-08,5.35235483233989e-09,"16177/14200/20846/12912/21934/17970/14130/246256/14131/23797/22030/20375/16176/19261/18019/16151/12229/751864/320832/668101/100038947/13038/14129/12977/18033/100201/21812/16476/16451/18710/16818/18707/14284/26414/11938/17969/12311/16438/19016/21937/16439/18733/18722/18729/100041146/18724/18730/100038909/18726/232801/14282/19698/21803/22177/14389/15979/14360/14728/20847/16478/16477/13057/16391/19057/21943/54721/11433/74769/21813/16822/26420/53313/53859/16416/14784/12702/20963/18708/18035/14281/11651/18383/17972/66513/19094/12703/15976/15975/15980/16440/26416/26415/21926/83433/12326/18018/14283/19697/17060/12675/18034",101
"Metabolism","Global and overview maps","mmu01200","Carbon metabolism","92/4646","122/9575",0.754098360655738,1.55413082291836,5.98018059765015,9.69684786983231e-10,2.23027501006143e-08,7.41723801973138e-09,"227095/15926/66052/14194/12359/170718/68738/60525/15929/18655/19139/18597/110639/56185/11532/11428/230163/67680/110208/100198/13806/80911/11409/100678/17448/19895/56451/15277/20917/13807/21991/14433/14751/73724/269951/109264/11674/93747/21351/15275/216019/18641/108037/12974/66171/108682/14719/68133/68263/21881/239017/14661/20916/13885/110821/66925/235339/110446/67834/18746/17436/66904/235582/434437/56012/18293/17449/20425/13808/11676/11430/212032/14120/14121/66945/13382/104776/78920/76282/11429/18642/224530/110460/67078/17850/433182/18563/225913/104174/18648/14718/226265",92
"Organismal Systems","Immune system","mmu04659","Th17 cell differentiation","81/4646","105/9575",0.771428571428571,1.58984687288605,5.90018795408055,1.48832455779257e-09,3.20919982774023e-08,1.0672853736802e-08,"257630/22637/16177/20846/12503/20183/18761/16184/20181/16176/18019/20371/16151/16186/16194/18033/21812/16476/16451/16818/56717/16193/26414/209590/12504/21803/18036/16190/60504/16797/246779/15979/20852/83430/16161/16453/50931/19057/54721/12502/12500/12501/17127/19883/21813/26420/57765/19401/20851/20850/20848/16364/16195/11622/18035/15251/14281/16185/19094/16180/15980/12394/26416/26415/20182/15001/14998/15000/14999/15002/14961/14960/14969/381091/100504404/18037/50498/17126/18018/19697/12675",81
"Cellular Processes","Transport and catabolism","mmu04142","Lysosome","100/4646","136/9575",0.735294117647059,1.51537692132385,5.87676511812396,2.00782313100816e-09,4.07469988351656e-08,1.3551252091634e-08,"108664/18173/13034/11305/11432/19025/16784/15931/54411/11605/108012/72175/13038/13040/20661/242341/12757/114143/19063/16792/71665/76943/12492/56325/21871/110006/11769/11781/140494/58911/17113/16541/13032/20597/12751/74105/13033/66848/211329/53599/19156/432486/75612/12512/94178/16783/64933/11886/11593/13423/17159/11972/192654/11765/50917/13030/11768/11433/235380/15211/235504/13036/15587/15586/11764/14667/12514/83429/11975/27419/74008/14387/74325/13039/11881/15212/17775/11782/67963/14420/19141/114128/106039/17939/11883/18174/27426/56722/16004/11984/214505/54397/18010/18145/11777/240283/27060/56464/13041/16889",100
"Cellular Processes","Transport and catabolism","mmu04145","Phagosome","128/4646","183/9575",0.699453551912568,1.44151264734456,5.85459094642661,2.56232039916743e-09,4.91111409840424e-08,1.63329195034649e-08,"108664/22145/17167/226421/338375/17970/14130/246256/14131/57743/17533/18779/13427/16410/21825/13058/16784/54411/24088/21827/13040/14129/242341/66290/21898/114143/22319/12491/21899/18125/21871/20778/17969/11461/66144/140494/76252/110935/19349/53421/11973/17113/50909/667277/56644/108078/12721/16409/53331/16414/216238/19344/170786/170780/170779/69165/170776/16783/20288/11966/234663/11972/13057/22152/16412/17194/20390/110350/235661/280408/19345/11975/16416/17534/22151/73710/13039/21828/16398/68775/73834/66335/17972/22143/22142/16402/22042/16419/11964/21826/11984/11974/14972/15001/14998/15000/14999/21354/21355/15002/14961/14960/14969/381091/100504404/14964/15006/15013/15015/110557/15018/110558/15007/22154/15042/15040/15039/15024/14991/14990/271457/22153/12266/140792/12475/67951/27060/17195",128
"Human Diseases","Endocrine and metabolic disease","mmu04933","AGE-RAGE signaling pathway in diabetic complications","78/4646","101/9575",0.772277227722772,1.59159587934687,5.80264554223254,2.7404791526033e-09,4.93451268262596e-08,1.64107363053007e-08,"12825/20846/14268/18802/12829/12828/23797/18796/16176/18795/21824/13058/94216/14205/56458/18176/22329/14066/18033/21812/16476/18710/12540/18707/18762/18127/16193/26414/18787/12843/16653/21803/12028/50490/18751/15461/12443/12567/12826/12827/12367/17390/11606/18753/15894/17127/74769/21813/18799/26420/20296/20293/12842/20851/20850/20848/72469/18750/11607/13614/18708/21809/11651/19094/26416/26415/18712/11596/21926/22339/18754/13653/17126/18018/19697/18797/22340/74055",78
"Human Diseases","Infectious disease: parasitic","mmu05145","Toxoplasmosis","83/4646","109/9575",0.761467889908257,1.56931877870675,5.80353239744865,2.86058706239186e-09,4.93451268262596e-08,1.64107363053007e-08,"17087/20846/12370/16782/226519/23797/16780/23928/12048/21939/16776/16179/16151/24088/18033/21898/16451/12371/14677/26414/13063/11689/21937/21803/18036/15979/16773/16775/12367/14681/16412/105675/239081/11797/11796/54721/16835/15481/16154/14678/17874/12774/15944/26420/16145/54396/26397/320207/104709/18126/20848/16777/30955/18035/21809/11651/66513/19094/266632/12265/12703/15980/18607/26416/26415/15001/14998/15000/14999/15002/14961/14960/14969/381091/100504404/15511/193740/21926/16772/16774/19697/12015/12675",83
"Cellular Processes","Cell growth and death","mmu04115","p53 signaling pathway","61/4646","75/9575",0.813333333333333,1.67620892524035,5.7076407895435,3.98380629365163e-09,6.54482462528481e-08,2.17661596996505e-08,"12370/20724/68428/17248/98376/67874/12521/21825/12048/20438/22401/12448/12578/230784/55948/12371/22062/12571/68098/12452/50883/18787/13063/13197/12122/12444/170770/333654/12447/12028/12443/64058/140742/71361/12534/17873/16000/11783/12567/12566/12367/20437/21933/75747/12649/13663/12442/12450/22059/23882/268697/20135/30954/382985/29870/29813/22084/12575/12445/58801/14102",61
"Human Diseases","Neurodegenerative disease","mmu05012","Parkinson disease","180/4646","274/9575",0.656934306569343,1.35388419832145,5.77003616699777,4.62136955314765e-09,7.24714770834518e-08,2.41018794877078e-08,"12859/227059/66495/227197/22145/67273/66052/226646/11949/68375/19177/228033/56791/68349/19182/84682/12048/67126/56436/104130/11740/54405/66142/67414/66046/66377/30791/19172/11950/108058/67547/56228/230075/66576/595136/68943/67680/12371/170731/57320/14677/19181/22223/26414/12861/67151/22190/17992/68202/68198/13063/64704/16438/66108/16439/66091/333182/232943/57296/12865/110323/12028/68197/67003/70316/23997/12869/26408/215999/11540/66043/75406/66594/106947/11783/66414/11947/72002/22335/11739/12367/110877/67184/22186/66916/18747/12857/22152/66413/22334/105675/19173/213053/66925/26441/12858/75600/12866/14678/74153/22273/66152/22433/26420/22333/22272/22059/19175/11951/26446/22123/17762/19184/66997/69806/71679/70405/66694/22151/73710/67530/407785/66945/12867/17993/328133/19179/12313/16593/12864/66218/66445/72027/56551/67130/66725/22143/22142/18174/67942/68015/22195/18951/224129/68194/100041273/100042503/11957/20655/28080/50873/19170/68342/19252/16440/78330/66416/22154/74764/69875/22153/72900/20463/12314/106957/17991/67951/11946/225887/17995/16594/12868/67264/17716/17717/17708/17719/17721/17722/17711",180
"Metabolism","Global and overview maps","mmu01212","Fatty acid metabolism","52/4646","62/9575",0.838709677419355,1.72850735283907,5.5869906052148,7.18045038762953e-09,1.07389159872074e-07,3.57144726958231e-08,"11363/74205/30963/56348/50790/170439/15107/11364/66775/12896/20280/54325/19063/26922/97212/231086/80911/11409/78070/66885/93747/14081/234309/106529/257633/71147/110446/94180/57874/68801/235674/113868/11370/11430/14104/54326/74559/223722/12895/74147/70757/224530/110460/54397/78625/15488/52538/12894/56473/76267/20250/20249",52
"Cellular Processes","Transport and catabolism","mmu04148","Efferocytosis","115/4646","163/9575",0.705521472392638,1.45401810119662,5.67587622602213,7.47055025197034e-09,1.07389159872074e-07,3.57144726958231e-08,"497097/73122/70676/12912/19329/404545/17164/226421/19225/20181/68365/16410/22259/228432/21825/22174/13537/17289/19261/12608/18019/751864/320832/668101/100038947/70839/20501/108058/11303/20525/332942/12260/12262/12259/212555/12491/11980/11938/77573/13856/19349/19016/11689/15170/21803/26362/243958/78070/56632/17304/233571/18442/18218/20393/11846/12484/93759/12215/26396/16971/19344/50770/14456/12367/20312/192654/192187/19217/73181/12362/55991/13857/214058/11487/69981/13051/171285/171284/171283/276891/53313/380713/19345/16416/20698/218035/140580/66694/13435/18263/11491/238257/15251/56696/19219/53357/19094/12895/105722/209018/16419/16423/19128/19015/26416/26415/11596/271457/70417/18018/12894/12642/16889/240672/12369",115
"Human Diseases","Infectious disease: viral","mmu05166","Human T-cell leukemia virus 1 infection","163/4646","247/9575",0.659919028340081,1.36003544906506,5.56552805910554,1.54216153959737e-08,2.12818292464438e-07,7.07770980278374e-08,"16178/16177/12912/13714/23797/16184/16169/99152/20375/12236/12010/12048/13555/21939/18019/13712/11740/16151/16186/12428/78284/18176/18033/12448/12913/21812/12578/12579/16476/16451/12580/18710/107995/20525/16818/242705/18707/16193/52206/26414/50883/19384/17120/208647/231991/56150/12504/21937/12444/16653/19428/19698/21803/12447/12028/70461/75430/16408/12237/15461/12443/237336/13654/16414/21423/208677/26396/12567/12566/69957/22335/11739/16453/16168/18747/11513/18186/22334/104110/73181/19057/19645/17393/15894/23871/12649/12502/12500/12501/17127/70549/12442/74769/69010/21813/432530/103573/30939/26420/22333/12981/22059/14534/20851/20850/53859/217232/13557/21752/18708/26401/104111/18035/14281/21809/11651/17869/16185/72049/11512/105988/11515/19385/224129/23872/12575/14972/15001/14998/15000/14999/15002/14961/14960/14969/381091/100504404/21926/16992/14964/15006/15013/15015/110557/15018/110558/15007/15042/15040/15039/15024/14991/14990/12445/18519/71810/13653/17126/18018/14283/19697/12675/18034",163
"Human Diseases","Infectious disease: viral","mmu05169","Epstein-Barr virus infection","152/4646","228/9575",0.666666666666667,1.37394174200029,5.54807283999445,1.69425812500798e-08,2.24815020433751e-07,7.47668565286922e-08,"20846/12370/56489/12503/23797/22352/72090/22030/19182/12505/12010/12125/228607/13555/21939/56436/16179/16151/12229/12428/24088/18033/17096/12448/230073/16476/16451/18710/433759/12399/242705/12371/18707/100038882/12571/19181/16193/19664/15945/26414/246728/246727/23961/23960/246730/20602/13063/13197/12122/12444/19698/18036/57296/12447/12028/12478/16408/23997/54123/12443/21929/15182/17873/11783/12567/20847/12566/14128/12367/60406/16453/71609/66413/16391/19645/15894/54721/12502/12500/12501/20466/17999/74769/17874/215446/26420/50724/26397/22059/22123/20848/53859/19184/66997/13557/23882/20963/18708/18035/19179/22031/11651/27401/17869/66513/19094/266632/252870/15976/15975/12018/26416/26415/12575/21356/14972/15001/14998/15000/14999/21354/21355/15002/14961/14960/14969/381091/100504404/21926/14964/15006/15013/15015/110557/15018/110558/15007/15042/15040/15039/15024/14991/14990/18037/12445/19106/19697/14102/12495/17060/12675/18034",152
"Organismal Systems","Immune system","mmu04640","Hematopoietic cell lineage","72/4646","94/9575",0.765957446808511,1.57857136314927,5.47268804127283,2.08875752285148e-08,2.61534678990899e-07,8.69787338215348e-08,"16178/16177/13136/12490/16184/16401/12505/333883/12509/16176/16196/17380/12479/16194/14129/12481/12977/16157/12986/12491/16193/12494/16590/13856/14255/12526/12504/12527/16156/12483/12489/12493/233274/16790/16190/12478/16409/12484/14128/16188/13857/12502/12500/12501/12981/16400/12985/16399/16416/12516/16398/109700/16197/16402/14724/22042/15001/14998/15000/14999/15002/14961/14960/14969/381091/100504404/21926/12475/12507/12482/21673/12982",72
