"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","symbol"
"ENSMUSG00000039316",443.014048918267,2.51473960478325,0.19922675236179,2.66551305625682e-37,6.16907446615957e-36,"Rftn1"
"ENSMUSG00000038910",342.30276440781,1.44502449280585,0.294268758661185,1.09912331865638e-07,4.66599889733351e-07,"Plcl2"
"ENSMUSG00000023927",137.251959615491,1.85192319083946,0.195723182667059,2.99705589075541e-22,3.40815917841809e-21,"Satb1"
"ENSMUSG00000098552",5.88870283367816,3.6745922084028,1.25971762297033,5.0320117306291e-05,0.000162171645009914,"Gm27217"
"ENSMUSG00000035580",28.8434707023666,4.18734350817217,0.772185339216232,1.98607225311083e-09,9.86367304891646e-09,"Kcnh8"
"ENSMUSG00000023931",7.27650991723682,1.8562740665596,0.997583296209305,0.00406913343807339,0.00980261311680844,"Efhb"
"ENSMUSG00000023940",54.8204669952416,3.8429416690433,0.457000583126294,3.22317047743358e-18,2.94422451709618e-17,"Sgo1"
"ENSMUSG00000032915",22.4023738362616,2.73239834634715,0.629432337298222,1.2504877666385e-06,4.81690130736533e-06,"Adgre4"
"ENSMUSG00000003206",28.5215348271252,2.94556797835874,0.527244062887839,2.67005072133372e-09,1.31090157859458e-08,"Ebi3"
"ENSMUSG00000097077",10.3429388739805,2.10361660705879,0.842381010359982,0.000739085389422681,0.00202586316732525,"Gm16712"
"ENSMUSG00000038781",1053.54273927235,1.57627120967717,0.14287706576618,2.9402662773709e-29,4.66060376428684e-28,"Stap2"
"ENSMUSG00000002835",154.624664771017,1.54478664806523,0.224702403460194,7.13594189987915e-13,4.57314566404306e-12,"Chaf1a"
"ENSMUSG00000037095",298.657794281393,3.16375336632917,0.238144835102815,4.54532789231948e-41,1.23347938210283e-39,"Lrg1"
"ENSMUSG00000044469",62.3362129592057,1.47428535390414,0.270896831936148,6.35434311849456e-09,3.0201723602566e-08,"Tnfaip8l1"
"ENSMUSG00000001228",394.798063344299,3.20859146853989,0.188851019721415,1.5625063593692e-65,1.17895327804567e-63,"Uhrf1"
"ENSMUSG00000013236",1771.30836554356,1.74344268529548,0.121600855561952,1.25601952757921e-47,4.57617294110182e-46,"Ptprs"
"ENSMUSG00000062591",53.6848255365,3.58696448490869,0.458512353643384,5.15558550196996e-16,4.11231595003561e-15,"Tubb4a"
"ENSMUSG00000079414",11.8436188268387,1.63011761599151,0.699037683402874,0.00156473742755185,0.00406831731163482,"Gm11110"
"ENSMUSG00000035678",24.7012934196853,1.1377127622594,0.470537515313269,0.00196310055348106,0.00502336019264962,"Tnfsf9"
"ENSMUSG00000005824",17.3651456414198,1.13126636995576,0.508000682248459,0.00330271265767567,0.00809423729798402,"Tnfsf14"
"ENSMUSG00000024164",35743.8617326431,6.43651966894878,0.372899141359115,3.26642861526593e-70,2.91809666773397e-68,"C3"
"ENSMUSG00000034116",228.567708887827,2.77999120447497,0.215674803352447,9.28275921598841e-39,2.28076066369511e-37,"Vav1"
