"Cluster","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Up","GO:0090596","sensory organ morphogenesis","62/3006","341/28928",0.181818181818182,1.74971269582048,4.74241654171895,8.93620629061024e-06,4.60552547733719e-05,2.27732952881451e-05,"12832/14472/12628/14103/18933/93840/12831/14221/14118/17986/59058/14173/12814/320500/18124/60613/329941/230824/17150/13836/231004/14581/330222/19242/50530/109205/14561/14107/16795/13617/218756/15209/21838/20897/214058/76365/22778/17268/216616/20692/20848/57265/20682/237979/14634/20677/13614/212937/18212/20666/22160/20471/107585/68588/17869/18591/12837/20681/12018/22157/71461/14119",62
"Up","GO:1901019","regulation of calcium ion transmembrane transporter activity","20/3006","67/28928",0.298507462686567,2.87266263492915,5.22580490116601,9.35761862286728e-06,4.8186628895084e-05,2.38272122077693e-05,"64095/12372/98660/19700/59091/54652/14579/74777/26903/12391/233571/13491/71912/56437/81897/75909/217154/15114/14226/12297",20
"Up","GO:0032092","positive regulation of protein binding","22/3006","78/28928",0.282051282051282,2.71429789992664,5.16264923071092,9.44477944478211e-06,4.85946579990342e-05,2.40289734903014e-05,"12010/12156/228775/17395/192656/11603/16848/13848/11816/233744/16971/12143/12306/15216/21752/59036/68588/209200/14251/224860/72512/98170",22
"Up","GO:0014033","neural crest cell differentiation","26/3006","101/28928",0.257425742574257,2.47731599507256,5.06461335234408,9.53708731483388e-06,4.90284631197621e-05,2.42434804376728e-05,"98711/20353/18187/14268/22409/15559/14472/24136/108151/20346/20348/231858/20355/13617/65100/19378/20682/13614/17260/22160/20471/14573/20356/20583/20681/12558",26
"Up","GO:0090330","regulation of platelet aggregation","12/3006","28/28928",0.428571428571429,4.12432278300542,5.63245749251795,9.55282920500201e-06,4.90682592246879e-05,2.42631587230986e-05,"20720/16194/17096/14726/16193/100952/12527/208936/56745/20963/246707/19091",12
"Up","GO:0072091","regulation of stem cell proliferation","27/3006","107/28928",0.252336448598131,2.42833958251721,5.04058300199253,9.67152129638435e-06,4.96363515570922e-05,2.4544067698642e-05,"19264/18933/14173/18049/21812/55948/14825/14235/21803/12447/15364/21807/235505/76365/21813/22059/20682/14634/21752/20666/12192/14114/22410/20583/22061/18712/12393",27
"Up","GO:0071604","transforming growth factor beta production","14/3006","37/28928",0.378378378378378,3.64129398859938,5.47454778151052,9.96784534432545e-06,5.11078392636411e-05,2.52716855181289e-05,"12825/14268/19225/16963/21825/20371/22177/17863/12484/17022/20312/14114/12488/14465",14
"Up","GO:0002923","regulation of humoral immune response mediated by circulating immunoglobulin","10/3006","20/28928",0.5,4.81170991350632,5.8068117808245,9.99157007616268e-06,5.11078392636411e-05,2.52716855181289e-05,"12269/19264/64817/83408/15458/14128/15223/21926/16992/83433",10
"Up","GO:0030889","negative regulation of B cell proliferation","10/3006","20/28928",0.5,4.81170991350632,5.8068117808245,9.99157007616268e-06,5.11078392636411e-05,2.52716855181289e-05,"12477/16331/12229/17096/12578/22177/12484/57916/217303/208154",10
"Up","GO:0060099","regulation of phagocytosis, engulfment","10/3006","20/28928",0.5,4.81170991350632,5.8068117808245,9.99157007616268e-06,5.11078392636411e-05,2.52716855181289e-05,"16803/14129/83382/217303/14063/16398/105855/83433/12266/106572",10
"Up","GO:0061005","cell differentiation involved in kidney development","19/3006","62/28928",0.306451612903226,2.94911252763291,5.23180305039987,1.02043136764405e-05,5.21525464813412e-05,2.57882699138816e-05,"20846/23892/17395/22417/319197/243931/21412/12484/13617/16878/15223/14634/13614/17260/14573/70350/18591/12488/11475",19
"Up","GO:0097398","cellular response to interleukin-17","11/3006","24/28928",0.458333333333333,4.41073408738079,5.69228244246168,1.03025261338015e-05,5.25668825113184e-05,2.599314983053e-05,"56489/22030/16176/18033/16193/14825/15945/20290/20848/12702/80859",11
"Up","GO:2000269","regulation of fibroblast apoptotic process","11/3006","24/28928",0.458333333333333,4.41073408738079,5.69228244246168,1.03025261338015e-05,5.25668825113184e-05,2.599314983053e-05,"98267/12125/170770/74041/56312/12226/22059/30955/12703/22061/58801",11
"Up","GO:0031333","negative regulation of protein-containing complex assembly","37/3006","170/28928",0.217647058823529,2.09450902117334,4.87389758626363,1.04520248255999e-05,5.3285343520702e-05,2.6348412759814e-05,"381293/102639543/545384/236312/226691/100040462/15950/13590/19241/24088/18386/320827/19240/50918/76686/20128/13685/234695/12759/235041/22003/23999/72179/16145/54396/327959/237860/20682/20259/59036/14026/19219/223601/54483/83433/22153/13380",37
"Up","GO:0002381","immunoglobulin production involved in immunoglobulin-mediated immune response","21/3006","73/28928",0.287671232876712,2.76838104612692,5.15155896229232,1.06973569063481e-05,5.40809143802615e-05,2.67418047885097e-05,"12487/19264/16963/26909/21939/20371/12229/14190/57914/18987/21803/50931/72077/237877/57765/77727/238875/53314/16019/80859/56708",21
"Up","GO:0006801","superoxide metabolic process","21/3006","73/28928",0.287671232876712,2.76838104612692,5.15155896229232,1.06973569063481e-05,5.40809143802615e-05,2.67418047885097e-05,"17970/13058/14825/74096/17969/56644/21803/22177/16409/16414/16173/14678/268396/18126/114886/13614/20963/14063/17972/224109/14289",21
"Up","GO:0002423","natural killer cell mediated immune response to tumor cell","8/3006","13/28928",0.615384615384615,5.92210450893086,6.0446734113915,1.07138938483642e-05,5.40809143802615e-05,2.67418047885097e-05,"243655/27007/19294/52118/21803/72310/171285/225825",8
"Up","GO:0002664","regulation of T cell tolerance induction","8/3006","13/28928",0.615384615384615,5.92210450893086,6.0446734113915,1.07138938483642e-05,5.40809143802615e-05,2.67418047885097e-05,"16184/20371/14728/12501/21813/12524/12394/14991",8
"Up","GO:0032621","interleukin-18 production","8/3006","13/28928",0.615384615384615,5.92210450893086,6.0446734113915,1.07138938483642e-05,5.40809143802615e-05,2.67418047885097e-05,"12523/24088/229898/12362/81897/216799/69146/21926",8
"Up","GO:0034116","positive regulation of heterotypic cell-cell adhesion","8/3006","13/28928",0.615384615384615,5.92210450893086,6.0446734113915,1.07138938483642e-05,5.40809143802615e-05,2.67418047885097e-05,"12505/16176/99571/14161/110135/16818/21926/14251",8
"Up","GO:0036006","cellular response to macrophage colony-stimulating factor stimulus","8/3006","13/28928",0.615384615384615,5.92210450893086,6.0446734113915,1.07138938483642e-05,5.40809143802615e-05,2.67418047885097e-05,"24088/12977/21898/13448/20296/75766/18574/83433",8
"Up","GO:0043301","negative regulation of leukocyte degranulation","8/3006","13/28928",0.615384615384615,5.92210450893086,6.0446734113915,1.07138938483642e-05,5.40809143802615e-05,2.67418047885097e-05,"12523/20375/15368/15227/12772/16859/217303/105855",8
"Up","GO:0045625","regulation of T-helper 1 cell differentiation","8/3006","13/28928",0.615384615384615,5.92210450893086,6.0446734113915,1.07138938483642e-05,5.40809143802615e-05,2.67418047885097e-05,"15284/192656/16190/246779/12772/16362/12775/16952",8
"Up","GO:0140971","regulation of AIM2 inflammasome complex assembly","8/3006","13/28928",0.615384615384615,5.92210450893086,6.0446734113915,1.07138938483642e-05,5.40809143802615e-05,2.67418047885097e-05,"102639543/545384/236312/226691/100040462/15950/229898/14469",8
"Up","GO:1905048","regulation of metallopeptidase activity","8/3006","13/28928",0.615384615384615,5.92210450893086,6.0446734113915,1.07138938483642e-05,5.40809143802615e-05,2.67418047885097e-05,"21857/12740/12739/69538/20848/217344/21858/17196",8
"Up","GO:2000271","positive regulation of fibroblast apoptotic process","8/3006","13/28928",0.615384615384615,5.92210450893086,6.0446734113915,1.07138938483642e-05,5.40809143802615e-05,2.67418047885097e-05,"98267/12125/170770/56312/12226/12703/22061/58801",8
"Up","GO:0002861","regulation of inflammatory response to antigenic stimulus","15/3006","42/28928",0.357142857142857,3.43693565250451,5.38191626255504,1.10026814768015e-05,5.54018435937797e-05,2.73949747944561e-05,"12487/14131/14127/12229/14129/12801/18782/20737/12484/12775/16016/21926/16992/83433/12266",15
"Up","GO:0070741","response to interleukin-6","15/3006","42/28928",0.357142857142857,3.43693565250451,5.38191626255504,1.10026814768015e-05,5.54018435937797e-05,2.73949747944561e-05,"240690/20849/98496/12654/20344/20375/19223/16194/18033/16193/14581/17863/216161/20296/20848",15
"Up","GO:1905314","semi-lunar valve development","15/3006","42/28928",0.357142857142857,3.43693565250451,5.38191626255504,1.10026814768015e-05,5.54018435937797e-05,2.73949747944561e-05,"12156/56198/21938/100952/13717/21803/14463/20897/21813/12006/20682/22160/19876/23794/17126",15
"Up","GO:0014855","striated muscle cell proliferation","25/3006","96/28928",0.260416666666667,2.50609891328454,5.03342567188724,1.12996127931108e-05,5.68503078426157e-05,2.81112080281095e-05,"66934/14173/21812/74777/15234/12444/14159/12534/14632/211323/14463/17967/21813/20848/76937/17260/268697/20471/14281/19094/13052/18712/67052/14465/70417",25
"Up","GO:0033628","regulation of cell adhesion mediated by integrin","17/3006","52/28928",0.326923076923077,3.14611802036952,5.27471123687879,1.13499854174981e-05,5.70569348897669e-05,2.82133804899154e-05,"70839/17096/13836/55985/18787/69301/12484/12501/16878/20304/16416/20963/105855/20583/13078/108101/107321",17
"Up","GO:0030177","positive regulation of Wnt signaling pathway","33/3006","145/28928",0.227586206896552,2.19015761580288,4.89251746952183,1.15533859749819e-05,5.80318723870302e-05,2.86954653165419e-05,"240725/12316/110648/24136/12156/14734/270624/13607/14173/24088/18033/140577/192199/21803/69217/27412/16202/21929/93960/12560/12842/20379/20677/21752/26401/59036/20356/22402/27373/22410/71461/98170/15242",33
"Up","GO:0002246","wound healing involved in inflammatory response","7/3006","10/28928",0.7,6.73639387890885,6.17826837930747,1.1733564700165e-05,5.86486978859918e-05,2.90004717549654e-05,"12505/21857/21898/15368/12772/17312/14062",7
"Up","GO:0002725","negative regulation of T cell cytokine production","7/3006","10/28928",0.7,6.73639387890885,6.17826837930747,1.1733564700165e-05,5.86486978859918e-05,2.90004717549654e-05,"27218/20371/11846/14728/74048/57765/15216",7
"Up","GO:0033029","regulation of neutrophil apoptotic process","7/3006","10/28928",0.7,6.73639387890885,6.17826837930747,1.1733564700165e-05,5.86486978859918e-05,2.90004717549654e-05,"12765/12505/26570/18707/80885/16173/16952",7
"Up","GO:0042482","positive regulation of odontogenesis","7/3006","10/28928",0.7,6.73639387890885,6.17826837930747,1.1733564700165e-05,5.86486978859918e-05,2.90004717549654e-05,"12156/12977/21803/18751/13617/18053/13614",7
"Up","GO:0090091","positive regulation of extracellular matrix disassembly","7/3006","10/28928",0.7,6.73639387890885,6.17826837930747,1.1733564700165e-05,5.86486978859918e-05,2.90004717549654e-05,"18214/14726/16193/14086/234695/20356/30060",7
"Up","GO:1901724","positive regulation of cell proliferation involved in kidney development","7/3006","10/28928",0.7,6.73639387890885,6.17826837930747,1.1733564700165e-05,5.86486978859918e-05,2.90004717549654e-05,"16194/12267/71785/16416/17869/18591/13653",7
"Up","GO:0099175","regulation of postsynapse organization","40/3006","191/28928",0.209424083769634,2.01537588000265,4.79440530295465,1.24106110811471e-05,6.19823108800286e-05,3.06488689566131e-05,"20353/18187/210293/16560/226778/241514/433485/245537/108672/18481/13193/13175/13841/12933/74342/22421/243548/14812/11816/18223/80749/56212/13631/17118/14803/14739/68585/11418/217124/217333/140580/56320/17755/319504/59036/320712/19280/12558/225875/18011",40
"Up","GO:0071277","cellular response to calcium ion","23/3006","85/28928",0.270588235294118,2.60398418848577,5.04314277476512,1.26912798288308e-05,6.33324810335391e-05,3.1316497954573e-05,"16324/16510/12335/229731/16476/19415/54153/11690/14282/20190/13631/70261/28240/16477/234577/102278/13614/17260/14281/66871/22142/107589/14913",23
"Up","GO:0007254","JNK cascade","41/3006","198/28928",0.207070707070707,1.99272834801777,4.77317259572022,1.29488774216408e-05,6.45654188836775e-05,3.19261581957615e-05,"26921/27218/63953/22030/332579/16176/215653/245527/170743/665113/19260/18033/192656/140577/21898/22421/58804/26411/14219/17873/21943/244923/81897/17874/20379/13614/14063/17948/17951/17952/17940/26401/59036/19219/21926/17240/76589/16906/225884/13380/54612",41
"Up","GO:0007565","female pregnancy","46/3006","232/28928",0.198275862068966,1.90809186225251,4.72906221096583,1.31295659625955e-05,6.54131828177076e-05,3.23453585345569e-05,"16008/18783/19225/21824/17395/19223/17986/21857/80884/12801/22417/12740/19242/18430/11857/14282/21803/243897/13115/16477/11513/17390/16365/17381/16878/20856/171285/16859/20296/75909/16400/16416/192897/15216/13039/16398/14281/14114/105727/67760/16402/13731/15013/15018/14119/14283",46
"Up","GO:0071300","cellular response to retinoic acid","19/3006","63/28928",0.301587301587302,2.90230121767048,5.14725533584587,1.31953950405004e-05,6.56345156394071e-05,3.24548026735661e-05,"17005/17096/11303/16600/21923/56710/14620/69301/21677/19378/23999/20317/20296/12842/20682/17260/13837/21926/71461",19
"Up","GO:0090497","mesenchymal cell migration","19/3006","63/28928",0.301587301587302,2.90230121767048,5.14725533584587,1.31953950405004e-05,6.56345156394071e-05,3.24548026735661e-05,"20353/18187/14268/15559/14472/24136/108151/20346/20348/231858/20355/13617/21983/13614/22160/14573/20356/20681/12558",19
"Up","GO:0001558","regulation of cell growth","77/3006","456/28928",0.168859649122807,1.62500729535082,4.58110718600306,1.32761552177273e-05,6.59827066047989e-05,3.26269753324853e-05,"14268/20720/12767/381293/110648/19736/100040462/56177/12505/23892/22403/18846/13193/56191/12904/18049/56742/13841/21812/21923/12578/19207/55948/70433/20346/19415/16885/20355/12391/232370/232441/170770/629378/11816/21803/17136/244058/16202/237256/19886/16000/13115/16971/211323/69550/56437/17387/320563/23999/12774/68585/14566/22368/22059/66102/217124/16667/12189/217340/20698/16323/13614/56320/17755/20356/75766/18133/12818/22402/12983/27281/27279/12575/19280/13640/71653/332397",77
"Up","GO:0061982","meiosis I cell cycle process","33/3006","146/28928",0.226027397260274,2.17515653624258,4.84756450408216,1.3454954485646e-05,6.68171950287183e-05,3.30396112279107e-05,"76464/19361/12125/12531/20878/20957/229841/623474/19366/107995/69928/50878/110958/211651/19362/12447/18817/67141/54427/234396/74666/12442/235559/14841/268465/21973/11799/69716/105988/268930/214901/67052/12532",33
"Up","GO:0045604","regulation of epidermal cell differentiation","18/3006","58/28928",0.310344827586207,2.98657856700392,5.15713242316626,1.42807033144959e-05,7.08604801195818e-05,3.50389254377981e-05,"18772/14173/19207/16918/55948/14056/19695/14562/54200/404634/13115/235505/11688/20379/18109/12192/17133/22061",18
"Up","GO:0046328","regulation of JNK cascade","36/3006","166/28928",0.216867469879518,2.08700670947262,4.78287092299172,1.48506622757325e-05,7.36290313153336e-05,3.6407912195367e-05,"26921/27218/63953/22030/332579/16176/215653/245527/665113/19260/192656/140577/21898/22421/14219/17873/21943/244923/81897/17874/20379/13614/14063/17948/17951/17952/17940/26401/59036/21926/17240/76589/16906/225884/13380/54612",36
"Up","GO:0045664","regulation of neuron differentiation","48/3006","247/28928",0.194331983805668,1.87013826597817,4.67682944875755,1.50474644364587e-05,7.45445067760912e-05,3.68605943724491e-05,"320705/21367/12316/110648/17005/12010/16176/12156/228839/245522/17954/19716/14173/18049/242316/56710/16918/56198/17965/242748/16193/14357/233064/17136/12484/17172/14561/16412/54713/668253/12774/17268/68585/20304/18053/20682/21858/14634/17260/17755/18109/20666/15375/20471/20681/21815/27528/13380",48
"Up","GO:0048873","homeostasis of number of cells within a tissue","17/3006","53/28928",0.320754716981132,3.08675730300405,5.17798530045375,1.50993064328921e-05,7.4740957508416e-05,3.69577348737626e-05,"23797/74131/12977/56710/14284/18439/14255/12721/108670/12772/20682/12516/107573/14062/12818/22142/80859",17
"Up","GO:0046006","regulation of activated T cell proliferation","15/3006","43/28928",0.348837209302326,3.35700691639976,5.26709111865326,1.52785464778109e-05,7.55063058407852e-05,3.73361825374896e-05,"16008/27218/16184/16792/434215/11846/12484/14728/16000/16161/56532/16173/12524/21950/58205",15
"Up","GO:1904646","cellular response to amyloid-beta","15/3006","43/28928",0.348837209302326,3.35700691639976,5.26709111865326,1.52785464778109e-05,7.55063058407852e-05,3.73361825374896e-05,"16401/22329/21898/12293/21899/232975/16000/16971/12286/15894/18053/20963/14289/21926/83433",15
"Up","GO:0010454","negative regulation of cell fate commitment","9/3006","17/28928",0.529411764705882,5.09475167312434,5.75085484192986,1.55695476560236e-05,7.68206241145558e-05,3.79860835813219e-05,"240873/14581/16950/12515/14912/57765/16852/30051/13380",9
"Up","GO:0034112","positive regulation of homotypic cell-cell adhesion","9/3006","17/28928",0.529411764705882,5.09475167312434,5.75085484192986,1.55695476560236e-05,7.68206241145558e-05,3.79860835813219e-05,"16194/14726/16193/100952/18793/21943/20304/16852/246707",9
"Up","GO:1904888","cranial skeletal system development","23/3006","86/28928",0.267441860465116,2.57370530257315,4.97704858557466,1.5634443445477e-05,7.70340270106504e-05,3.80916065491575e-05,"98711/13345/18933/30791/21812/329872/18595/21803/270685/13617/17387/21813/268396/14634/212937/17260/22160/20471/21809/22061/12393/17126/74107",23
"Up","GO:0048562","embryonic organ morphogenesis","62/3006","347/28928",0.178674351585014,1.71945829762186,4.59138367733728,1.56379200437404e-05,7.70340270106504e-05,3.80916065491575e-05,"98711/14472/13345/18933/93840/15284/15431/23796/14118/30791/12814/21812/18124/20460/60613/230824/15530/17150/13836/18595/14581/15396/50530/21677/320878/270685/21412/109205/216285/14632/13617/15227/15209/17387/14463/20897/19378/76365/21813/216616/21414/20692/57265/20682/207607/14634/13614/212937/17260/18109/20666/22160/20471/21809/65256/68588/17869/12393/71461/17240/14119/17126",62
"Up","GO:0006029","proteoglycan metabolic process","24/3006","92/28928",0.260869565217391,2.51045734617721,4.94136350940113,1.62690309797684e-05,7.9950294069647e-05,3.95336355033002e-05,"240725/98388/74241/319901/93840/72136/12156/170441/50786/12229/12814/230815/15476/15442/110006/59031/330671/212898/16000/14241/15211/108153/239337/78923",24
"Up","GO:0010827","regulation of D-glucose transmembrane transport","24/3006","92/28928",0.260869565217391,2.51045734617721,4.94136350940113,1.62690309797684e-05,7.9950294069647e-05,3.95336355033002e-05,"98496/227358/24014/18611/20511/16176/228775/14734/18124/23921/15277/20167/76686/18751/16000/93898/13617/14783/13614/21752/17869/21926/12266/107221",24
"Up","GO:0042246","tissue regeneration","24/3006","92/28928",0.260869565217391,2.51045734617721,4.94136350940113,1.62690309797684e-05,7.9950294069647e-05,3.95336355033002e-05,"63953/12335/50706/242050/77578/19221/66815/74777/18787/19242/14056/26903/22421/12527/12833/16000/16795/14463/12224/18133/22410/18815/12575/16952",24
"Up","GO:0035265","organ growth","45/3006","227/28928",0.198237885462555,1.90772639742541,4.67553499921576,1.62844070444055e-05,7.99617841499911e-05,3.95393170915109e-05,"19736/18214/15284/21825/14178/12125/74131/14173/21827/21812/14284/76943/18595/666279/12391/12288/12444/56449/14159/12534/16000/14632/211323/234214/58994/14463/17967/21813/17268/11548/20682/76937/13614/17260/268697/12818/22402/17069/19094/13052/18712/14465/18596/17126/19091",45
"Up","GO:0000212","meiotic spindle organization","11/3006","25/28928",0.44,4.23430472388556,5.50923643169523,1.66680879082004e-05,8.17149345651422e-05,4.04062108321976e-05,"12316/20878/229841/67141/219114/12442/103768/17886/105988/67052/66468",11
"Up","GO:1901739","regulation of myoblast fusion","11/3006","25/28928",0.44,4.23430472388556,5.50923643169523,1.66680879082004e-05,8.17149345651422e-05,4.04062108321976e-05,"215257/67220/12508/17329/15945/259300/16190/23886/20307/14251/50930",11
"Up","GO:0090276","regulation of peptide hormone secretion","52/3006","276/28928",0.188405797101449,1.81310808335021,4.62207811656813,1.67502239645392e-05,8.2010066578527e-05,4.05521470239063e-05,"26921/78896/269224/16324/14118/16176/18111/11747/99571/14161/110135/12801/16193/50765/12638/14761/12288/233079/22228/18751/101772/28240/15364/16971/18300/12143/21943/235442/16878/216856/13447/18126/276952/20304/11799/15216/20677/14063/14064/27220/14226/238377/12652/19219/18133/17886/11307/21926/13640/27060/56708/107221",52
"Up","GO:0099068","postsynapse assembly","26/3006","104/28928",0.25,2.40585495675316,4.89093616226559,1.67550323533172e-05,8.2010066578527e-05,4.05521470239063e-05,"20353/210293/226778/433485/245537/13193/13175/12933/74342/243548/18223/80749/56212/14739/68585/216856/11418/217124/217333/140580/17755/320712/19280/12558/225875/18011",26
"Up","GO:0010761","fibroblast migration","21/3006","75/28928",0.28,2.69455755156354,5.00383983069161,1.69062245211541e-05,8.26841108359155e-05,4.0885446860946e-05,"18214/24136/21825/18481/14173/108911/68303/21803/16202/83397/16412/319480/18858/16416/114886/18133/18810/18591/70445/11475/54132",21
"Up","GO:0002281","macrophage activation involved in immune response","10/3006","21/28928",0.476190476190476,4.58258087000602,5.59262978713608,1.72943163797464e-05,8.42462608077718e-05,4.16578951465653e-05,"16803/26903/22177/216161/13051/171285/20963/21926/83433/77125",10
"Up","GO:0006268","DNA unwinding involved in DNA replication","10/3006","21/28928",0.476190476190476,4.58258087000602,5.59262978713608,1.72943163797464e-05,8.42462608077718e-05,4.16578951465653e-05,"17215/19361/69270/17216/12144/17218/272551/79456/17217/12544",10
"Up","GO:0045064","T-helper 2 cell differentiation","10/3006","21/28928",0.476190476190476,4.58258087000602,5.59262978713608,1.72943163797464e-05,8.42462608077718e-05,4.16578951465653e-05,"15284/16193/12051/16190/17863/16173/16362/216799/53314/16952",10
"Up","GO:0070431","nucleotide-binding oligomerization domain containing 2 signaling pathway","10/3006","21/28928",0.476190476190476,4.58258087000602,5.59262978713608,1.72943163797464e-05,8.42462608077718e-05,4.16578951465653e-05,"67313/19260/192656/21898/21929/210808/16145/54396/18035/65221",10
"Up","GO:1905153","regulation of membrane invagination","10/3006","21/28928",0.476190476190476,4.58258087000602,5.59262978713608,1.72943163797464e-05,8.42462608077718e-05,4.16578951465653e-05,"16803/14129/83382/217303/14063/16398/105855/83433/12266/106572",10
"Up","GO:0050708","regulation of protein secretion","61/3006","341/28928",0.178885630498534,1.72149152330725,4.56389941629267,1.75662713580334e-05,8.55031287609673e-05,4.22793882894689e-05,"26921/16324/14118/16176/18111/11747/99571/14161/110135/24088/12801/22249/21898/16193/18439/80885/12638/14761/12288/11816/16534/21803/233079/22228/18751/13491/101772/11540/28240/16000/16971/18300/12143/216856/13447/18126/20304/66809/217344/11799/20677/14063/14062/14064/27220/14226/21809/238377/12652/19219/18133/17886/11307/21926/12488/83433/13640/27060/98170/16952/107765",61
"Up","GO:0071634","regulation of transforming growth factor beta production","13/3006","34/28928",0.382352941176471,3.67954287503425,5.32363495040188,1.81102051896385e-05,8.80807997050379e-05,4.35539890240398e-05,"14268/19225/16963/21825/20371/22177/17863/12484/17022/20312/14114/12488/14465",13
"Up","GO:0030278","regulation of ossification","33/3006","148/28928",0.222972972972973,2.14576252899606,4.7587403666624,1.8141840793132e-05,8.81647461048167e-05,4.3595498644602e-05,"18214/23892/12156/20937/14758/12977/16007/22417/100038882/231633/18439/12311/21333/19242/17313/21803/21990/13654/13115/102657/212943/12768/20682/17260/20666/22160/19219/18133/22410/12393/106522/14119/13380",33
"Up","GO:0045216","cell-cell junction organization","46/3006","235/28928",0.195744680851064,1.88373324273439,4.6321122657324,1.84981316305532e-05,8.9825052486289e-05,4.44164830834053e-05,"227289/269116/18772/67313/241431/23796/16176/104010/20613/192176/18417/170643/11853/12557/21812/64817/13836/12740/12739/231830/11461/14086/12527/21803/18223/19152/71908/12552/12560/16412/22330/239096/18858/14063/14062/21809/18810/56233/20583/12737/13052/56173/54419/21926/12488/12558",46
"Up","GO:0006024","glycosaminoglycan biosynthetic process","18/3006","59/28928",0.305084745762712,2.93595859129199,5.06895145670321,1.85652971257553e-05,8.99375728848796e-05,4.44721219084569e-05,"74241/76969/72136/16176/18033/15476/59031/21803/330671/212898/58994/15211/19219/15117/18591/56375/78923/18596",18
"Up","GO:0051955","regulation of amino acid transport","18/3006","59/28928",0.305084745762712,2.93595859129199,5.06895145670321,1.85652971257553e-05,8.99375728848796e-05,4.44721219084569e-05,"18000/19736/16181/72401/16176/15565/18439/14812/11846/11540/20539/16412/246049/105727/67760/14805/21926/19091",18
"Up","GO:1900024","regulation of substrate adhesion-dependent cell spreading","18/3006","59/28928",0.305084745762712,2.93595859129199,5.06895145670321,1.85652971257553e-05,8.99375728848796e-05,4.44721219084569e-05,"277360/320664/192176/50706/20194/108911/14726/56753/50918/16202/16416/70450/56320/15117/14114/20440/30060/13640",18
"Up","GO:0048511","rhythmic process","64/3006","364/28928",0.175824175824176,1.69202985969453,4.52457661127871,1.93707198541902e-05,9.37652919224534e-05,4.6364843517569e-05,"19275/21934/18783/76843/64707/19215/21930/381413/20937/245537/18049/11603/16193/18595/13874/19092/12740/19242/14056/18430/14812/19698/232975/26362/107503/21990/109042/13491/12534/11540/12833/12952/16000/21853/14068/17390/16531/12362/24046/14566/12981/84653/22059/216869/20317/18126/18053/21973/16323/18212/27220/22160/19219/15117/17886/27373/11504/12394/21926/13078/13653/19091/15566/18034",64
"Up","GO:0035270","endocrine system development","34/3006","155/28928",0.219354838709677,2.11094370398987,4.72255757204342,1.96684584332536e-05,9.51314318384417e-05,4.70403692065445e-05,"16324/12156/14173/16194/21812/22417/12571/16193/18595/12638/50781/14912/17172/15364/14632/14561/13617/15209/12759/20897/19378/20682/20677/13614/20471/17069/12018/13078/14465/12558/18596/225631/17126/15242",34
"Up","GO:0002347","response to tumor cell","17/3006","54/28928",0.314814814814815,3.0295951307262,5.08352248586691,1.99140119076907e-05,9.62432112134494e-05,4.75901192866799e-05,"18566/16963/20375/16600/16792/243655/27007/19294/52118/21803/72310/77777/19369/12484/207181/171285/225825",17
"Up","GO:0034340","response to type I interferon","25/3006","99/28928",0.252525252525253,2.43015652197289,4.85398368170413,2.00761238892415e-05,9.6858234166717e-05,4.78942344065001e-05,"20846/56489/71586/56045/58203/54651/100038882/23962/231655/246728/246727/23961/23960/246730/68713/66141/213002/54123/434341/17381/319278/17874/17858/72512/12642",25
"Up","GO:0019233","sensory perception of pain","26/3006","105/28928",0.247619047619048,2.38294205240313,4.83438211181227,2.00886472949721e-05,9.6858234166717e-05,4.78942344065001e-05,"12767/17391/229323/17035/18049/18619/21898/18439/21333/14812/17984/101772/211323/16173/24046/12772/216856/216869/20296/20302/14062/16398/18133/12297/21926/15566",26
"Up","GO:0042475","odontogenesis of dentin-containing tooth","26/3006","105/28928",0.247619047619048,2.38294205240313,4.83438211181227,2.00886472949721e-05,9.6858234166717e-05,4.78942344065001e-05,"22420/22409/12125/12156/13607/12977/21923/12986/18595/666279/13406/18787/12638/21803/320100/18751/58994/13393/18053/14634/14313/18383/22061/12393/14465/27060",26
"Up","GO:0055094","response to lipoprotein particle","14/3006","39/28928",0.358974358974359,3.454560963543,5.22338220201086,2.0146584981851e-05,9.70612770571028e-05,4.79946345828028e-05,"14127/381524/21898/21899/12527/11816/21803/16414/58994/16412/17874/12514/20963/83433",14
"Up","GO:0050905","neuromuscular process","44/3006","222/28928",0.198198198198198,1.90734447021872,4.6214076245688,2.0199997016658e-05,9.72422148376481e-05,4.80841042757926e-05,"12628/12372/16510/17754/19700/228785/14239/245537/108012/64378/18619/18124/16498/22223/12391/14812/21954/232975/243931/14912/13491/21953/11540/71912/17172/16795/13617/12286/16531/319984/18039/20897/15211/74492/18858/11443/216856/13385/217154/56320/212937/93686/22142/21926",44
"Up","GO:0007548","sex differentiation","65/3006","372/28928",0.174731182795699,1.6815115289135,4.50513617881137,2.04990461633657e-05,9.86044314666052e-05,4.87576899869197e-05,"98711/19275/16322/51800/16324/12316/18783/21930/228421/14178/12125/12608/333639/192176/236899/77595/20758/21812/22417/20346/18595/13874/381677/18787/16848/12638/15396/56449/26362/56312/21412/15364/11499/17390/15209/17387/14463/15894/20897/81897/380684/21414/14566/216869/20682/16323/20719/212937/13039/78925/73296/218454/14313/20969/19219/20289/17886/22061/11504/12394/20681/12018/12488/13078/14465",65
