"Cluster","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Up","GO:0002697","regulation of immune effector process","197/3006","487/28928",0.404517453798768,3.89284128525973,21.9244440279681,1.14475545432059e-68,7.02078520134819e-65,3.47162154094487e-65,"214855/16177/16182/16174/12487/13345/18566/12269/67313/19264/12628/240873/16963/26904/14131/14127/18106/27218/12523/30925/74748/63953/15284/22030/332579/12258/20375/12010/16176/16803/21939/20371/22376/18636/74131/12229/170743/24088/12479/20202/16447/14129/19260/17096/192656/230073/18124/64817/21898/230738/16792/19204/14191/21938/22163/14190/16193/100689/20311/56744/14825/18439/17969/83408/66873/16950/16768/17057/17059/80782/232408/12515/56644/243655/16643/27007/16641/503550/21946/19294/52118/21803/26362/233046/22177/243910/233079/12483/243958/12493/14159/15458/16190/246779/20737/16409/670558/77777/21929/379043/667281/19368/19369/19370/56554/11846/215900/12484/14728/74048/16414/73914/14128/234311/69550/15368/50931/15227/13421/16854/56532/210808/12362/12363/55991/54725/16173/214763/81897/17874/13051/12772/68585/171285/16362/216799/216869/18806/327957/16859/237877/20296/57765/12775/80861/217303/70450/15223/77727/15216/20723/20706/20963/14063/22160/21809/16016/16019/16197/223601/19354/16852/105855/56722/17174/12524/12519/84544/80859/57757/14972/15000/14999/21354/21355/100504404/667612/21926/16992/14964/15006/15013/15015/110557/15018/110558/15007/14991/14990/83433/12266/22324/16149/225825/56708/16952/77125",197
"Up","GO:0050867","positive regulation of cell activation","177/3006","407/28928",0.434889434889435,4.18512361027331,22.0370295717789,1.52248632861907e-67,4.66870432671037e-64,2.30857005934291e-64,"22637/107527/17082/227059/12487/54167/16008/16331/19264/18783/20344/16963/18214/18106/27218/63953/15284/16184/20375/21825/12335/12010/16176/16803/21939/20371/74131/192176/16186/12229/58194/751864/320832/668101/100038947/381484/12479/73182/242122/19260/22329/252838/192656/18124/64817/21898/16818/12399/14726/22163/16193/231130/21899/74734/57914/108723/11461/11987/21333/12638/13848/83408/17474/12504/56644/27007/232801/19294/16534/21803/26362/22177/243910/12144/16170/13032/16190/12721/20737/16408/11501/77777/17863/19369/14219/12484/14728/74048/16000/67596/170780/170779/170776/24099/16161/12400/234695/17387/13655/21943/321019/17394/21838/12501/16173/102657/81897/21813/17874/12772/56193/171285/347708/171284/171283/16362/216799/16859/237877/20296/20304/57765/12775/217304/14634/20677/12522/20963/17260/380797/16019/16197/223601/16852/18591/72049/22410/105855/12703/14724/12524/12519/16423/80859/12394/12575/320484/15001/14998/15000/14999/15002/14961/14960/14969/381091/100504404/547431/11629/21926/14991/83433/21950/50930/22324/53603/16149/18596/225825/56708/78317/12507/12511/16952/58205/77125/11475",177
"Up","GO:0070661","leukocyte proliferation","169/3006","378/28928",0.447089947089947,4.30253426128343,22.0090911071796,1.05767146709214e-66,2.16223303589203e-63,1.06917596375174e-63,"22637/227059/20849/12487/12477/16008/18173/16331/12767/54354/19264/240873/16963/18106/27218/30925/16184/12505/23892/16176/21939/74614/12608/20371/17986/74131/56501/17698/12229/12479/27371/242122/19260/12977/22329/242202/17096/192656/21898/12578/51797/16792/22417/18782/21938/21942/22163/16193/14284/18439/108723/14255/11987/21333/13848/93695/12504/93675/21803/22177/12483/243958/12493/12144/434215/12478/246779/12721/20737/16408/16409/381924/27027/237256/11846/12484/14728/74048/16414/12798/16000/170786/170780/170779/170776/24099/16161/16477/20312/234695/19171/76527/20390/16854/56532/12759/21943/321019/12501/16173/102657/81897/21813/17874/12772/94176/171285/16362/12981/57916/22059/16859/237877/20293/20556/20555/20304/22780/12775/217303/15223/20963/17260/14063/17079/238875/14226/20666/380797/16019/16197/18162/17869/12984/12983/19354/72049/105855/13731/20440/12524/12519/208154/80859/12575/320484/15000/14999/14960/547431/11629/16988/14991/83433/224860/20230/50498/21950/16149/27060/56708/78317/12511/16952/58205/77125/15242/15201/12982",169
"Up","GO:0050900","leukocyte migration","173/3006","409/28928",0.422982885085575,4.07054188281953,21.2971488271719,8.24547322030037e-64,1.26423718150255e-60,6.25137061781194e-61,"16177/12765/20297/64095/240873/20343/20344/16963/14131/14127/27218/98365/74748/227541/15139/21930/16401/20375/23892/21825/16176/16803/17395/277360/17698/12766/14205/70839/24088/66166/20201/20202/19260/12977/22329/17096/12986/19204/17965/100952/20311/57349/56744/330122/14825/20310/17329/15945/55985/20750/14747/20345/56221/18787/19242/71660/26903/12267/12527/12515/27007/378425/319430/12273/16534/232983/21803/233079/16170/114332/12721/20737/16408/16409/11501/12484/16414/28240/17123/19152/12798/14068/23886/17925/13617/50931/17390/20299/20312/75458/58994/76527/16412/16854/17387/56532/21943/110168/321019/71785/14345/15894/21838/270152/54725/104099/17874/13051/12768/12771/12772/246177/68585/216799/22059/66102/216892/16859/20296/20306/20292/20293/20307/20290/20304/20308/20305/20302/20303/16400/57765/12775/16416/217303/15223/13614/20963/57266/21828/14063/16398/109700/18654/12652/65256/19219/18133/18810/19354/18591/16421/105855/13731/57781/14525/16423/13052/67374/18815/14289/17916/106512/11629/21926/27226/58217/83433/50930/22324/16149/16952/77125/12642",173
"Up","GO:0007159","leukocyte cell-cell adhesion","175/3006","434/28928",0.403225806451613,3.88041122056961,20.5889681408538,8.93034016713815e-61,1.09539552490117e-57,5.41648632032105e-58,"22637/107527/12487/12477/54167/16008/18566/240754/19264/12628/240873/20343/20344/16963/18106/27218/63953/15284/16184/16401/12505/21825/12010/16176/12608/20371/74131/17698/16186/751864/320832/668101/100038947/381484/12479/20201/20202/69769/242122/19260/22329/242202/192656/18124/16600/12578/230738/16818/16792/19204/12399/18782/14190/16193/74734/56744/20345/14357/15507/108723/11461/11987/13848/83408/93695/16950/12504/16768/12515/108078/21803/243910/12493/12144/434215/16190/12721/20737/16408/16409/11501/27027/237256/11846/12484/14728/74048/11540/16414/17123/16000/67596/170780/170779/170776/24099/16161/12400/234695/16412/20390/16854/13655/21943/14345/15894/23871/21838/12501/16173/102657/21813/13051/12772/171285/16362/216799/16859/20296/20555/20304/57765/12775/217303/15223/14634/15216/20677/12522/20963/16197/15117/223601/19354/16852/72049/22410/16421/16402/105855/12703/12524/12519/100043314/208154/16423/80859/67374/12394/320484/15001/14998/15000/14999/15002/14961/14960/14969/381091/100504404/547431/11629/21926/14991/76905/21950/50930/22324/16149/78317/108101/12507/12511/16952/58205",175
"Up","GO:0002696","positive regulation of leukocyte activation","162/3006","383/28928",0.422976501305483,4.07048044902362,20.5993080611938,8.80234707763391e-60,8.99746577118813e-57,4.44904595274795e-57,"22637/107527/17082/227059/12487/54167/16008/16331/19264/18783/16963/18106/27218/63953/15284/16184/20375/21825/12010/16176/16803/21939/20371/74131/16186/12229/58194/751864/320832/668101/100038947/381484/12479/242122/19260/22329/252838/192656/18124/21898/16818/12399/22163/16193/231130/21899/74734/57914/108723/11461/11987/21333/12638/13848/83408/17474/12504/56644/27007/19294/16534/21803/26362/22177/243910/12144/16170/13032/16190/12721/20737/16408/11501/77777/19369/12484/14728/74048/16000/67596/170780/170779/170776/24099/16161/12400/234695/17387/13655/21943/321019/17394/21838/12501/16173/102657/81897/21813/17874/12772/171285/347708/171284/171283/16362/216799/16859/237877/20296/20304/57765/12775/217304/14634/20677/12522/20963/17260/380797/16019/16197/223601/16852/72049/22410/105855/12703/12524/12519/16423/80859/12394/12575/320484/15001/14998/15000/14999/15002/14961/14960/14969/381091/100504404/547431/11629/21926/14991/83433/21950/50930/22324/53603/16149/225825/56708/78317/12507/12511/16952/58205/77125",162
"Up","GO:0006935","chemotaxis","183/3006","481/28928",0.38045738045738,3.66130109842685,20.042885607803,6.58756780867397e-59,5.77165048151393e-56,2.85395230929169e-56,"20353/18187/14268/12765/20297/64095/12767/240873/20343/16963/14131/14127/27218/98365/74748/227541/15139/21930/20375/23892/21825/14178/16176/16803/17395/277360/18846/12766/58861/14205/14173/70839/66166/20198/381493/20201/20202/12977/22329/16007/17096/13841/12986/19204/17965/13836/18707/11603/108151/20346/15234/20348/18595/20311/57349/56744/330122/14825/20310/17329/15945/55985/20750/14747/56221/15507/18787/18590/19242/71660/20355/26903/12267/27007/319430/12273/232983/21803/233079/20210/14159/16170/56212/12721/16409/11501/16985/16414/28240/16971/14068/211323/17925/13617/17390/20299/20312/20295/75458/68119/76527/54713/13587/16854/93726/13655/21943/110168/321019/71785/270152/21983/12773/102545/104099/13051/12776/59289/12769/80901/23832/12768/12771/12772/12774/14172/94176/216869/66102/16859/20296/20306/20292/20293/20307/20290/20304/20308/20305/20302/20303/12775/16416/73710/13614/20963/57266/21828/14063/16398/109700/30955/18654/12652/20356/18133/223601/18810/19354/18591/668218/105855/20583/20440/19876/13052/64074/14293/14289/106512/11629/27226/58217/83433/50930/22324/13640/68545/16948/16149/18596/16952/12642",183
"Up","GO:0042330","taxis","183/3006","483/28928",0.37888198757764,3.64614043135262,19.9707979439341,1.38926246402543e-58,1.06504333648349e-55,5.26640152481218e-56,"20353/18187/14268/12765/20297/64095/12767/240873/20343/16963/14131/14127/27218/98365/74748/227541/15139/21930/20375/23892/21825/14178/16176/16803/17395/277360/18846/12766/58861/14205/14173/70839/66166/20198/381493/20201/20202/12977/22329/16007/17096/13841/12986/19204/17965/13836/18707/11603/108151/20346/15234/20348/18595/20311/57349/56744/330122/14825/20310/17329/15945/55985/20750/14747/56221/15507/18787/18590/19242/71660/20355/26903/12267/27007/319430/12273/232983/21803/233079/20210/14159/16170/56212/12721/16409/11501/16985/16414/28240/16971/14068/211323/17925/13617/17390/20299/20312/20295/75458/68119/76527/54713/13587/16854/93726/13655/21943/110168/321019/71785/270152/21983/12773/102545/104099/13051/12776/59289/12769/80901/23832/12768/12771/12772/12774/14172/94176/216869/66102/16859/20296/20306/20292/20293/20307/20290/20304/20308/20305/20302/20303/12775/16416/73710/13614/20963/57266/21828/14063/16398/109700/30955/18654/12652/20356/18133/223601/18810/19354/18591/668218/105855/20583/20440/19876/13052/64074/14293/14289/106512/11629/27226/58217/83433/50930/22324/13640/68545/16948/16149/18596/16952/12642",183
"Up","GO:0032943","mononuclear cell proliferation","149/3006","343/28928",0.434402332361516,4.18043601814835,20.1779275194625,7.2790755276599e-57,4.96028557901535e-54,2.45275047896938e-54,"22637/227059/12487/12477/16008/18173/16331/12767/54354/19264/240873/16963/18106/27218/30925/16184/12505/16176/21939/12608/20371/74131/56501/17698/12229/12479/27371/242122/19260/12977/22329/242202/17096/192656/21898/12578/51797/16792/22417/18782/21938/21942/22163/16193/14284/18439/108723/14255/11987/21333/13848/93695/12504/93675/21803/22177/12483/243958/12493/12144/434215/12478/246779/12721/20737/16408/16409/381924/27027/237256/11846/12484/14728/74048/16414/12798/16000/170786/170780/170779/170776/24099/16161/234695/19171/20390/16854/56532/321019/12501/16173/102657/81897/21813/17874/12772/94176/171285/16362/57916/22059/16859/237877/20556/20555/20304/22780/12775/217303/15223/20963/17260/17079/238875/14226/20666/380797/16019/16197/17869/19354/72049/105855/13731/20440/12524/12519/208154/80859/12575/320484/15000/14999/14960/547431/11629/16988/14991/224860/20230/50498/21950/16149/56708/78317/12511/16952/58205/15201",149
"Up","GO:0046651","lymphocyte proliferation","146/3006","336/28928",0.43452380952381,4.18160504388049,19.9758638982399,9.4017550108395e-56,5.76609634814787e-53,2.85120591433985e-53,"22637/227059/12487/12477/16008/18173/16331/12767/54354/19264/240873/16963/18106/27218/30925/16184/12505/16176/21939/12608/20371/74131/56501/17698/12229/12479/27371/242122/19260/22329/242202/17096/192656/21898/12578/51797/16792/22417/18782/21938/21942/22163/16193/14284/18439/108723/14255/11987/21333/13848/93695/12504/93675/21803/22177/12483/243958/12493/12144/434215/12478/246779/12721/20737/16408/16409/381924/27027/237256/11846/12484/14728/74048/16414/16000/170786/170780/170779/170776/24099/16161/234695/19171/20390/16854/56532/321019/12501/16173/102657/81897/21813/17874/12772/94176/171285/16362/57916/22059/16859/237877/20556/20555/20304/22780/12775/217303/15223/20963/17260/17079/238875/14226/20666/380797/16019/16197/17869/19354/72049/105855/13731/12524/12519/208154/80859/12575/320484/15000/14999/14960/547431/11629/16988/14991/224860/20230/50498/21950/16149/56708/78317/12511/16952/58205/15201",146
"Up","GO:0050863","regulation of T cell activation","160/3006","397/28928",0.403022670025189,3.87845635345598,19.6656514629343,1.41812015425193e-55,7.90666446002465e-53,3.90966905684193e-53,"22637/107527/12487/12477/54167/16008/18566/240754/19264/240873/16963/18106/27218/63953/15284/16184/12505/12010/16176/12608/20371/74131/16186/751864/320832/668101/100038947/381484/12479/69769/242122/19260/22329/242202/252838/192656/54390/12578/230738/16818/16792/12399/18782/21938/21942/14190/16193/74734/56744/14357/15507/108723/11461/11987/13848/83408/93695/16950/211651/12504/16768/93675/12515/21803/243910/12493/12144/434215/16190/16797/246779/12721/20737/16408/11501/27027/237256/11846/12484/14728/74048/11540/16000/67596/170786/170780/170779/170776/24099/16161/12400/234695/20390/16854/56532/13655/21943/21838/12501/16173/102657/214763/21813/12772/171285/21414/16362/216799/15218/16859/20296/20555/20304/57765/12775/217303/15223/14634/15216/20677/12522/20963/16197/223601/19354/16852/72049/22410/105855/12703/12524/12519/100043314/208154/16423/80859/12394/320484/15001/14998/15000/14999/15002/14961/14960/14969/381091/100504404/547431/11629/14991/21950/50930/22324/16149/78317/12507/12511/16952/58205",160
"Up","GO:1903037","regulation of leukocyte cell-cell adhesion","157/3006","393/28928",0.399491094147583,3.84447051613482,19.3339551164169,6.18705316584865e-54,3.16209975551248e-51,1.56358773428158e-51,"22637/107527/12487/12477/54167/16008/18566/240754/19264/240873/20344/16963/18106/27218/63953/15284/16184/16401/12505/12010/16176/12608/20371/74131/16186/751864/320832/668101/100038947/381484/12479/69769/242122/19260/22329/242202/192656/18124/16600/12578/230738/16818/16792/19204/12399/18782/14190/16193/74734/56744/14357/15507/108723/11461/11987/13848/83408/93695/16950/12504/16768/12515/21803/243910/12493/12144/434215/16190/12721/20737/16408/11501/27027/237256/11846/12484/14728/74048/11540/16414/16000/67596/170780/170779/170776/24099/16161/12400/234695/20390/16854/13655/21943/14345/15894/23871/21838/12501/16173/102657/21813/12772/171285/16362/216799/16859/20296/20555/20304/57765/12775/217303/15223/14634/15216/20677/12522/20963/16197/15117/223601/16852/72049/22410/105855/12703/12524/12519/100043314/208154/16423/80859/12394/320484/15001/14998/15000/14999/15002/14961/14960/14969/381091/100504404/547431/11629/21926/14991/21950/50930/22324/16149/78317/12507/12511/16952/58205",157
"Up","GO:0060326","cell chemotaxis","141/3006","337/28928",0.41839762611276,4.02641601070855,19.0300897404363,1.9948202689359e-51,9.41094823798762e-49,4.653503801461e-49,"12765/20297/64095/12767/240873/20343/16963/14131/14127/27218/98365/74748/227541/15139/21930/20375/23892/21825/16176/16803/17395/277360/12766/14205/14173/66166/20201/20202/12977/22329/17096/12986/17965/13836/15234/18595/20311/57349/56744/330122/14825/20310/17329/15945/55985/20750/14747/56221/15507/18787/19242/71660/26903/12267/27007/319430/12273/232983/233079/20210/16170/56212/12721/16409/11501/16414/28240/14068/17925/13617/17390/20299/20312/20295/75458/76527/16854/13655/21943/110168/321019/71785/270152/21983/12773/104099/13051/12776/59289/12769/80901/23832/12768/12771/12772/12774/14172/216869/66102/20296/20306/20292/20293/20307/20290/20304/20308/20305/20302/20303/12775/13614/20963/57266/21828/14063/109700/18654/12652/20356/18133/18810/19354/18591/668218/105855/20583/13052/64074/14289/106512/11629/27226/58217/50930/22324/16948/16149/18596/16952/12642",141
"Up","GO:0070663","regulation of leukocyte proliferation","128/3006","286/28928",0.447552447552448,4.30698509740426,19.1392765149012,9.3119914539176e-51,4.07931739906262e-48,2.0171313818599e-48,"22637/227059/12487/12477/16008/16331/54354/19264/240873/16963/18106/27218/16184/12505/23892/16176/21939/74614/12608/20371/74131/12229/12479/242122/19260/12977/22329/242202/17096/192656/21898/12578/16792/18782/21938/21942/22163/16193/108723/11987/21333/93695/12504/93675/21803/22177/12483/243958/12493/12144/434215/246779/12721/20737/16408/27027/237256/11846/12484/14728/74048/12798/16000/170786/170780/170779/170776/24099/16161/234695/76527/20390/16854/56532/321019/12501/16173/102657/81897/21813/17874/12772/171285/16362/12981/57916/16859/237877/20293/20555/20304/22780/12775/217303/15223/20963/17260/20666/380797/16019/12984/12983/19354/72049/105855/20440/12524/12519/208154/12575/320484/15000/14999/14960/547431/11629/16988/14991/21950/16149/56708/78317/12511/16952/58205/77125/15242/12982",128
"Up","GO:0045088","regulation of innate immune response","174/3006","496/28928",0.350806451612903,3.37595776189556,18.1755592038808,3.71956405531232e-50,1.47833666835931e-47,7.31004478197014e-48,"16174/56489/226421/67313/12628/16963/26904/30925/74748/383619/102639543/545384/236312/226691/15951/100040462/381308/15950/226695/63953/215243/332579/71586/12258/20375/56045/16803/58203/54651/71398/279572/56496/12229/170744/170743/24088/66166/20201/20202/19260/71481/211550/229898/229900/14468/14469/17096/192656/230073/21898/100340/14191/55948/100038882/231130/21897/21899/13874/14581/231655/246727/23961/23960/246730/17969/78781/83408/66873/414084/19695/56620/56619/16768/17057/17059/80782/232408/56644/243655/16643/27007/16641/503550/11816/19294/52118/21803/233046/22177/233079/244183/434219/20128/15458/244202/11501/54123/77777/21929/379043/19369/11846/215900/73914/234311/434341/170737/239081/210808/16365/12362/12363/17381/54725/214763/81897/72179/17874/12768/68585/171285/16362/16145/54396/216799/20877/216869/327957/637515/16859/80861/217303/387565/140497/217306/246746/16364/20723/20706/20963/212937/14063/18035/54483/547253/80285/12524/84544/80859/14289/18712/17916/21354/21355/667612/21926/14251/14991/224840/83433/76438/19280/22324/140792/72512/12475/225471/16149/225825/54445/14283/65221/207521/83490",174
"Up","GO:0030098","lymphocyte differentiation","169/3006","472/28928",0.358050847457627,3.44567362450241,18.2429263963401,3.85674004463541e-50,1.47833666835931e-47,7.31004478197014e-48,"22637/107527/16182/20849/12487/12477/210293/16331/19264/240873/14127/17085/27218/30925/74748/63953/15284/16184/20375/12505/12010/16176/277360/20371/75974/74131/16186/12229/12479/16194/19260/252838/12557/192656/21949/12578/230738/16818/16792/12399/22417/18782/21942/12571/14190/16193/14284/74734/56744/14357/15507/16848/108723/11461/14255/14056/83408/16950/211651/17474/56619/12504/16768/12515/21946/19698/12051/18987/21803/26362/243910/272382/12144/16190/12478/246779/20737/11501/244234/21929/17863/210757/12484/14728/74048/67596/24099/17095/12400/234695/15900/17387/56532/13655/110168/321019/12502/12500/12501/16173/18985/12047/81897/102545/21813/13813/12769/12772/22778/94176/16428/21414/16362/16145/216799/22059/15218/16859/103743/57765/22780/12775/20848/15985/15223/77727/14634/20677/16364/12522/20963/432763/13039/79221/12192/53314/16019/19219/16197/20442/17068/16852/74039/56233/22410/105855/12703/80859/12394/12018/57757/15001/14998/14960/100504404/14991/12393/224860/20230/21950/22324/13653/16149/27060/56708/12482/16952/15242/15201",169
"Up","GO:0022409","positive regulation of cell-cell adhesion","140/3006","340/28928",0.411764705882353,3.96258463465226,18.7124335290432,4.63862119545697e-50,1.67345081127868e-47,8.27484065889259e-48,"22637/107527/12487/54167/16008/18772/19264/20344/16963/18106/27218/269152/63953/15284/16184/16401/12505/12010/16176/20371/74131/16186/751864/320832/668101/100038947/381484/99571/14161/110135/12479/16194/242122/19260/22329/192656/18124/16818/19204/12399/14726/16193/100952/74734/55985/108723/11461/11987/13848/83408/12504/18793/21803/243910/12144/108797/16190/12721/20737/16408/11501/12484/14728/74048/16414/16000/67596/170780/170779/170776/24099/16161/20312/12400/234695/13655/21943/14345/15894/23871/21838/12501/16173/102657/76365/21813/12772/12774/11492/171285/16362/216799/16859/20296/20304/12775/14634/20677/12522/20963/16197/15117/223601/16852/72049/22410/105855/12703/12524/12519/16423/80859/12394/320484/15001/14998/15000/14999/15002/14961/14960/14969/381091/100504404/547431/11629/21926/14251/14991/21950/50930/22324/246707/70417/16149/78317/12507/12511/16952/58205",140
"Up","GO:0002703","regulation of leukocyte mediated immunity","133/3006","319/28928",0.41692789968652,4.012272216278,18.4225672919476,2.39126784206579e-48,8.14758093077192e-46,4.02879687309446e-46,"214855/16177/16182/16174/12487/18566/12269/19264/16963/26904/14131/14127/27218/12523/30925/22030/20375/12010/16176/21939/20371/22376/74131/12229/24088/12479/14129/17096/230073/64817/21898/19204/14191/21938/16193/20311/14825/18439/83408/16768/17057/17059/80782/232408/56644/243655/16643/27007/16641/503550/19294/52118/21803/233046/22177/14159/15458/16190/20737/16409/670558/77777/379043/667281/19368/19369/19370/56554/11846/215900/12484/14728/74048/16414/14128/69550/15368/50931/15227/13421/56532/54725/16173/81897/13051/12772/171285/216799/216869/18806/327957/16859/237877/20296/57765/217303/70450/15223/77727/15216/20723/20706/20963/14063/16016/16197/223601/19354/105855/12519/84544/14972/21354/21355/100504404/667612/21926/16992/14964/15006/15013/15015/110557/15018/110558/15007/14991/14990/83433/12266/22324/225825/56708",133
"Up","GO:0051251","positive regulation of lymphocyte activation","138/3006","346/28928",0.398843930635838,3.83824258996458,18.0864439741135,2.09113566732224e-47,6.74996581457227e-45,3.33770740030769e-45,"22637/107527/227059/12487/54167/16008/16331/19264/16963/18106/27218/63953/15284/16184/20375/12010/16176/21939/20371/74131/16186/12229/58194/751864/320832/668101/100038947/381484/12479/242122/19260/22329/252838/192656/21898/16818/12399/22163/16193/231130/74734/108723/11461/11987/21333/13848/83408/12504/56644/21803/26362/22177/243910/12144/16190/12721/20737/16408/11501/77777/19369/12484/14728/74048/16000/67596/170780/170779/170776/24099/16161/12400/234695/17387/13655/21943/321019/21838/12501/16173/102657/81897/21813/17874/12772/171285/16362/216799/16859/237877/20296/20304/57765/12775/14634/20677/12522/20963/17260/380797/16019/16197/223601/16852/72049/22410/105855/12703/12524/12519/16423/80859/12394/12575/320484/15001/14998/15000/14999/15002/14961/14960/14969/381091/100504404/547431/11629/14991/21950/50930/22324/16149/56708/78317/12507/12511/16952/58205",138
"Up","GO:0002274","myeloid leukocyte activation","122/3006","279/28928",0.437275985663082,4.2080903903066,18.3360547500069,4.27203884992398e-47,1.31002071332919e-44,6.47775996138473e-45,"17082/16174/14268/12765/18173/18783/246256/14131/14127/18106/12506/27218/12523/381319/19215/20375/21825/13011/16803/12229/24088/12479/66815/17096/12801/18124/21898/16476/19204/14191/12259/231130/21897/21899/74734/20311/11745/57914/56743/12638/83408/26903/17474/27007/18733/12273/19698/19294/16534/21803/22177/12493/14159/16170/13032/16190/16797/16409/19267/27027/77777/74732/15979/19369/14728/16414/216161/14128/11988/15368/20312/15227/13421/12759/108670/12362/17394/16173/81897/21813/17874/24046/13051/12772/16822/94176/171285/347708/171284/171283/12981/18806/16859/20304/20302/380732/217303/217304/246746/70450/20698/16364/20963/14063/268567/53314/12652/75766/19354/15980/442827/17916/11629/21926/24108/83433/21950/53603/225825/74481/16952/77125",122
"Up","GO:0032944","regulation of mononuclear cell proliferation","118/3006","264/28928",0.446969696969697,4.30137704389201,18.3501925514296,8.46927600473592e-47,2.47343189224026e-44,1.22305685060873e-44,"22637/227059/12487/12477/16008/16331/54354/19264/240873/16963/18106/27218/16184/12505/16176/21939/12608/20371/74131/12229/12479/242122/19260/12977/22329/242202/17096/192656/21898/12578/16792/18782/21938/21942/22163/16193/108723/11987/21333/93695/12504/93675/21803/22177/12483/243958/12493/12144/434215/246779/12721/20737/16408/27027/237256/11846/12484/14728/74048/12798/16000/170786/170780/170779/170776/24099/16161/234695/20390/16854/56532/321019/12501/16173/102657/81897/21813/17874/12772/171285/16362/57916/16859/237877/20555/20304/22780/12775/217303/15223/20963/17260/20666/380797/16019/19354/72049/105855/20440/12524/12519/208154/12575/320484/15000/14999/14960/547431/11629/16988/14991/21950/16149/56708/78317/12511/16952/58205",118
"Up","GO:0002819","regulation of adaptive immune response","117/3006","263/28928",0.444866920152091,4.28114113977368,18.2028230000102,3.76127996419037e-46,1.04854227365362e-43,5.18480745302989e-44,"214855/16177/17082/16182/12487/18173/18566/12269/19264/18783/240873/16963/14131/14127/27218/63953/15284/22030/332579/12505/12010/16176/21939/20371/22376/74131/12229/12479/14129/192656/64817/230738/21938/16193/56744/18439/83408/209590/16950/56620/12504/12515/56644/16643/19294/52118/21803/243910/15458/244202/16190/246779/20737/54123/670558/77777/21929/379043/667281/19368/19369/19370/56554/11846/12484/14728/74048/14128/24099/16161/50931/11513/56532/16173/12772/171285/16362/216799/237877/57765/12775/15223/77727/15216/17260/16016/16197/223601/16852/72049/105855/12519/80859/67742/14972/14998/21355/100504404/21926/16992/14964/15006/15013/15015/110557/15018/110558/15007/14991/14990/83433/12266/16149/225825/56708/16952/77125",117
"Up","GO:0030595","leukocyte chemotaxis","112/3006","243/28928",0.460905349794239,4.43548568158607,18.3136869126738,4.10296808634859e-46,1.09406535972069e-43,5.40990895046695e-44,"12765/64095/240873/20343/16963/14131/14127/27218/98365/74748/227541/15139/21930/20375/23892/21825/16176/16803/17395/277360/12766/14205/66166/20201/20202/12977/17096/12986/17965/20311/57349/56744/330122/14825/20310/17329/15945/55985/20750/14747/56221/18787/19242/71660/26903/12267/27007/319430/12273/232983/233079/16170/12721/16409/11501/16414/28240/14068/17925/13617/17390/20299/20312/75458/76527/16854/21943/110168/321019/270152/104099/13051/12768/12771/12772/66102/20296/20306/20292/20293/20307/20290/20304/20308/20305/20302/20303/12775/13614/20963/57266/21828/14063/109700/18654/12652/18133/18810/19354/18591/105855/13052/14289/106512/11629/27226/58217/50930/22324/16149/16952/12642",112
"Up","GO:1903039","positive regulation of leukocyte cell-cell adhesion","122/3006","285/28928",0.428070175438596,4.11949901366857,18.0222895939063,6.76509635871583e-46,1.72876399866684e-43,8.54835202169311e-44,"22637/107527/12487/54167/16008/19264/20344/16963/18106/27218/63953/15284/16184/16401/12505/12010/16176/20371/74131/16186/751864/320832/668101/100038947/381484/12479/242122/19260/22329/192656/18124/16818/19204/12399/16193/74734/108723/11461/11987/13848/83408/12504/21803/243910/12144/16190/12721/20737/16408/11501/12484/14728/74048/16414/16000/67596/170780/170779/170776/24099/16161/12400/234695/13655/21943/14345/15894/23871/21838/12501/16173/102657/21813/12772/171285/16362/216799/16859/20296/20304/12775/14634/20677/12522/20963/16197/15117/223601/16852/72049/22410/105855/12703/12524/12519/16423/80859/12394/320484/15001/14998/15000/14999/15002/14961/14960/14969/381091/100504404/547431/11629/21926/14991/21950/50930/22324/16149/78317/12507/12511/16952/58205",122
"Up","GO:0002699","positive regulation of immune effector process","131/3006","324/28928",0.404320987654321,3.89095060906993,17.8201651734886,7.75318208338733e-46,1.90201062869658e-43,9.40501792936375e-44,"214855/16177/16182/16174/12487/67313/19264/16963/26904/14131/14127/18106/27218/30925/15284/22030/332579/20375/12010/16176/16803/21939/20371/18636/74131/12229/170743/24088/12479/14129/19260/192656/230073/18124/21898/16792/19204/14191/22163/16193/100689/14825/18439/83408/16768/17059/56644/243655/16643/27007/16641/503550/19294/52118/21803/233046/22177/243910/233079/12493/15458/16190/16409/670558/77777/379043/667281/19368/19369/19370/56554/11846/12484/14728/16414/14128/234311/210808/12362/12363/55991/54725/16173/81897/17874/12772/68585/16362/216799/18806/327957/237877/20296/57765/12775/80861/217303/77727/15216/20963/14063/16016/223601/12524/80859/14972/15000/14999/21355/100504404/667612/21926/16992/14964/15006/15013/15015/110557/15018/110558/15007/14991/14990/83433/12266/22324/16149/225825/56708/16952/77125",131
