"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","symbol"
"ENSMUSG00000026394",1087.27571521168,-1.14119491383957,0.168508197894096,2.39186126025675e-12,1.47568589465675e-11,"Atp6v1g3"
"ENSMUSG00000026368",1551.17489569644,-3.59865719503799,0.151454346319656,1.01419565662061e-125,5.66276144874115e-123,"F13b"
"ENSMUSG00000102628",30.2645589570326,-1.12090236985517,0.441952051325136,0.00143857360352642,0.00376395300622763,NA
"ENSMUSG00000102095",39.9770902189973,-2.76354396765869,0.35787921598945,1.72939537702193e-15,1.32456503259286e-14,NA
"ENSMUSG00000032649",235.064152909807,-1.26613811034774,0.335490120362813,2.04442664660961e-05,6.91716781175263e-05,"Colgalt2"
"ENSMUSG00000026482",3975.35498559144,-1.22545468542525,0.0971020467137014,3.0668142094428e-37,7.07585005719995e-36,"Rgl1"
"ENSMUSG00000099858",12.0648229751348,-2.66298506715939,0.690854280826529,8.73457700679855e-06,3.08752970666572e-05,"Gm6652"
"ENSMUSG00000045968",13.5392755097743,-1.06516245868003,0.522504269166546,0.00580322904080222,0.0135277668369322,"Teddm2"
"ENSMUSG00000026473",17273.205115025,-1.84208669815357,0.178281737642203,4.97679625325189e-26,6.8024337527618e-25,"Glul"
"ENSMUSG00000100627",14.3724711484134,-3.40003229095792,0.616057410580144,3.05675720946671e-09,1.49386467212756e-08,"A830008E24Rik"
"ENSMUSG00000066797",25.6684829461109,-2.14243276197242,0.441285300455734,1.15212699877178e-07,4.88265737961458e-07,"Zfp648"
"ENSMUSG00000033722",3598.16830916857,-1.1545197769722,0.093822237150978,1.7478602779315e-35,3.69316096947229e-34,"BC034090"
"ENSMUSG00000026602",2223.67333638733,-1.08630599637815,0.146524932529244,2.48972710832122e-14,1.76637754883247e-13,"Nphs2"
"ENSMUSG00000033488",6950.0231516137,-2.51688297107447,0.118377832422809,4.65950787377712e-101,1.26909083966998e-98,"Cryzl2"
"ENSMUSG00000026587",10.7767641967129,-2.08489742137805,0.727654000100344,0.000272770060826787,0.000796137812141329,"Astn1"
"ENSMUSG00000073530",25.1404274515008,-1.30318954307327,0.468705450219636,0.000584170739662124,0.00162598072029086,"Pappa2"
"ENSMUSG00000026692",990.730734595023,-1.64786117047109,0.245783765294367,2.12557661536344e-12,1.31430310430584e-11,"Fmo4"
"ENSMUSG00000040181",13251.3866768306,-2.41188899458269,0.22152362067259,2.00606260769523e-28,3.05825271537648e-27,"Fmo1"
"ENSMUSG00000040170",5292.12379785912,-2.47477926860287,0.189349510274653,8.09128657047164e-40,2.07713556626337e-38,"Fmo2"
"ENSMUSG00000026691",1.86845148592824,-1.67007225462716,1.42529611724336,0.0149831475038466,0.0318334870957866,"Fmo3"
"ENSMUSG00000026576",37833.8697566769,-1.41468242215552,0.157222850022809,3.14613270371612e-20,3.22912352044099e-19,"Atp1b1"
"ENSMUSG00000097281",17.0545129375721,-1.20139106548926,0.506315051103121,0.00206817586762946,0.00527290408991283,"Gm26685"
"ENSMUSG00000102389",38.7944231860146,-2.37635457296194,0.439699866083131,7.03718394156925e-09,3.32913505933081e-08,NA
"ENSMUSG00000026568",4020.7585387008,-1.48953229725399,0.128444904361704,5.25508821016249e-32,9.46909643025756e-31,"Mpc2"
"ENSMUSG00000026567",17.4517169969519,-1.83882904825041,0.603526584280549,0.000176088732635882,0.000527251073158572,"Adcy10"
"ENSMUSG00000026687",6453.74986728942,-2.14474299904149,0.142531597639808,4.52976502159405e-52,2.00332221766894e-50,"Aldh9a1"
"ENSMUSG00000026688",2399.91758096556,-1.33061586642917,0.142271841762971,1.33522579956723e-21,1.46973548583216e-20,"Mgst3"
"ENSMUSG00000040485",20.3363887551951,-3.77539959585344,0.617841091561243,6.8463157504408e-11,3.81215696759773e-10,"Lrrc52"
"ENSMUSG00000015843",10.445740946123,-1.90981514394141,1.04478978347978,0.00413919509047013,0.00996279589940293,"Rxrg"
"ENSMUSG00000097503",33.225890491148,-1.59097883868362,0.389087411535932,4.34200224095348e-06,1.58118829364838e-05,"3110045C21Rik"
"ENSMUSG00000103676",11.1949597783035,-1.02490242778212,0.672411820290306,0.0207287384181206,0.0425745488164709,NA
"ENSMUSG00000104340",47.2398284913387,-2.31972137085904,0.411554404377696,1.89411585030213e-09,9.42374323917305e-09,NA
"ENSMUSG00000058076",5285.08106489077,-1.49932408345447,0.115683418591426,2.47187560486527e-39,6.20999659831957e-38,"Sdhc"
"ENSMUSG00000005681",12.1906579210454,-2.91703437908738,0.805143733400785,1.7579816332231e-05,5.9924850116613e-05,"Apoa2"
"ENSMUSG00000013593",7316.3692609235,-1.41309006761104,0.0927444105872198,2.79900210168774e-53,1.29964475964852e-51,"Ndufs2"
"ENSMUSG00000013997",2531.30973016557,-1.48150723157562,0.123225881665509,3.34864658516954e-34,6.62432886033451e-33,"Nit1"
"ENSMUSG00000103711",230.381379614193,-1.85279190359248,0.175357691489919,4.26250707625954e-27,6.15775116695863e-26,"Tstd1"
"ENSMUSG00000097045",14.7763034814761,-1.42658495414983,0.505293009784642,0.000458945102034963,0.00129665779998088,NA
"ENSMUSG00000044708",2175.78046777357,-1.27147598989479,0.153470845050796,1.99509461658441e-17,1.73311719824179e-16,"Kcnj10"
"ENSMUSG00000026526",3261.66712257974,-1.55492859284227,0.0959361354025344,4.95226167999578e-60,2.9652496611535e-58,"Fh1"
"ENSMUSG00000039783",2151.96966113395,-3.15630485675966,0.117157666041293,1.24746095377127e-160,1.85738619610184e-157,"Kmo"
"ENSMUSG00000102432",18.3662289118266,-1.94399144261132,0.475739542115534,3.83052642529129e-06,1.40270498741524e-05,NA
"ENSMUSG00000102483",54.9470595498592,-1.81731014405155,0.401745295269914,5.68462867849559e-07,2.26958342698464e-06,"Catspere1"
"ENSMUSG00000091476",287.973726070188,-2.17034972549161,0.344157981826808,3.08084960202639e-11,1.75633198604992e-10,"Catspere2"
"ENSMUSG00000026495",288.592664295984,-1.11007841811492,0.185530226269188,4.05909613743027e-10,2.1351601416612e-09,"Efcab2"
"ENSMUSG00000026489",2941.92153196208,-1.19535052471871,0.159502950193482,1.22102207304363e-14,8.8367812635633e-14,"Coq8a"
"ENSMUSG00000104520",21.863470428718,-2.22482214116718,0.44437838572881,5.48322402221454e-08,2.39934022946982e-07,NA
"ENSMUSG00000055676",69.0121145428407,-1.48911769590251,0.294331852395538,4.92015078420787e-08,2.16312298453737e-07,NA
"ENSMUSG00000102234",5.65944399155268,-1.56953316544216,0.831482504267005,0.00497764382615553,0.0117790524701587,NA
"ENSMUSG00000104415",33.9428491915762,-2.86985070105436,0.403568750246835,1.64805472636241e-13,1.10235562319791e-12,NA
"ENSMUSG00000026621",25.3177167651038,-1.20590589092713,0.484986438604911,0.00150613219943758,0.00392920880063532,"Mtarc1"
"ENSMUSG00000026617",3042.16307075849,-2.01656331220761,0.137177906466449,7.12256310296064e-50,2.8817993540131e-48,"Bpnt1"
"ENSMUSG00000039246",3492.86783381119,-2.15145319572592,0.11769516442898,1.54760422891566e-75,1.66976777046388e-73,"Lyplal1"
"ENSMUSG00000103056",24.6633527705805,-1.96330187140859,0.416890965805485,2.30900337239512e-07,9.53397694935712e-07,NA
"ENSMUSG00000010175",239.639296527129,-1.62838349530094,0.200246253509781,4.48955499436569e-17,3.81834429718824e-16,"Prox1"
"ENSMUSG00000026627",675.802203474118,-1.43246214996826,0.123975037661159,9.36876271359447e-32,1.67393557156335e-30,"Pacc1"
"ENSMUSG00000055833",303.679619523102,-1.34764404076718,0.183399861891415,2.98790753744934e-14,2.11110176973722e-13,"1700034H15Rik"
"ENSMUSG00000049353",7.51997670887679,-1.19154152401967,0.743402543398718,0.0141624971049008,0.030236613167083,"Rd3"
"ENSMUSG00000096929",234.702468950872,-1.98111215672091,0.237285943849499,7.11887721200891e-18,6.36226505214114e-17,"A330023F24Rik"
"ENSMUSG00000026664",7416.58302956377,-1.99772168085476,0.106678586759167,3.32043044532093e-79,4.28661812519062e-77,"Phyh"
